"#","No","Issue Title","Issue Details","State","Labels","User name","created","Updated"
"","763","修改summary check","合并summary check","closed","","Airpaul","2015-03-13T01:30:55Z","2015-03-13T01:33:59Z"
"","420","Parameter Assignment Check compilable UT input","Compilable UT inputs","closed","","alexkravin","2014-12-02T15:42:09Z","2014-12-11T14:12:00Z"
"","418","Overload Methods Declaration Order Check compilable UT input","Compilable UT inputs","closed","","alexkravin","2014-12-02T15:40:43Z","2014-12-11T14:13:13Z"
"","417","Nested If Depth Check compilable UT inputs","Compilable UT inputs","closed","","alexkravin","2014-12-02T15:39:54Z","2014-12-11T14:14:39Z"
"","416","Nested For Depth Check compilable UT inputs","Compilable UT inputs","closed","","alexkravin","2014-12-02T15:39:39Z","2014-12-11T14:14:52Z"
"","415","Multiple Variable Declarations Check compilable UT inputs","Compilable UT inputs","closed","","alexkravin","2014-12-02T15:39:21Z","2014-12-11T14:15:40Z"
"","414","Modified Control Check compilable UT inputs","Compilable UT inputs","closed","","alexkravin","2014-12-02T15:39:01Z","2014-12-11T14:16:19Z"
"","413","Illegal Instantiation Check java8 sources -> noncompilable res. folder","Compilable UT inputs","closed","","alexkravin","2014-12-02T15:38:42Z","2014-12-11T14:41:38Z"
"","411","Comments Test compilable UT inputs","Compilable UT inputs","closed","","alexkravin","2014-12-02T15:37:47Z","2014-12-11T14:43:11Z"
"","406","InputClone used in several UTs, now compilable","Compilable UT inputs","closed","","alexkravin","2014-12-01T17:08:49Z","2014-12-11T14:41:17Z"
"","405","Default Comes Last Check compilable UT inputs","Compilable UT inputs","closed","","alexkravin","2014-12-01T17:08:29Z","2014-12-11T14:42:48Z"
"","404","Illegal Catch Check compilable UT input","Compilable UT inputs","closed","","alexkravin","2014-12-01T17:08:16Z","2014-12-11T14:41:51Z"
"","403","Operator Wrap Check compilable UT input","Compilable UT inputs","closed","","alexkravin","2014-12-01T16:34:44Z","2014-12-11T14:13:24Z"
"","402","Modifer Order Check compilable UT input","Compilable UT inputs","closed","","alexkravin","2014-12-01T16:34:23Z","2014-12-11T14:16:05Z"
"","401","Missing Switch Check compilable UT inputs","Compilable UT inputs","closed","","alexkravin","2014-12-01T16:34:04Z","2014-12-11T14:16:34Z"
"","400","Magic Number Check compilable UT input","Compilable UT inputs","closed","","alexkravin","2014-12-01T16:33:42Z","2014-12-02T11:32:42Z"
"","399","Right Curly Check compilable UT inputs","Compilable UT inputs","closed","","alexkravin","2014-12-01T16:33:14Z","2014-12-11T14:12:15Z"
"","398","Empty Block Check compilable UT input","Compilable UT inputs","closed","","alexkravin","2014-12-01T16:32:55Z","2014-12-11T14:42:42Z"
"","397","Redundant Modifier Check compilable UT input","Compilable UT inputs","closed","","alexkravin","2014-12-01T16:32:41Z","2014-12-11T14:11:18Z"
"","396","Uncommented Main Check compilable UT input","Compilable UT inputs","closed","","alexkravin","2014-12-01T16:32:23Z","2014-12-11T14:09:14Z"
"","395","Input Whitespace (is used in many UTs) now compilable","Compilable UT inputs","closed","","alexkravin","2014-12-01T16:32:07Z","2014-12-11T14:08:19Z"
"","394","Missing Deprecated Check compilable UT inputs","Compilable UT inputs","closed","","alexkravin","2014-12-01T16:31:51Z","2014-12-11T14:16:44Z"
"","392","Annotation Location Check compilable UT inputs","Compilable UT inputs","closed","","alexkravin","2014-12-01T16:30:02Z","2014-12-11T14:43:52Z"
"","463","Empty Line Separator Check compilable UT inputs","compilable UT input","closed","","alexkravin","2014-12-07T13:59:04Z","2014-12-11T14:42:36Z"
"","454","Member Name Check compilable UT inputs","Compilable UT input","closed","","alexkravin","2014-12-05T11:47:27Z","2014-12-11T14:39:16Z"
"","453","Method Name Check compilable UT inputs","Compilable UT input","closed","","alexkravin","2014-12-05T11:47:09Z","2014-12-11T14:39:08Z"
"","450","Separator Wrap Check compilable UT input","Compilable UT input","closed","","alexkravin","2014-12-05T11:45:51Z","2014-12-11T14:10:11Z"
"","391","Left Curly Check compilable UT input","Compilable UT input","closed","","alexkravin","2014-11-30T14:22:33Z","2014-12-11T14:39:24Z"
"","390","Covariant Equals Check compilable UT input","Compilable UT input","closed","","alexkravin","2014-11-30T14:06:29Z","2014-12-11T14:43:00Z"
"","389","AvoidEscapedUnicodeCharactersCheck compilable UT input","Compilable UT input","closed","","alexkravin","2014-11-30T13:46:54Z","2014-12-11T14:43:39Z"
"","693","IndentationCheck. Existance of comment affects violation message.","Comment inside array initialization braces affects violation message. Checkstyle config:  ``` xml                                               ```  Input file:  ``` java class ArrayInput { //indent:0 exp:0     void m() { //indent:4 exp:4         int[] array = {            1,2,3 //indent:11 exp:12 warn         }; //indent:8 exp:8     } //indent:4 exp:4 } //indent:0 exp:0 ```  Violation message: `ArrayInput.java:4: 'array initialization' child have incorrect indentation level 11, expected level should be 12.` Input file:  ``` java class ArrayInput { //indent:0 exp:0     void m() { //indent:4 exp:4         int[] array = { //comment !            1,2,3 //indent:11 exp:12 warn         }; //indent:8 exp:8     } //indent:4 exp:4 } //indent:0 exp:0 ```  Violation message: `ArrayInput.java:4: 'array initialization' child have incorrect indentation level 11, expected level should be one of the following: 12, 24, 26.` ##","open","indentation,","alex-zuy","2015-03-01T10:52:21Z","2016-12-14T18:17:06Z"
"","812","Fix command used to invoke Coveralls, issue #806","Command taken from https://github.com/trautonen/coveralls-maven-plugin#jacoco.  As the next step, probably we can simplify `travis` profile. I'm not sure why we have there `surefire-report` plugin.","closed","","mkordas","2015-03-17T06:31:29Z","2015-03-22T17:20:30Z"
"","804","Build does not work on Windows after introducing coverage constraints","Command prompt has [limitation](http://support.microsoft.com/pl-pl/kb/830473) of 8191 characters per command. On Windows Cobertura executes something like this:  ``` cmd.exe /X /C """"C:\Program Files\Java\jdk1.8.0_25\jre\bin\java"" -Xmx64m net.sourceforge.cobertura.check.Main --datafile C:\IdeaProjects\checkstyle\target\cobertura\cobertura.ser --branch 100 --line 100 --totalbranch 83 --totalline 89 --regex .*.checks.coding.SimplifyBooleanExpressionCheck:77:100 --regex .*.filters.SuppressionCommentFilter\$.*:84:87 --regex .*.filters.SuppressWithNearbyCommentFilter:87:80 --regex .*.checks.regexp.DetectorOptions:96:100 --regex .*.checks.AbstractOptionCheck:80:100 --regex .*.checks.metrics.JavaNCSSCheck:96:81 --regex .*.checks.annotation.MissingOverrideCheck:96:100 --regex ... ```  This command has around 12,000 characters, and `mvn verify` fails every time. Unfortunately I don't know how to fix it besides bumping majority of checks to 100%.","closed","","mkordas","2015-03-15T21:55:16Z","2015-03-20T22:19:56Z"
"","905","Warning during site build from JDepend project","command ""mvn clean site -Dlinkcheck.skip=true"" cause:  ``` [INFO] Relativizing decoration links with respect to project URL: http://checkstyle.sourceforge.net/ [INFO] Rendering site with org.apache.maven.skins:maven-default-skin:jar:1.0 skin. [INFO] Validation is switched on, xml input documents will be validated! [INFO] Skipped ""About"" report (maven-project-info-reports-plugin:2.8:index), file ""index.html"" already exists for the English version. [INFO] Skipped ""Surefire Report"" report (maven-surefire-report-plugin:2.18.1:report-only), file ""surefire-report.html"" already exists for the English version. [INFO] Skipped ""JDepend"" report (jdepend-maven-plugin:2.0:generate), file ""jdepend-report.html"" already exists for the English version. [INFO] Rendering 36 Doxia documents: 36 xdoc [WARNING]  was already defined in , ignored  in . [WARNING]  was already defined in , ignored  in . [WARNING]  was already defined in , ignored  in . [WARNING]  was already defined in , ignored  in . [WARNING]  was already defined in , ignored  in . [WARNING]  was already defined in , ignored  in . [WARNING]  was already defined in , ignored  in . [WARNING]  was already defined in , ignored  in . [WARNING]  was already defined in , ignored  in . ```  Warnings need to be resolved.","closed","approved,","romani","2015-04-08T15:29:26Z","2015-10-03T23:43:50Z"
"","923","Findbugs violation: api.TokenTypes do System.exit(...)","com.puppycrawl.tools.checkstyle.api.TokenTypes.() invokes System.exit(...), which shuts down the entire virtual machine  BAD_PRACTICE    DM_EXIT     3527    Low  We did a workaround for javadoc's TokenTypes, please see a solution there. But TokenTypes should not do System.exit()","closed","approved,","romani","2015-04-13T06:08:57Z","2015-05-15T22:32:43Z"
"","911","Findbugs violation: defines compareTo(LineColumn) and uses Object.equals()","com.puppycrawl.tools.checkstyle.api.LineColumn defines compareTo(LineColumn) and uses Object.equals()   BAD_PRACTICE    EQ_COMPARETO_USE_OBJECT_EQUALS  62-64   Medium  com.puppycrawl.tools.checkstyle.filters.SuppressWithNearbyCommentFilter$Tag defines compareTo(SuppressWithNearbyCommentFilter$Tag) and uses Object.equals()     BAD_PRACTICE    EQ_COMPARETO_USE_OBJECT_EQUALS  185-189     Medium  com.puppycrawl.tools.checkstyle.filters.SuppressionCommentFilter$Tag defines compareTo(SuppressionCommentFilter$Tag) and uses Object.equals()   BAD_PRACTICE    EQ_COMPARETO_USE_OBJECT_EQUALS  189-193     Medium  that violations are temporary suppressed in config/findbugs-exclude.xml but it have to be investigated and resolved.","closed","approved,","romani","2015-04-09T06:15:10Z","2015-05-16T06:56:55Z"
"","54","wrong lineNumber in DetailAST for class with annotation","Code: Created: 2009-07-14 Creator: superbonbon  SF issue: 581  ``` package src;  @SomeTestAnnotations({ @SomeTestAnnotation(key = ""foo""),         @SomeTestAnnotation(key = ""bar"") }) /* {@inheritDoc} */ public class MyGenericClassBad { } ```  Picture of DetailAST: ![screenshotast](https://f.cloud.github.com/assets/812984/1519113/3fcfb322-4b4f-11e3-9589-c628e16620d3.png)  detected: lineNumber=3. expected: lineNumber for class have to be real - 6,","closed","approved,","romani","2013-11-12T04:02:46Z","2013-11-12T17:08:27Z"
"","740","Typo in violation message of ModifierOrder check","Code:  ``` java     /** Illegal order of annotation - must come first */     private @MyAnnotation2 void someMethod2()     {     } ```  Current (Checkstyle 6.4.1): '@MyAnnotation2' annotation modifier does not **preceed** non-annotation modifiers  Expected: '@MyAnnotation2' annotation modifier does not **precede** non-annotation modifiers","closed","approved,","mkordas","2015-03-10T14:56:21Z","2015-03-10T15:07:00Z"
"","92","ArrayIndexOutOfBoundsException if Indentation and FileContentsFolder are enabled","Code with a label and an empty 'default' clause in a switch statement gives error  ``` SqlSimpleParser.java:0: Got an exception - java.lang.ArrayIndexOutOfBoundsException: 2147483647 ```  Here is the SqlSimpleParser.java:  ``` java package org.eigenbase.sql.advise;  import java.util.*;  public class SqlSimpleParser {   private void consumeSelect(ListIterator iter, List outList) {   loop:     while (iter.hasNext()) {       switch (1) {       default:       }     }   } } ```  And here is `checkstyle.xml`:  ``` xml                                                ```  The test case is close to minimal -- if I take out any lines, the error stops happening.","closed","antlr,","julianhyde","2014-01-31T05:55:26Z","2014-11-24T06:06:12Z"
"","358","ArrayIndexOutOfBoundsException from Indentation check on openjdk sources","Code  ``` package javax.swing.plaf.synth;  public class SynthTabbedPaneUI {      protected Integer createLayoutManager() {             return new Integer() {                 public void doSmth() {                                 switch (1) {                                     default: //do nothing                                 }                 }             };     } } ```  Indentation check is used only with default configuration, result is:  ``` java.lang.ArrayIndexOutOfBoundsException: 2147483647     at com.puppycrawl.tools.checkstyle.api.FileText.get(FileText.java:346)     at com.puppycrawl.tools.checkstyle.api.FileContents.getLine(FileContents.java:259)     at com.puppycrawl.tools.checkstyle.api.Check.getLine(Check.java:189)     at com.puppycrawl.tools.checkstyle.checks.indentation.ExpressionHandler.checkExpressionSubtree(ExpressionHandler.java:420)     at com.puppycrawl.tools.checkstyle.checks.indentation.ExpressionHandler.checkChildren(ExpressionHandler.java:395)     at com.puppycrawl.tools.checkstyle.checks.indentation.BlockParentHandler.checkIndentation(BlockParentHandler.java:306)     at com.puppycrawl.tools.checkstyle.checks.indentation.MethodDefHandler.checkIndentation(MethodDefHandler.java:83)     at com.puppycrawl.tools.checkstyle.checks.indentation.IndentationCheck.visitToken(IndentationCheck.java:308)     at com.puppycrawl.tools.checkstyle.TreeWalker.notifyVisit(TreeWalker.java:448)     at com.puppycrawl.tools.checkstyle.TreeWalker.processIter(TreeWalker.java:541)     at com.puppycrawl.tools.checkstyle.TreeWalker.walk(TreeWalker.java:373)     at com.puppycrawl.tools.checkstyle.TreeWalker.processFiltered(TreeWalker.java:207)     at com.puppycrawl.tools.checkstyle.api.AbstractFileSetCheck.process(AbstractFileSetCheck.java:73)     at com.puppycrawl.tools.checkstyle.Checker.process(Checker.java:263) ```","closed","","romani","2014-11-13T06:27:32Z","2014-11-14T00:15:43Z"
"","889","Remove class Defn and move CHECKSTYLE_BUNDLE somewhere else","Class [Defn](https://github.com/checkstyle/checkstyle/blob/master/src/main/java/com/puppycrawl/tools/checkstyle/Defn.java) looks obsolete. What do you think about moving `CHECKSTYLE_BUNDLE` to `Checker` as `public static final` and importing it from other classes? Any other ideas? ##","open","discussion ongoing,","mkordas","2015-03-29T15:35:13Z","2016-12-14T18:16:41Z"
"","550","Issue #537 refactoring: remove copy-paste of messages from UTests","Chnages for: 1. annotation checks 2. BaseCheckTestSupport class 3. A few classes because of BaseCheckTestSupport refacoring @romani Could you please check if the approach is OK? If it is I'll updated other checks in the same way.","closed","","ychulovskyy","2014-12-27T21:53:29Z","2014-12-28T23:14:50Z"
"","644","Update Maven Plugins used by Checkstyle","Checkstyle uses some outdated plugins. We should update them. Here is result of [versions:display-plugin-updates](http://mojo.codehaus.org/versions-maven-plugin/display-plugin-updates-mojo.html) command:  ``` The following plugin updates are available:   org.antlr:antlr4-maven-plugin ............................ 4.3 -> 4.5   maven-antrun-plugin ...................................... 1.7 -> 1.8   maven-assembly-plugin ................................ 2.2.1 -> 2.5.3   maven-compiler-plugin .................................. 2.3.2 -> 3.2   maven-eclipse-plugin ..................................... 2.8 -> 2.9   maven-enforcer-plugin .................................. 1.3.1 -> 1.4   maven-gpg-plugin ......................................... 1.4 -> 1.6   maven-jar-plugin ....................................... 2.3.1 -> 2.5   maven-jxr-plugin ......................................... 2.4 -> 2.5   maven-shade-plugin ....................................... 1.4 -> 2.3   maven-surefire-plugin ................................ 2.17 -> 2.18.1   org.eluder.coveralls:coveralls-maven-plugin .......... 2.2.0 -> 3.0.1   org.jacoco:jacoco-maven-plugin  0.7.1.201405082137 -> 0.7.2.201409121644   The following plugins do not have their version specified:    maven-clean-plugin ........................ (from super-pom) 2.6.1    maven-deploy-plugin ....................... (from super-pom) 2.8.2    maven-install-plugin ...................... (from super-pom) 2.5.2    maven-resources-plugin ...................... (from super-pom) 2.7 ```  Are there any reasons to not update some of the above? Should I create separate pull request for each plugin?","closed","","mkordas","2015-02-14T14:58:53Z","2015-03-10T15:11:46Z"
"","134","Exception thrown when parsing numeric constant ""3.14_15F""","Checkstyle is unable to parse this line of code:  ```     float pi = 3.14_15F; ```  It appears the issue is caused by lines 157-159 in class com.puppycrawl.tools.checkstyle.checks.CheckUtils.  The ""Double.parseDouble"" method is being used to parse both floats and doubles.  I believe the error can be resolved by using ""Float.parseFloat"" and then casting the result to a double.  (FYI, I don't use the crazy number underscore syntax.  I found the issue while running CheckStyle against code in another project.)","closed","","jonathanbyrne","2014-04-22T00:27:10Z","2014-09-09T14:03:11Z"
"","4","checkstyle attempts to analyze nonJava file: src/test/resources/test.html","Checkstyle is trying to analyze some nonJava files in my Maven project.  **Trace**  ``` $ checkstyle -c checkstyle.xml -r src/ ... /Users/user/Desktop/src/jsoupcrawler/src/test/resources/test.html:4329: Line has trailing spaces. Audit done. ```  I tried explicitly constraining the extensions searched, but checkstyle is ignoring this configuration.  ``` $ cat checkstyle.xml ...             ... ```  I suspect that `-r` is somehow ignoring both the Checkstyle default file name patterns, as well as the XML configuration fileExtension patterns.  **System**  ``` $ specs brew:checkstyle java os Specs:  specs 0.4 https://github.com/mcandre/specs#readme  brew list checkstyle /usr/local/Cellar/checkstyle/5.6/bin/checkstyle /usr/local/Cellar/checkstyle/5.6/INSTALL_RECEIPT.json /usr/local/Cellar/checkstyle/5.6/libexec/checkstyle-5.6-all.jar /usr/local/Cellar/checkstyle/5.6/libexec/sun_checks.xml /usr/local/Cellar/checkstyle/5.6/LICENSE /usr/local/Cellar/checkstyle/5.6/README  mvn --version Apache Maven 3.0.4 (r1232337; 2012-01-17 03:44:56-0500) Maven home: /usr/share/maven Java version: 1.6.0_51, vendor: Apple Inc. Java home: /System/Library/Java/JavaVirtualMachines/1.6.0.jdk/Contents/Home Default locale: en_US, platform encoding: MacRoman OS name: ""mac os x"", version: ""10.8.4"", arch: ""x86_64"", family: ""mac""  echo $CLASSPATH   echo $JAVA_HOME /Library/Java/Home  java -version java version ""1.6.0_51"" Java(TM) SE Runtime Environment (build 1.6.0_51-b11-457-11M4509) Java HotSpot(TM) 64-Bit Server VM (build 20.51-b01-457, mixed mode)  system_profiler SPSoftwareDataType | grep 'System Version'       System Version: OS X 10.8.4 (12E55) ```","closed","high demand,","apennebaker","2013-09-24T15:10:31Z","2015-01-23T04:54:49Z"
"","473","remove AbstractTypeAwareCheck from Chekstyle","Checkstyle is not type aware tool, so till we implement smth stable in that area of validation - all Checks derived from AbstractTypeAwareCheck should be removed. Example of really buggy Check: RedundantThrowsCheck.java","closed","approved,","romani","2014-12-08T06:41:24Z","2015-07-06T04:36:51Z"
"","472","Want to use other letter for end of sentence.","Checkstyle is checking first sentence. But, this check is mismatch in Japanese. Because, We don't use period for end of line, instead of ""。"". Perhaps, I see, to use a title like a sentence(not have period).  I want to use other letter of setting from option.  By the way, I set to disable ""Summary Javadoc"", but I got warning of ""First sentence should be present."".","closed","approved,","teaplanet","2014-12-08T06:40:40Z","2014-12-19T17:31:56Z"
"","354","[Feature request] Add an option to forbid C++ method argument indentation.","Checkstyle indentation module should have an option to forbid C++ method argument indentation.  Here is an example of a failing class:  ``` java public class MyClass {     public MyClass(int appleCount,                    int bananaCount,                    int pearsCount) {     } } ```  Checkstyle config used:  ``` xml                                               ```  Expected warnings:  ``` MyClass.java:3: Method parameter has incorrect indentation level 19, expected level should be 8. MyClass.java:4: Method parameter has incorrect indentation level 19, expected level should be 8. ```  Expected correct code formatting:  ``` java public class MyClass {     public MyClass(int appleCount,         int bananaCount,         int pearsCount) {     } } ``` ##","open","indentation,","liutikas","2014-11-07T18:14:48Z","2021-03-11T21:38:01Z"
"","339","expecting EOF error when parsing methodReference from a nested class","Checkstyle fails to parse the following testcase:  ``` import java.util.function.Supplier;  public static class InputMethodReferencesNestedTest {   public static class SomeClass {     public static class Nested {       public Nested() {       }     }   }    public  void methodName(V value) {     Supplier passes = SomeClass.Nested::new;     Supplier fails = SomeClass.Nested::new;   } } ```  It fails to parse the line `Supplier fails = SomeClass.Nested::new;` and gives the error `unexpected token: >` ... `TreeWalker: Got an exception - expecting EOF, found '}'`","closed","","cheister","2014-10-26T22:34:01Z","2014-11-23T22:18:23Z"
"","904","Java8 type-use annotations on arrays not supported","Checkstyle fails to parse constructs like:  ``` java import java.lang.annotation.ElementType; import java.lang.annotation.Retention; import java.lang.annotation.RetentionPolicy; import java.lang.annotation.Target;  import java.util.Set;  public class CheckstyleBugs {     private String @Fancy [] array; // !!!     Set set;       // !!! }  @Retention(RetentionPolicy.RUNTIME) @Target(ElementType.TYPE_USE) @interface Fancy { }  ```  giving ""unexpected token"" errors.","closed","antlr,","metlos","2015-04-07T20:56:26Z","2016-02-10T14:36:53Z"
"","570","Allow basedir property of Checker module to be set to NULL.","Checkstyle configurations may provide a value for the basedir property of the Checker module. However this setting makes no sense in the context of the eclipse-cs plugin (reported file names must always be relative to the project), hence the plugins sets it to NULL in order to work with configurations where this is specified otherwise.  However, currently there is no clean way to do this since Checker#setBasedir does not allow a NULL value being passed. Right now I have a ugly reflection based hack in eclipse-cs to force the underlying attribute to NULL.  I'd like it much better if I could just invoke checker.setBasedir(null).","closed","","lkoe","2015-01-07T22:20:12Z","2015-01-16T17:04:01Z"
"","924","DeclarationOrder check enforces order that is not possible","Checkstyle 6.5 with [DeclarationOrder](http://checkstyle.sourceforge.net/config_coding.html#DeclarationOrder) enabled:  ``` xml                      ```  fails on the following code:  ``` java class Sample {     private static final String COMMON_PART = ""common_part"";     public static final String FIRST = COMMON_PART + ""1""; // DeclarationOrder: Variable access definition in wrong order.     public static final String SECOND = COMMON_PART + ""2""; // DeclarationOrder: Variable access definition in wrong order. } ```  When attempting to move `COMMON_PART` as the last member to fix Checkstyle, then code doesn't compile anymore with `Illegal forward reference` error.","closed","approved,","mkordas","2015-04-13T06:15:46Z","2016-02-07T13:35:52Z"
"","132","Inappropriate method call child indentation reported","Checkstyle 5.7 never gets happy about the indentation of the following code, reporting that the line `method().foo = ""bar"";` is never properly indented with a message `method call child at indentation level 8 not at correct indentation, 12`. If you move it to 12, it says `method call child at indentation level 12 not at correct indentation, 8`. (I have checked from IDEA IntelliJ's CheckStyle IDEA plugin, as well as from EclipseCS)  It looks similar to issue #129, since it is not precisely the same, I had prefer a separate issue. Hope this helps.  Here is a minimal valid java:  ``` java public class Test {     private static final class C {         private String foo;     }      C method() {         return new C();     }      void call() {         method().foo = ""bar"";     } } ```  But this is enough to reproduce (not valid java, however)  ``` java public class Test {     void call() {         method().foo = ""bar"";     } } ```  The config file is  ``` xml                ```","closed","approved,","dgervalle","2014-04-16T12:35:08Z","2014-10-15T23:31:37Z"
"","759","Exception cause is ignored by setupChild","Checker:setupChild ignores the cause if the catched exception is already a CheckstyleException f.e. thrown by PackageObjectFactory:createModule  The cause is wrapped via that exception:  ``` throw new CheckstyleException(""Unable to instantiate "" + name, ex2); ```  But in the Checker only the message is extracted:  ```         catch (final Exception ex) {             // TODO i18n             throw new CheckstyleException(""cannot initialize module "" + name                     + "" - "" + ex.getMessage(), ex);         } ```  There should be a type check for CheckstyleException or a general try to retrieve the cause.  The same for PackageObjectFactory:doMakeObject:  ```     private Object doMakeObject(String name)         throws CheckstyleException     {         //try name first         try {             return createObject(name);         }         catch (final CheckstyleException ex) {             ; // keep looking         }          //now try packages         for (String packageName : packages) {              final String className = packageName + name;             try {                 return createObject(className);             }             catch (final CheckstyleException ex) {                 ; // keep looking             }         }          throw new CheckstyleException(""Unable to instantiate "" + name);     } ```  None of these exceptions is logged or somehow handled ... You will not determine why your Check can't be loaded so easily.","closed","approved,","CSchulz","2015-03-12T12:45:10Z","2015-09-11T15:50:08Z"
"","43","JavadocMethod: Javadoc Not Detected Above Multiline Comments","Check: http://checkstyle.sourceforge.net/config_javadoc.html#JavadocMethod  When programming in Java with JML annotations (http://www.jmlspecs.org/), the typical convention is to place the JML annotations - which are, for the purposes of any non-JML-aware tools, specially formatted Java comments - directly above the method they are annotating.   A Javadoc comment also needs to be placed above the method it is documenting. Most Javadoc processing tools (including ""javadoc"" itself with the standard doclet) have no problem ignoring non-Javadoc comments that occur between the Javadoc comment for a method and the method declaration. However, Checkstyle will fail to detect the Javadoc comment for a method if there is a multi-line (but not a single-line) comment between the Javadoc comment and the method declaration. For example, Checkstyle correctly detects the Javadoc in this case:  ``` /**  * A Javadoc comment.  */ //@ A JML Annotation public void foo() {} ```  but not in this case:  ``` /**  * A Javadoc comment.  */ /*@ A JML Annotation */ public void foo() {}  ```  It would be very helpful for Checkstyle to be able to detect such Javadoc comments.   Examples of JML JavaDoc: https://sourceforge.net/apps/trac/jmlspecs/browser/TeachingMaterials/trunk/CAV2007Tutorial/examples/Actor.java?rev=2675 (https://sourceforge.net/apps/trac/jmlspecs/wiki/TeachingMaterials) ##","open","javadoc,","dmzimmerman","2013-10-31T01:06:04Z","2020-04-22T07:42:28Z"
"","555","create project to test changes of Checkstyle by snapshot report compare","changes to Checkstyle sometimes cause a lot of regression problems.  We need to have project (shell/bash is OK) to download sertain list of project by exact stable version, run latest checkstyle for particular Check or some configuration to generate plain text reports and compare them with reports of previous launch. After manual compare and approval of changes , admin push new reports to remote for future launches.","closed","approved,","romani","2014-12-30T01:55:24Z","2016-03-23T13:56:50Z"
"","817","Use Cobertura instead of JaCoCo for Coveralls, fixes #806","Changes done according to [coveralls-maven-plugin guide](https://github.com/trautonen/coveralls-maven-plugin#cobertura). Profile `travis` was deleted, as it is unnecessary when Cobertura is used.","closed","","mkordas","2015-03-18T21:48:14Z","2015-03-22T17:20:14Z"
"","901","Update PMD to 5.3.0","Changelog available at http://pmd.sourceforge.net/pmd-5.3.0/overview/changelog.html","closed","","mkordas","2015-04-06T22:22:42Z","2015-04-09T19:44:00Z"
"","25","Unable to use the fileExtensions property","Change default sun_checks.xml to have fileExtensions http://checkstyle.sourceforge.net/config.html#TreeWalker  ```                ```  Prepare folder with pdf file - /home/user/Books. Execute:  ``` java -cp file:///home/user/java/git-others/checkstyle/target/checkstyle-5.7-SNAPSHOT-all.jar com.puppycrawl.tools.checkstyle.Main -c file:///home/user/java/git-others/checkstyle/sun_checks.xml -r /home/user/Books ```  Output: .... /home/user/Books/book-of-vaadin-pocket.pdf:157179: Line has trailing spaces. ...  Created: 2012-12-13 Creator: Flavien Huynh  SF ticket: 691 Reported that it possible to get OutofMemoryError if files are big.","closed","approved,","romani","2013-10-26T02:51:42Z","2015-01-25T16:08:28Z"
"","374","Mapping LocalizedMessage to example that provides details about solution","By implementing AuditEvent I have access to details about the violation stored in LocalizedMessage. Now I would like to get access to details about solution which are provided by configuration files - how to fix the problem. Something like this  ```            Checks that the clone method is not overridden from the    Object class.             Rationale: The clone method relies on strange, hard to follow rules that    are difficult to get right and do not work in all situations.    In some cases, either a copy constructor    or a static factory method can be used instead of the clone method    to return copies of an object.    For more information on rules for the clone method and its issues, see Effective Java:    Programming Language Guide First Edition by Joshua Bloch    pages 45-52.             This check is almost exactly the same as the {@link NoFinalizerCheck}        ```  How can I having reference to LocalidedMessage get details as above or provide direct link to rules at http://checkstyle.sourceforge.net/config_coding.html ?","closed","","damianszczepanik","2014-11-17T21:10:49Z","2014-11-18T05:13:52Z"
"","733","Fix HiddenField ignoreSetter propery not working for one letter fields, issue #730","Bug was introduced with [these changes](https://github.com/checkstyle/checkstyle/commit/6784e5bcd5baa6b5086bf8b63709856d685a74c8#diff-bd2095a110f21178164b052b84a3eb32R373).  Method `capitalize()` since Checkstyle 6.3 didn't work for one letter input.","closed","","mkordas","2015-03-09T12:54:43Z","2015-03-10T06:22:27Z"
"","247","Left curly update. Force line break","Bug in option EOL. Code example:  if (flag) { System.err.println(""it is ok.""); } //        ^ '{' should have line break after  But now such code is valid. It has to be fixed.   Check config: <module name=""LeftCurly""/>","closed","","maxvetrenko","2014-08-12T20:23:15Z","2014-08-13T21:16:04Z"
"","322","Issue #49. Newline in html attribute.","Bug fix. Parser fails when html attribute has newline symbol. For example: -","closed","","baratali","2014-10-22T13:27:42Z","2014-10-22T14:05:57Z"
"","735","Update antlr4 library from 4.3 to 4.5, issue #644","Both runtime library and Maven plugin have to be updated at the same time, so property with version was introduced.","closed","","mkordas","2015-03-10T00:16:57Z","2015-03-10T01:18:35Z"
