"#","No","Issue Title","Issue Details","State","Labels","User name","created","Updated"
"","689","SOLR-13489: Stop the leader from trying to rejoin the election on ses…","…sion expiration and harden our zk reconnect code path.","closed","","markrmiller","2019-05-28T16:24:32Z","2019-06-03T16:12:58Z"
"","840","SOLR-13524 : Or Stream Evaluator Is Incorrect","* SOLR-####:   LUCENE and SOLR must be fully capitalized. A short description helps people scanning pull requests for items they can work on.  Properly referencing the issue in the title ensures that Jira is correctly updated with code review comments and commits. -->  # Description  The implementation of RecursiveBooleanEvaluator(parent of OrEvaluator) is  ```java     for(int idx = 1; idx < values.length; ++idx){       if(!checker.test(values[idx - 1], values[idx])){         return false;       }     }     return true; ```  Obviously, it's incorrect for Or Expression  # Solution  Override the doWork function of OrEvaluator.   # Tests  StreamExpressionTest.testOr testOr2  # Checklist  Please review the following and check all that apply:  - [x] I have reviewed the guidelines for [How to Contribute](https://wiki.apache.org/solr/HowToContribute) and my code conforms to the standards described there to the best of my ability. - [x] I have created a Jira issue and added the issue ID to my pull request title. - [x] I am authorized to contribute this code to the ASF and have removed any code I do not have a license to distribute. - [x] I have given Solr maintainers [access](https://help.github.com/en/articles/allowing-changes-to-a-pull-request-branch-created-from-a-fork) to contribute to my PR branch. (optional but recommended) - [x] I have developed this patch against the `master` branch. - [x] I have run `ant precommit` and the appropriate test suite. - [x] I have added tests for my changes. - [x] I have added documentation for the [Ref Guide](https://github.com/apache/lucene-solr/tree/master/solr/solr-ref-guide) (for Solr changes only).","open","","chenkovsky","2019-08-21T10:44:10Z","2019-09-22T05:32:39Z"
"","833","SOLR-12069: Default operator parameter q.op ignored.","* SOLR-####:   LUCENE and SOLR must be fully capitalized. A short description helps people scanning pull requests for items they can work on.  Properly referencing the issue in the title ensures that Jira is correctly updated with code review comments and commits. -->  # Description  BooleanClause.Occur is hardcoded, it's incorrect.  # Solution  Just change one line of code. take BooleanClause.Occur based on whether operator == AND_OPERATOR is true.  # Tests  TestSolrQueryParser. TestAnd  # Checklist  Please review the following and check all that apply:  - [x] I have reviewed the guidelines for [How to Contribute](https://wiki.apache.org/solr/HowToContribute) and my code conforms to the standards described there to the best of my ability. - [x] I have created a Jira issue and added the issue ID to my pull request title. - [x] I am authorized to contribute this code to the ASF and have removed any code I do not have a license to distribute. - [x] I have given Solr maintainers [access](https://help.github.com/en/articles/allowing-changes-to-a-pull-request-branch-created-from-a-fork) to contribute to my PR branch. (optional but recommended) - [x] I have developed this patch against the `master` branch. - [x] I have run `ant precommit` and the appropriate test suite. - [x] I have added tests for my changes. - [x] I have added documentation for the [Ref Guide](https://github.com/apache/lucene-solr/tree/master/solr/solr-ref-guide) (for Solr changes only).","open","","chenkovsky","2019-08-15T09:10:41Z","2019-09-22T05:35:38Z"
"","940","LUCENE-9002: Query caching leads to absurdly slow queries","* SOLR-####:   LUCENE and SOLR must be fully capitalized. A short description helps people scanning pull requests for items they can work on.  Properly referencing the issue in the title ensures that Jira is correctly updated with code review comments and commits. -->   # Description We have dozens of ES clusters(based on Lucene) for metric scenarios. Most of the queries are like this: host_ip:10.10.10.10 AND timestamp:[2019-10-01 00:00:00 TO 2019-10-05 23:59:59]. And we frequently encounter some absurdly slow queries.  # Solution For a long time range query(e.g. 5 days), each range query will consume tens of megabytes of memory and spend hundreds of milliseconds to cache, but the benefits are not obvious. And those large cache entries will cause frequent cache eviction. So it's better to skip the caching action directly when large range query appears with a selective lead iterator.  Related to [LUCENE-9002](https://issues.apache.org/jira/projects/LUCENE/issues/LUCENE-9002)","closed","","jgq2008303393","2019-10-11T03:24:51Z","2019-11-11T21:07:34Z"
"","773","SOLR-13619: Kerberos 403 when node doesn't host collection","* SOLR-####:   LUCENE and SOLR must be fully capitalized. A short description helps people scanning pull requests for items they can work on.  Properly referencing the issue in the title ensures that Jira is correctly updated with code review comments and commits. -->   # Description Kerberos: 403 when node doesn't host collection  # Solution Forwarded requests with Kerberos should carry forward the original user principal.","closed","","chatman","2019-07-11T00:47:29Z","2020-11-10T22:30:30Z"
"","884","LUCENE-8980: optimise SegmentTermsEnum.seekExact performance","* SOLR-####:   LUCENE and SOLR must be fully capitalized. A short description helps people scanning pull requests for items they can work on.  Properly referencing the issue in the title ensures that Jira is correctly updated with code review comments and commits. -->   # Description In Elasticsearch, which is based on Lucene, each document has an _id field that uniquely identifies it, which is indexed so that documents can be looked up from Lucene. When users write Elasticsearch with self-generated _id values, even if the conflict rate is very low, Elasticsearch has to check _id uniqueness through Lucene API for each document, which result in poor write performance.   # Solution 1. Choose a better _id generator before writing ES Different _id formats have a great impact on write performance. We have verified this in production cluster. Users can refer to the following blog and choose a better _id generator. http://blog.mikemccandless.com/2014/05/choosing-fast-unique-identifier-uuid.html 2. Optimise with min/maxTerm metrics in Lucene As Lucene stores min/maxTerm metrics for each segment and field, we can use those metrics to optimise performance of Lucene look up API. When calling SegmentTermsEnum.seekExact() to lookup an term in one segment, we can check whether the term fall in the range of minTerm and maxTerm, so that wo skip some useless segments as soon as possible.   # Tests I have made some write benchmark using _id in UUID V1 format, and the benchmark result is as follows:  | Branch      | Write speed after 4h  | CPU cost | Overall improvement | Write speed after 8h  | CPU cost | Overall improvement |  | ---------- | :-----------:  | :-----------: | :-----------:  | :-----------: | :-----------:  | :-----------: | | Original Lucene | 29.9w/s | 68.4% | N/A | 26.7w/s | 66.6% | N/A | | Optimised Lucene | 34.5w/s(+15.4%) | 63.8(-6.7%) | +22.1% | 31.5w/s(18.0%) | 61.5(-7.7%) | +25.7% |  As shown above, after 8 hours of continuous writing, write speed improves by 18.0%, CPU cost decreases by 7.7%, and overall performance improves by 25.7%. The Elasticsearch GET API and ids query would get similar performance improvements.  It should be noted that the benchmark test needs to be run several hours continuously, because the performance improvements is not obvious when the data is completely cached or the number of segments is too small.","closed","","jgq2008303393","2019-09-16T10:39:30Z","2019-12-04T08:08:29Z"
"","949","SOLR-13827: fail on unknown operation in request params API","* SOLR-####:   LUCENE and SOLR must be fully capitalized. A short description helps people scanning pull requests for items they can work on.  Properly referencing the issue in the title ensures that Jira is correctly updated with code review comments and commits. -->   # Description Fail on any unknown operation and return a proper error message  # Checklist  Please review the following and check all that apply:  - [x] I have reviewed the guidelines for [How to Contribute](https://wiki.apache.org/solr/HowToContribute) and my code conforms to the standards described there to the best of my ability. - [x] I have created a Jira issue and added the issue ID to my pull request title. - [x] I am authorized to contribute this code to the ASF and have removed any code I do not have a license to distribute. - [x] I have given Solr maintainers [access](https://help.github.com/en/articles/allowing-changes-to-a-pull-request-branch-created-from-a-fork) to contribute to my PR branch. (optional but recommended) - [x] I have developed this patch against the `master` branch. - [x] I have run `ant precommit` and the appropriate test suite. - [x] I have added tests for my changes. - [ ] I have added documentation for the [Ref Guide](https://github.com/apache/lucene-solr/tree/master/solr/solr-ref-guide) (for Solr changes only).","closed","","munendrasn","2019-10-14T05:03:30Z","2019-10-18T16:02:18Z"
"","1056","SOLR-13999: Added missing parameter under 'topic parameters'","* SOLR-####:   LUCENE and SOLR must be fully capitalized. A short description helps people scanning pull requests for items they can work on.  Properly referencing the issue in the title ensures that Jira is correctly updated with code review comments and commits. -->   # Description Added missing parameter in solr-ref-guide for stream-source-reference under 'topic parameters'.  # Solution Fix documentation. # Tests  Not applicable  # Checklist  Please review the following and check all that apply:  - [*] I have reviewed the guidelines for [How to Contribute](https://wiki.apache.org/solr/HowToContribute) and my code conforms to the standards described there to the best of my ability. - [*] I have created a Jira issue and added the issue ID to my pull request title. - [*] I am authorized to contribute this code to the ASF and have removed any code I do not have a license to distribute. - [*] I have given Solr maintainers [access](https://help.github.com/en/articles/allowing-changes-to-a-pull-request-branch-created-from-a-fork) to contribute to my PR branch. (optional but recommended) - [*] I have developed this patch against the `master` branch. - [x] I have run `ant precommit` and the appropriate test suite. - [ ] I have added tests for my changes. - [*] I have added documentation for the [Ref Guide](https://github.com/apache/lucene-solr/tree/master/solr/solr-ref-guide) (for Solr changes only).","closed","","cheynove","2019-12-03T16:52:54Z","2019-12-10T21:12:49Z"
"","781","updated the pull request template to make checkboxes work","* SOLR-####:   LUCENE and SOLR must be fully capitalized. A short description helps people scanning pull requests for items they can work on.  Properly referencing the issue in the title ensures that Jira is correctly updated with code review comments and commits. -->   # Description  Updated the Pull Request template to render checkboxes work.  # Solution  Add space in between brackets.  # Tests  Previewed the changes rendered.  # Checklist  Please review the following and check all that apply:  - [] I have reviewed the guidelines for [How to Contribute](https://wiki.apache.org/solr/HowToContribute) and my code conforms to the standards described there to the best of my ability. - [] I have created a Jira issue and added the issue ID to my pull request title. - [] I am authorized to contribute this code to the ASF and have removed any code I do not have a license to distribute. - [] I have developed this patch against the `master` branch. - [] I have run `ant precommit` and the appropriate test suite. - [] I have added tests for my changes. - [] I have added documentation for the Ref Guide (for Solr changes only).","closed","","MarcusSorealheis","2019-07-12T20:39:12Z","2019-07-17T16:24:01Z"
"","790","SOLR-13640 : Fix documentation links to build project on IDE in README.md","* SOLR-####:   LUCENE and SOLR must be fully capitalized. A short description helps people scanning pull requests for items they can work on.  Properly referencing the issue in the title ensures that Jira is correctly updated with code review comments and commits. -->   # Description  Updated links of documentation for running the project in the IDEs. The previous links are outdated and result in 404.   # Solution  The new links are from the confluence and have been tested to be working.    # Tests  Tested the links to be working and having the required information.    # Checklist  Please review the following and check all that apply:  - [] I have reviewed the guidelines for [How to Contribute](https://wiki.apache.org/solr/HowToContribute) and my code conforms to the standards described there to the best of my ability. - [] I have created a Jira issue and added the issue ID to my pull request title. - [] I am authorized to contribute this code to the ASF and have removed any code I do not have a license to distribute. - [] I have developed this patch against the `master` branch. - [] I have run `ant precommit` and the appropriate test suite. - [] I have added tests for my changes. - [] I have added documentation for the Ref Guide (for Solr changes only).","closed","","princemanohar","2019-07-16T18:13:11Z","2019-07-23T16:09:30Z"
"","864","SOLR-13101 : Shared storage support in SolrCloud","* SOLR-####:   LUCENE and SOLR must be fully capitalized. A short description helps people scanning pull requests for items they can work on.  Properly referencing the issue in the title ensures that Jira is correctly updated with code review comments and commits. -->   # Description  This PR is being opened to expose the code for integrating SolrCloud with a shared blobstore. **This is a work in progress** - we are hoping to open this up to community discussion and gather feedback.  I'm making this PR on behalf of Andy Vuong (@andyvuong), Ilan Ginzburg, Prabhdeep Singh Gill (@PrabhdeepsGill), Megha Siddavanahalli, Bilal Waheed, Chock Viswanathan, and others.  # Solution  ## Solr + Blobstore ### Overview This repo introduces a new framework which allows SolrCloud to integrate with an external (typically cloud-based) blobstore. Instead of maintaining a copy of the index on each Solr host, replicating updates to peers, and using a transaction log to maintain consistent ordered updates, Solr hosts will push and pull cores to/from this external store.  **TL;DR**: For now, SolrCloud can be configured to use blobstore at a collection level. Collections backed by blobstore use a new SHARED replica type. When a Solr node makes an update request to a shared shard, it indexes locally and then pushes the change through to a shared blobstore. Zookeeper manages index versioning and provides a source of truth in the case of concurrent writes. Solr nodes in a cluster will no longer use peer-to-peer replication, and instead will pull updates directly from the shared blobstore.  Please note that this project is a work in progress, and is by no means production-ready. This code is being published early get feedback, which we will incorporate in future work.  In order to modularize these changes and maintain existing functionality, most of the blobstore-related code is isolated to the solr/core/src/java/org/apache/solr/store/blob directory. However, there some key integration touchpoints in HttpSolrCall#init, DistributedZkUpdateProcessor, and CoreContainer#load. These classes all have special handling for blobstore-based shards.  ### Pulling from Blobstore Core pulls are, for the most part, asynchronous. When a replica is queried, it enqueues a pull from blobstore but doesn’t wait for the pull to complete before it executes the query, unless the replica is missing a copy of that core altogether. If your operation requires that local cores are in-sync with blobstore, use the method BlobStoreUtils#syncLocalCoreWithSharedStore.  A more in-depth walkthrough of the pull code: - BlobCoreSyncer: manages threads that sync between local and blob store, so that if a pull is in progress, we do not create duplicate work. - Calls into CorePullTracker: creates PullCoreInfo object containing data about the core to be pulled and adds to a deduplicated list. - This queue of pull objects is polled by the CorePullerFeeder, which uses threads from its dedicated thread pool to execute CorePullTasks. - CorePullTask: checks if a pull is already underway for this core; if not, executes a pull from blob store. Resolves differences between blob’s version of the core and local version, and stores the updated core  ### Pushing to Blobstore This happens synchronously. On every local commit, we push to blobstore and only ack that the update was successful when it is committed both locally and in the shared store.  A more in-depth walkthrough of the push code: - DistributedZkUpdateProcessor: once a commit is complete for a SHARED replica (onFinish), we writeToShareStore. - This calls into CoreUpdateTracker, which creates a PushPullData object containing data about the collection, core, and most recently pulled version of the core on this replica. - CorePusher: resolves the differences between blob’s version of the core and local version, and pushes the updated version to blob store  ### Resolving Local and Blobstore The SharedStoreResolutionUtil handles resolving diffs between the Solr node’s local copy of a core and the copy in blobstore. It does so by pulling the metadata for the core from blobstore (BlobCoreMetadata), comparing against the local metadata (ServerSideMetadata), and creating a list of segments to push or pull.  ### Version Management Only the leader node can push updates to blobstore. Because a new leader can be elected at any time, there is still a possibility for race conditions on writes to blobstore. In order to maintain a consistent global view of the latest version of a core, we keep version data in Zookeeper.  Zookeeper stores this version data as a random string called metadataSuffix. When a SolrCloud node makes an update request, it first pushes the files to blobstore and then makes a conditional update to the metadataSuffix variable. If Zookeeper rejects the conditional update, the update request fails, and the failure is propagated back to the client.  This communication with Zookeeper is coordinated in the SharedShardMetadataController. The SharedShardMetadataController belongs to the Overseer (i.e. the leader replica).  ### Try it yourself If you want to try this out locally, you can start up SolrCloud with the given blobstore code. The code will default to using the local blobstore client, with /tmp/BlobStoreLocal as the blobstore directory (see LocalStorageClient). You can create a shared collection through the Solr admin UI by setting “shared store based” to true.  Note: if you want to try testing with the S3StorageClient, you need to store a valid S3 bucket name and credentials as environment variables (see S3StorageClient#AmazonS3Configs).  # Tests  Find tests in the test directory (`solr/core/src/test/org/apache/solr/store/blob/`).  # Checklist  Please review the following and check all that apply:  - [x] I have reviewed the guidelines for [How to Contribute](https://wiki.apache.org/solr/HowToContribute) and my code conforms to the standards described there to the best of my ability. - [x] I have created a Jira issue and added the issue ID to my pull request title. - [x] I am authorized to contribute this code to the ASF and have removed any code I do not have a license to distribute. - [ ] I have developed this patch against the `master` branch. - [x] I have run `ant precommit` and the appropriate test suite. - [x] I have added tests for my changes. - [ ] I have added documentation for the [Ref Guide](https://github.com/apache/lucene-solr/tree/master/solr/solr-ref-guide) (for Solr changes only).","open","","megancarey","2019-09-09T20:41:01Z","2019-09-30T17:29:24Z"
"","959","SOLR-13677 fix & cleanup","* SOLR-####:   LUCENE and SOLR must be fully capitalized. A short description helps people scanning pull requests for items they can work on.  Properly referencing the issue in the title ensures that Jira is correctly updated with code review comments and commits. -->   # Description  This PR is based on Noble's patch plus cleanups & refactoring identified in the Jira review.  # Solution  Please provide a short description of the approach taken to implement your solution.  # Tests `MetricsHandlerTest.testMetricsUnload()` is probably insufficient to test all corner cases. We still need to add tests for hierarchical metric tags and back-compat of the API.  # Checklist  Please review the following and check all that apply:  - [x] I have reviewed the guidelines for [How to Contribute](https://wiki.apache.org/solr/HowToContribute) and my code conforms to the standards described there to the best of my ability. - [x] I have created a Jira issue and added the issue ID to my pull request title. - [x] I am authorized to contribute this code to the ASF and have removed any code I do not have a license to distribute. - [x] I have given Solr maintainers [access](https://help.github.com/en/articles/allowing-changes-to-a-pull-request-branch-created-from-a-fork) to contribute to my PR branch. (optional but recommended) - [x] I have developed this patch against the `master` branch. - [ ] I have run `ant precommit` and the appropriate test suite. - [ ] I have added tests for my changes. - [ ] I have added documentation for the [Ref Guide](https://github.com/apache/lucene-solr/tree/master/solr/solr-ref-guide) (for Solr changes only).","closed","","sigram","2019-10-17T07:11:10Z","2020-08-13T15:59:10Z"
"","906","LUCENE-8996: maxScore is sometimes missing from distributed responses","* SOLR-####:   LUCENE and SOLR must be fully capitalized. A short description helps people scanning pull requests for items they can work on.  Properly referencing the issue in the title ensures that Jira is correctly updated with code review comments and commits. -->   # Description  This is an issue in Lucene that affects Solr Distributed Grouped responses: `TopGroupsShardResponseProcessor` uses `TopGroups.merge` to merge together the grouped results of different shard. If a shard didn't have results for a particular group, it will return an empty group with `maxScore == Float.NaN`, `merge` just performs `Math.max` that is going to return `Float.NaN` if one of the two float is `Float.NaN`.   The issue was open in 2017 by Julien Massenet, I experienced it while working on https://github.com/apache/lucene-solr/pull/300 so I updated his solution to the upstream version.   # Solution  The PR adds a function: ``` private static float updateMaxScore(float currentMaxScore, float newMaxScore) ``` that will implement a max that works with `Float.NaN` (same   # Tests  A unit test covering all the different combinations of groups that could be processed by `merge` is provided.   # Checklist  Please review the following and check all that apply:  - [x] I have reviewed the guidelines for [How to Contribute](https://wiki.apache.org/solr/HowToContribute) and my code conforms to the standards described there to the best of my ability. - [x] I have created a Jira issue and added the issue ID to my pull request title. - [x] I am authorized to contribute this code to the ASF and have removed any code I do not have a license to distribute. - [x] I have given Solr maintainers [access](https://help.github.com/en/articles/allowing-changes-to-a-pull-request-branch-created-from-a-fork) to contribute to my PR branch. (optional but recommended) - [x] I have developed this patch against the `master` branch. - [ ] I have run `ant precommit` and the appropriate test suite. - [x] I have added tests for my changes. - [ ] I have added documentation for the [Ref Guide](https://github.com/apache/lucene-solr/tree/master/solr/solr-ref-guide) (for Solr changes only).","open","","diegoceccarelli","2019-09-28T17:22:35Z","2021-12-08T16:38:43Z"
"","850","SOLR-13727: Bug fix for V2Request handling in HttpSolrClient","* SOLR-####:   LUCENE and SOLR must be fully capitalized. A short description helps people scanning pull requests for items they can work on.  Properly referencing the issue in the title ensures that Jira is correctly updated with code review comments and commits. -->   # Description  This change addresses a bug that was identified in the HttpSolrClients. Because the createMethod method just uses string.replace, it's possible that the wrong portion of the host address string is replaced. The intention is to change the start of the path from ""/solr"" to ""/api"", but if the hostname begins with ""solr"", it replaces the beginning of the hostname.   For example, if the address is `http://solr-host.com:8983/solr/`, instead of changing to `http://solr-host.com:8983/api/` it will become `http:/api-host.com:8983/solr/`.  # Solution  My solution is to create a java.net URL object from the address string, replace the beginning of the path as expected, create a new URL object, and return the string value. This also ensures that the URL is properly formatted.  # Tests  There are no additional tests, but I have verified when running solr locally that this change fixes the bug.  # Checklist  Please review the following and check all that apply:  - [x] I have reviewed the guidelines for [How to Contribute](https://wiki.apache.org/solr/HowToContribute) and my code conforms to the standards described there to the best of my ability. - [x] I have created a Jira issue and added the issue ID to my pull request title. - [x] I am authorized to contribute this code to the ASF and have removed any code I do not have a license to distribute. - [x] I have developed this patch against the `master` branch. - [x] I have run `ant precommit` and the appropriate test suite. - [ ] I have added tests for my changes. - [ ] I have added documentation for the [Ref Guide](https://github.com/apache/lucene-solr/tree/master/solr/solr-ref-guide) (for Solr changes only).","closed","","megancarey","2019-08-30T23:41:46Z","2019-09-05T02:22:45Z"
"","1046","SOLR-13981: Remove unused DistributedQueue interface","* SOLR-####:   LUCENE and SOLR must be fully capitalized. A short description helps people scanning pull requests for items they can work on.  Properly referencing the issue in the title ensures that Jira is correctly updated with code review comments and commits. -->   # Description  The solr/solrj/src/java/org/apache/solr/common/cloud/DistributedQueue.java interface is not used anywhere, we can remove this interface.  # Solution  Remove this interface.  # Tests  Unit tests  # Checklist  Please review the following and check all that apply:  - [x] I have reviewed the guidelines for [How to Contribute](https://wiki.apache.org/solr/HowToContribute) and my code conforms to the standards described there to the best of my ability. - [x] I have created a Jira issue and added the issue ID to my pull request title. - [x] I am authorized to contribute this code to the ASF and have removed any code I do not have a license to distribute. - [x] I have given Solr maintainers [access](https://help.github.com/en/articles/allowing-changes-to-a-pull-request-branch-created-from-a-fork) to contribute to my PR branch. (optional but recommended) - [x] I have developed this patch against the `master` branch. - [x] I have run `ant precommit` and the appropriate test suite. - [ ] I have added tests for my changes. - [ ] I have added documentation for the [Ref Guide](https://github.com/apache/lucene-solr/tree/master/solr/solr-ref-guide) (for Solr changes only).","closed","","asalamon74","2019-11-29T14:46:25Z","2019-12-06T20:49:51Z"
"","933","SOLR-13209 NullPointerException from call in org.apache.solr.search.SolrIndexSearcher.getDocSet","* SOLR-####:   LUCENE and SOLR must be fully capitalized. A short description helps people scanning pull requests for items they can work on.  Properly referencing the issue in the title ensures that Jira is correctly updated with code review comments and commits. -->   # Description  The root of this issue is the absence of error handling when a null query is passed to SolrIndexSearcher or Grouping$CommandQuery.  # Solution In the first case, this is solved by returning DocSet.EMPTY before any calls are made on the null reference (absQ).  In the second case, this is solved by a local variable assigned to a ternary statement that returns an empty String literal when the query is null. So that no method calls are made on the null reference.  While the second issue is not in the JIRA, it was discovered after applying the fix for the first case.  The new behavior is that an empty DocList is returned to the user instead of a 500 error and NPE.  # Checklist  Please review the following and check all that apply:  - [x] I have reviewed the guidelines for [How to Contribute](https://wiki.apache.org/solr/HowToContribute) and my code conforms to the standards described there to the best of my ability. - [x] I have created a Jira issue and added the issue ID to my pull request title. - [x] I am authorized to contribute this code to the ASF and have removed any code I do not have a license to distribute. - [x] I have given Solr maintainers [access](https://help.github.com/en/articles/allowing-changes-to-a-pull-request-branch-created-from-a-fork) to contribute to my PR branch. (optional but recommended) - [x] I have developed this patch against the `master` branch. - [x] I have run `ant precommit` and the appropriate test suite. - [ ] I have added tests for my changes. - [ ] I have added documentation for the [Ref Guide](https://github.com/apache/lucene-solr/tree/master/solr/solr-ref-guide) (for Solr changes only).","closed","","CaderHancock","2019-10-09T05:25:27Z","2019-10-10T01:06:36Z"
"","805","SOLR-13649 change the default behavior of the basic authentication plugin.","* SOLR-####:   LUCENE and SOLR must be fully capitalized. A short description helps people scanning pull requests for items they can work on.  Properly referencing the issue in the title ensures that Jira is correctly updated with code review comments and commits. -->   # Description  The default value for `blockUnknown` is `false`. That default behavior is a bit counterintuitive because if someone wishes to enable basic authentication, you would expect that they would want all unknown users to need to authenticate by default. I can imagine cases where you would not, but those cases would be less frequent.   # Solution  set `blockUnknown` to `true`  # Tests   # Checklist  Please review the following and check all that apply:  - [x] I have reviewed the guidelines for [How to Contribute](https://wiki.apache.org/solr/HowToContribute) and my code conforms to the standards described there to the best of my ability. - [x] I have created a Jira issue and added the issue ID to my pull request title. - [x] I am authorized to contribute this code to the ASF and have removed any code I do not have a license to distribute. - [x] I have developed this patch against the `master` branch. - [x] I have run `ant precommit` and the appropriate test suite. - [x] I have added tests for my changes. - [x] I have added documentation for the Ref Guide (for Solr changes only).","closed","","MarcusSorealheis","2019-07-23T22:56:06Z","2019-08-29T05:27:50Z"
"","895","LUCENE-8985: SynonymGraphFilter cannot handle input stream with tokens filtered.","* SOLR-####:   LUCENE and SOLR must be fully capitalized. A short description helps people scanning pull requests for items they can work on.  Properly referencing the issue in the title ensures that Jira is correctly updated with code review comments and commits. -->   # Description  SynonymGraphFilter cannot handle input stream with tokens filtered.   # Solution Original implementation BufferedInputToken doesn't track startNode, endNode. I replace BufferedInputToken & BufferedOutputToken with BufferedToken, and track startNode & endNode in every Buffered Token. use new variables to track previous input startNode, previous output StartNode, and delta of StartNode (If we add synonyms, the next token's startNode will change.).    # Tests  TestSynonymGraphFilter.testWithStopwordGaps  # Checklist  Please review the following and check all that apply:  - [x] I have reviewed the guidelines for [How to Contribute](https://wiki.apache.org/solr/HowToContribute) and my code conforms to the standards described there to the best of my ability. - [x] I have created a Jira issue and added the issue ID to my pull request title. - [x] I am authorized to contribute this code to the ASF and have removed any code I do not have a license to distribute. - [x] I have given Solr maintainers [access](https://help.github.com/en/articles/allowing-changes-to-a-pull-request-branch-created-from-a-fork) to contribute to my PR branch. (optional but recommended) - [x] I have developed this patch against the `master` branch. - [x] I have run `ant precommit` and the appropriate test suite. - [x] I have added tests for my changes. - [x] I have added documentation for the [Ref Guide](https://github.com/apache/lucene-solr/tree/master/solr/solr-ref-guide) (for Solr changes only).","open","","chenkovsky","2019-09-21T15:16:34Z","2020-04-04T03:49:50Z"
"","853","SOLR-13737 Moving SolrCloud on the README with some cues.","* SOLR-####:   LUCENE and SOLR must be fully capitalized. A short description helps people scanning pull requests for items they can work on.  Properly referencing the issue in the title ensures that Jira is correctly updated with code review comments and commits. -->   # Description  Some haters don't scroll on documentation.  # Solution  Moving SolrCloud before standalone.  # Tests  No tests for the `README`.  # Checklist  Please review the following and check all that apply:  - [x] I have reviewed the guidelines for [How to Contribute](https://wiki.apache.org/solr/HowToContribute) and my code conforms to the standards described there to the best of my ability. - [x] I have created a Jira issue and added the issue ID to my pull request title. - [x] I am authorized to contribute this code to the ASF and have removed any code I do not have a license to distribute. - [x] I have developed this patch against the `master` branch. - [ ] I have run `ant precommit` and the appropriate test suite. - [ ] I have added tests for my changes. - [ ] I have added documentation for the [Ref Guide](https://github.com/apache/lucene-solr/tree/master/solr/solr-ref-guide) (for Solr changes only).","open","","MarcusSorealheis","2019-09-04T00:57:41Z","2019-10-03T03:14:42Z"
"","1041","SOLR-13969: Clean up and document AuditEvent API","* SOLR-####:   LUCENE and SOLR must be fully capitalized. A short description helps people scanning pull requests for items they can work on.  Properly referencing the issue in the title ensures that Jira is correctly updated with code review comments and commits. -->   # Description  See https://issues.apache.org/jira/browse/SOLR-13969  # Tests  Added tests for the new getters  # Checklist  Please review the following and check all that apply:  - [x] I have reviewed the guidelines for [How to Contribute](https://wiki.apache.org/solr/HowToContribute) and my code conforms to the standards described there to the best of my ability. - [x] I have created a Jira issue and added the issue ID to my pull request title. - [x] I am authorized to contribute this code to the ASF and have removed any code I do not have a license to distribute. - [x] I have given Solr maintainers [access](https://help.github.com/en/articles/allowing-changes-to-a-pull-request-branch-created-from-a-fork) to contribute to my PR branch. (optional but recommended) - [x] I have developed this patch against the `master` branch. - [x] I have run `ant precommit` and the appropriate test suite. - [x] I have added tests for my changes. - [ ] I have added documentation for the [Ref Guide](https://github.com/apache/lucene-solr/tree/master/solr/solr-ref-guide) (for Solr changes only).","closed","","janhoy","2019-11-26T12:36:10Z","2019-11-28T08:57:36Z"
"","1048","SOLR-13806: change type of QueryResponse._explainMap","* SOLR-####:   LUCENE and SOLR must be fully capitalized. A short description helps people scanning pull requests for items they can work on.  Properly referencing the issue in the title ensures that Jira is correctly updated with code review comments and commits. -->   # Description  QueryResponse._explainMap is of the type Map. When debug.explain.structured=true is used, it throws  ``` java.lang.ClassCastException: class org.apache.solr.common.util.SimpleOrderedMap cannot be cast to class java.lang.String ```  # Solution  Changed the type of this field to Map.  # Tests  Verified if this field is correctly typed for a sample response in the given scenario.  # Checklist  Please review the following and check all that apply:  - [x] I have reviewed the guidelines for [How to Contribute](https://wiki.apache.org/solr/HowToContribute) and my code conforms to the standards described there to the best of my ability. - [x] I have created a Jira issue and added the issue ID to my pull request title. - [x] I am authorized to contribute this code to the ASF and have removed any code I do not have a license to distribute. - [x] I have given Solr maintainers [access](https://help.github.com/en/articles/allowing-changes-to-a-pull-request-branch-created-from-a-fork) to contribute to my PR branch. (optional but recommended) - [x] I have developed this patch against the `master` branch. - [x] I have run `ant precommit` and the appropriate test suite. - [x] I have added tests for my changes. - [ ] I have added documentation for the [Ref Guide](https://github.com/apache/lucene-solr/tree/master/solr/solr-ref-guide) (for Solr changes only).","closed","","gunasekhardora","2019-12-01T07:59:34Z","2020-10-22T03:23:19Z"
