"#","No","Issue Title","Issue Details","State","Labels","User name","created","Updated"
"","1","SOLR-8573: Implement ConnectionImpl,StatementImpl,ResultSetImpl clear…","…Warnings and getWarnings","closed","","joel-bernstein","2016-01-24T03:03:41Z","2016-01-24T03:45:02Z"
"","16","SOLR-8721 Added solr & lucene version to the response for debug reasons","Added solr & lucene version to the response of the query handlers for debug purpsoses.","open","","mariusneo","2016-02-27T15:25:49Z","2016-03-01T06:50:21Z"
"","148","SOLR-9483 Add SolrJ support for the modify collection API","Added Modify class and a method modifyCollection as per the suggestion.  Please review.","open","","susheelks","2017-01-30T04:08:10Z","2017-02-19T00:02:05Z"
"","72","SOLR-9319 - DELETEREPLICA should be able to accept just count and remove replicas intelligently","Added functionality and one test in async mode and other in sync mode","closed","","nitingithub","2016-08-25T22:04:52Z","2019-01-18T22:08:07Z"
"","426","SOLR-12595: CloudSolrClient.Builder accepts ZK connection strings","Added additional constructor to `CloudSolrClient.Builder` which accepts ZooKeeper connection strings.","closed","","vpranckaitis","2018-07-28T04:48:25Z","2020-10-21T15:39:22Z"
"","160","SOLR-10190 - Potential NPE in CloudSolrClient when reading stale alias","Added a test case and potential solution to guard against NPE, see JIRA issue https://issues.apache.org/jira/browse/SOLR-10190","closed","","jwoschitz","2017-02-22T15:28:28Z","2017-02-25T01:35:12Z"
"","347","SOLR-9685 tag a query in JSON syntax","Add support of tagging queries in JSON QUERY DSL  Support following structure: {""tagged"": {""name"": ""RCOLOR"",""query"": { ""term"": { ""f"": ""color"",""v"": ""blue""}}}}  This can be used in json.facet=""{colors: { ype:terms, field:color, domain:{ excludeTags: RCOLOR} } }""","closed","","squallsama","2018-03-29T18:00:46Z","2018-05-05T11:52:12Z"
"","193","SOLR-10529: Solr UI Health Check enable/disable ping Button doesn't work","add enable/disable request in Ping service. add core parameter in toggleHealthcheck method. add ng-click action to toggleHealthcheck method.","closed","","youngj523","2017-04-20T09:06:11Z","2021-11-07T23:29:27Z"
"","22","Update files.js","Add content type mapping for xsl -> text/xml","closed","","c-uhland","2016-03-17T09:13:20Z","2019-11-27T08:35:55Z"
"","83","[LUCENE-7466] add axiomatic similarity","Add axiomatic similarity approaches to the similarity family. More details can be found at http://dl.acm.org/citation.cfm?id=1076116 and https://www.eecis.udel.edu/~hfang/pubs/sigir05-axiom.pdf There are in total six similarity models. All of them are based on BM25, Pivoted Document Length Normalization or Language Model with Dirichlet prior.  We think it is worthy to add the models as part of Lucene.","closed","","Peilin-Yang","2016-09-24T18:14:21Z","2019-01-18T22:16:00Z"
"","17","SOLR-7516 add asserts and Improve Javadoc comments (patch from gerlow…","add asserts and Improve Javadoc comments (patch from gerlowskija)","closed","","bvanalderweireldt","2016-02-29T00:12:54Z","2016-03-03T12:37:12Z"
"","388","Update package-info.java","add a missing parenthesis","closed","","yhcharles","2018-05-30T22:15:31Z","2019-06-14T12:54:58Z"
"","378","SOLR-9769 solr stop on a stopped service should be success","According to the LSB specification: In addition to straightforward success, the following situations are also to be considered successful:  - running stop on a service already stopped or not running","open","","jiri-pejchal","2018-05-17T08:45:24Z","2019-04-25T00:17:34Z"
"","199","pass cached query to onQueryCache instead of null","According to the javadocs, LRUQueryCache.onQueryCache can be used to track usage statistics on cached queries. Unfortunately, due to a bug, the query parameter is always passed as null. This PR fixes the problem.","closed","","ChristophKaser","2017-05-05T11:24:21Z","2017-05-11T14:01:13Z"
"","516","LUCENE-8594: DV update are broken for updates on new field","A segmemnt written with Lucene70Codec failes if it ties to update a DV field that didn't exist in the index before it was upgraded to Lucene80Codec. We bake the DV format into the FieldInfo when it's used the first time and therefor never go to the codec if we need to update. yet on a field that didn't exist before and was added during an indexing operation we have to consult the coded and get an exception. This change fixes this issue and adds the relevant bwc tests.","closed","","s1monw","2018-12-06T10:36:13Z","2018-12-06T19:18:17Z"
"","615","Intervals Query Parser","A query parser that converts syntax to an intervals query. This is a completely stand-alone query parser with the sole use of building an query of intervals. One class IntervalsQueryParser One public method getQuery that passes in field name and query and returns an IntervalsQuery One test class TestIntervalsQueryParser  Examples  a b or(a,b)  a b c or(a,b,c)  (a b c) or(a,b,c)  a /5 b MAXWIDTH/5(UNORDERED(a,b))  (a /5 b) c or(MAXWIDTH/5(UNORDERED(a,b)),c)  ""a b"" BLOCK(a,b)  ""a b v"" BLOCK(a,b,v)  ((((a /3 ""b f g"") /3 c) /3 d) /3 e) MAXWIDTH/3(UNORDERED(MAXWIDTH/3(UNORDERED(MAXWIDTH/3(UNORDERED(MAXWIDTH/3(UNORDERED(a,BLOCK(b,f,g))),c)),d)),e))  (a /3 (b /3 (c /3 (d /3 e)))) MAXWIDTH/3(UNORDERED(a,MAXWIDTH/3(UNORDERED(b,MAXWIDTH/3(UNORDERED(c,MAXWIDTH/3(UNORDERED(d,e))))))))  (can could) /12 ""figur*"" MAXWIDTH/12(UNORDERED(or(can,could),MultiTerm(figur*)))  (search*) /75 (could* /10 ""lat* night"") MAXWIDTH/75(UNORDERED(MultiTerm(search*),MAXWIDTH/10(UNORDERED(MultiTerm(could*),BLOCK(MultiTerm(lat*),night)))))  ""can* expect*"" BLOCK(MultiTerm(can*),MultiTerm(expect*))  ""(can might) expect*"" BLOCK(or(can,might),MultiTerm(expect*))  ""(red green blue)(cluster* node* shard*)"" BLOCK(or(red,green,blue),or(MultiTerm(cluster*),MultiTerm(node*),MultiTerm(shard*)))","open","missing Jira,","jmorph99","2019-03-20T18:15:10Z","2020-12-23T19:57:30Z"
"","604","Intervals Query Parser","A query parser that converts syntax to an intervals query.  This is a completely stand-alone query parser with the sole use of building an query of intervals. One class IntervalsQueryParser One public method getQuery that passes in field name and query and returns an IntervalsQuery One test class TestIntervalsQueryParser  Examples    a b or(a,b)  a b c or(a,b,c)  (a b c) or(a,b,c)  a /5 b MAXWIDTH/5(UNORDERED(a,b))  (a /5 b) c or(MAXWIDTH/5(UNORDERED(a,b)),c)  ""a b"" BLOCK(a,b)  ""a b v"" BLOCK(a,b,v)  ((((a /3 ""b f g"") /3 c) /3 d) /3 e) MAXWIDTH/3(UNORDERED(MAXWIDTH/3(UNORDERED(MAXWIDTH/3(UNORDERED(MAXWIDTH/3(UNORDERED(a,BLOCK(b,f,g))),c)),d)),e))  (a /3 (b /3 (c /3 (d /3 e)))) MAXWIDTH/3(UNORDERED(a,MAXWIDTH/3(UNORDERED(b,MAXWIDTH/3(UNORDERED(c,MAXWIDTH/3(UNORDERED(d,e))))))))  (can could) /12 ""figur*"" MAXWIDTH/12(UNORDERED(or(can,could),MultiTerm(figur*)))  (search*) /75 (could* /10 ""lat* night"") MAXWIDTH/75(UNORDERED(MultiTerm(search*),MAXWIDTH/10(UNORDERED(MultiTerm(could*),BLOCK(MultiTerm(lat*),night)))))  ""can* expect*"" BLOCK(MultiTerm(can*),MultiTerm(expect*))  ""(can might) expect*"" BLOCK(or(can,might),MultiTerm(expect*))  ""(red green blue)(cluster* node* shard*)"" BLOCK(or(red,green,blue),or(MultiTerm(cluster*),MultiTerm(node*),MultiTerm(shard*)))","closed","","jmorph99","2019-03-11T13:42:12Z","2019-03-20T18:13:40Z"
"","181","Mt cft 5.5.4","A preview so DerekR can look at my travis config","closed","","shabino","2017-04-06T18:42:50Z","2017-04-06T18:44:29Z"
"","117","SOLR-9324: Support Secure Impersonation / Proxy User for solr authentication","A patch against branch_6x. It also includes unit test fixes applied on the master branch...","closed","","hgadre","2016-11-16T01:14:44Z","2016-12-02T00:47:12Z"
"","370","SOLR-12312: Change buf to not always use up 1 MB","A lot of replicated files aren't 1 MB in size, this causes a lot of heap space waste when we create this for every file, instead create buffer based on the file size with a max of 1 MB","closed","","millerjeff0","2018-05-04T19:03:12Z","2018-05-07T20:09:20Z"
"","268","Fix some spell check issues","A few spell check issues in Javadoc and one in the HTML guide.  Bruno","closed","","kinow","2017-10-30T10:59:52Z","2019-02-13T05:35:31Z"
"","231","WordDelimiterGraphFilter: Better support for camel case splitting.","`WordDelimiterGraphFilter` currently only looks at pairs of characters, with this patch (if enabled) it will split when an upper case character is followed by another upper case character and then there's a lower case character.  Like this in HTTPRequest: 'P'  'R' 'e'  It will also break the word when a lower case character is followed by a number.  With this flag these splits happen:  - HTTPRequest ⭢ HTTP Request - 3DPlot ⭢ 3D Plot - Plot3D ⭢ Plot 3D  I've created a Jira issue: https://issues.apache.org/jira/browse/LUCENE-7929","open","","niqueco","2017-08-11T20:04:12Z","2019-03-29T14:58:49Z"
"","602","docu change: use class TopDocs instead of Hits","`Hits` was removed in Lucene 3.0","open","","saschaszott","2019-03-08T22:14:17Z","2019-12-02T22:12:11Z"
"","41","SOLR-9191: OverseerTaskQueue.peekTopN() fatally flawed","@noblepaul  CC: @shalinmangar","closed","","dragonsinth","2016-06-07T21:03:41Z","2016-06-09T05:00:43Z"
"","42","SOLR-8744 blockedTasks","@noblepaul","closed","","dragonsinth","2016-06-09T22:13:12Z","2016-06-13T19:36:41Z"
"","660","SOLR-13047: Add facet2D Streaming Expression","@joel-bernstein, there are since only 2 levels, we don't call appendJson(...) function recursively. Also, in the fillTuples(..) I looped first the ""x"" bucket then ""y"" bucket and added to the tuple list which has a type of Tuple, but not sure.","closed","","NazerkeBS","2019-04-29T15:55:39Z","2019-06-13T14:52:34Z"
"","659","SOLR-13047: Add facet2D Streaming Expression","@joel-bernstein, there are since only 2 levels, we don't call appendJson(...) function recursively. Also, in the fillTuples(..) I looped first the ""x"" bucket then ""y"" bucket and added to the tuple list which has a type of Tuple,  but not sure.","closed","","NazerkeBS","2019-04-29T15:41:13Z","2019-04-29T15:47:48Z"
"","643","SOLR-13391: Add variance and standard deviation stream evaluators","@joel-bernstein, please have a look to the code.","closed","","NazerkeBS","2019-04-11T12:19:32Z","2019-10-16T00:41:38Z"
"","315","Remove debug comment on top of doc file","@ctargett Think this line should not have been in the docs :-)   https://lucene.apache.org/solr/guide/7_2/stream-source-reference.html","closed","","janhoy","2018-01-30T14:53:07Z","2018-01-30T15:46:54Z"
"","122","Support spanQueries in CoreParser and SolrCoreParser","@cpoerschke for consideration, I think this works. I've kept HelloQueryBuilder and GoodbyeQueryBuilder as the ""old"" style, but HandyQueryBuilder has been updated to use the new API.  The tests pass, but in reality, we never call getSpanQuery() yet, maybe I could change HandyQueryBuilder, so it always returns a SpanQuery and never a normal one...","closed","","dcollins53","2016-12-01T12:42:15Z","2016-12-01T12:42:30Z"
"","442","Fixing an edge case bug when overriding a default PostingsSolrHighligher","* SOLR-####:   LUCENE and SOLR must be fully capitalized. A short description helps people scanning pull requests for items they can work on.  Properly referencing the issue in the title ensures that Jira is correctly updated with code review comments and commits. -->   # Description  Encountered this edge case issue. The impact of this should be limited but in our case (using a default PostingsSolrHighlighter) this was causing a weird issue.  The issue here is that, when passing the parameter hl.method=unified, we enter this switch, and end up in the UNIFIED case. But then we check whether the preconfigured highlighter is an instance of UnifiedSolrHighlighter.  If the preconfigured highlighter is a PostingsSolrHighlighter, which is implemented for depracation reasons as a UnifiedSolrHighlighter, then that highlighter is used instead of a unified one (and effectively the hl.method parameter is ignored).  In our case, the additional parameters that the PostingsSolrHighlighter brings with it (specifically, setting the ellipsis parameter) were causing an issue with highlighting down the line.  # Solution  The fix is a very simple check for whether the class of the preconfigured highlighter is the exact one we want to override with (and since we want this class to be open for subclassing, the same pattern should be used for any other such case to avoid things like that happening).  # Tests  Please describe the tests you've developed or run to confirm this patch implements the feature or solves the problem.  # Checklist  Please review the following and check all that apply:  - [ ] I have reviewed the guidelines for [How to Contribute](https://wiki.apache.org/solr/HowToContribute) and my code conforms to the standards described there to the best of my ability. - [ ] I have created a Jira issue and added the issue ID to my pull request title. - [ ] I am authorized to contribute this code to the ASF and have removed any code I do not have a license to distribute. - [ ] I have given Solr maintainers [access](https://help.github.com/en/articles/allowing-changes-to-a-pull-request-branch-created-from-a-fork) to contribute to my PR branch. (optional but recommended) - [ ] I have developed this patch against the `master` branch. - [ ] I have run `ant precommit` and the appropriate test suite. - [ ] I have added tests for my changes. - [ ] I have added documentation for the [Ref Guide](https://github.com/apache/lucene-solr/tree/master/solr/solr-ref-guide) (for Solr changes only).","open","","Apmats","2018-08-29T10:07:53Z","2019-11-27T14:17:19Z"
"","341","SOLR-12131: ExternalRoleRuleBasedAuthorizationPlugin","...which gets user's roles from request  https://issues.apache.org/jira/browse/SOLR-12131","closed","","janhoy","2018-03-20T23:28:31Z","2020-05-13T21:29:56Z"
"","235","Small correction where windows path specified instead of linux","...For first zookeeper configuration, in the same doc page, path specified is linux and suddently for second and third configuration it seems somwhow changed to windows path which creates confusion. So changed these windows path to linux path as given in first configuration.","closed","","pavan-shetty","2017-08-17T12:27:05Z","2017-08-17T14:52:04Z"
"","102","SOLR-8332: factor HttpShardHandler[Factory]'s url shuffling out ...","... into a ReplicaListTransformer class  (switching from patch attachment to pull request for clarity and convenience)","closed","","cpoerschke","2016-10-25T15:29:11Z","2016-11-14T16:15:56Z"
"","586","SOLR-13268: SOLR-12055 log4j2 async test fixes","- Upgrade log4j2 from 2.11.0 to 2.11.2 - Upgrade lmax from 3.4.0 to 3.4.2 - Add log4j-web dependency based on LOG4J2-1259 and https://logging.apache.org/log4j/2.0/manual/webapp.html","closed","","risdenk","2019-02-23T14:58:44Z","2019-02-26T19:54:44Z"
"","74","[SOLR-9444] Fix path usage for cloud backup/restore","- Refactored code using URI.getPath() API to use URI instance   uniformly. - During serialization of URI instance, used toASCIIString() API   to generate the appropriate String representation.","closed","","hgadre","2016-08-29T03:56:11Z","2016-09-02T12:16:16Z"
"","52","[SOLR-9269] Ability to create/delete/list snapshots for a solr core","- Introduced admin operations to create/delete/list snapshots   at the Solr core level - Introduced Snapshot management functionality utilizing Lucene   IndexDeletionPolicy. The management of data files in the _current_   index directory is deleted to Solr IndexDeletionPolicy. - As part of restore operation (or full replication), Solr changes the   index directory. Since snapshots can be present in the old directory   (before the operation), introduced logic to preserve those index files.   When the snapshot is deleted, this logic deletes those files if they   are not referred by some other snapshot. - Unit tests to verify new functionlity.","closed","","hgadre","2016-07-20T22:59:06Z","2016-07-28T21:02:03Z"
"","67","[SOLR-9055] Make collection backup/restore extensible","- Introduced a parameter for the Backup operation to specify index backup strategy.   - Introduced two strategies for backing up index data.     - One using core Admin API (BACKUPCORE)     - Other skipping the backup of index data altogether. This is useful when       the index data is copied via an external mechanism in combination with named       snapshots (Please refer to SOLR-9038 for details)     - In future we can add additional implementations of this interface (e.g. based on HDFS snapshots etc.)   - Added a backup property to record the Solr version. This helps to check the compatibility     of backup with respect to the current version during the restore operation. This     compatibility check is not added since its unclear what the Solr level compatibility guidelines     are. But at-least having version information as part of the backup would be very useful.","closed","","hgadre","2016-08-10T22:07:04Z","2019-01-18T22:04:09Z"
"","221","SOLR-11086 Fix grouping by TrieDateField and DatePointFiled","- Fix converting MutableValueDate to the format that FieldType.indexedToReadable will handle - this is a quick fix - the proper fix requires changes in group collecting mechanism  https://issues.apache.org/jira/browse/SOLR-11086","closed","","lavrov","2017-07-14T14:58:43Z","2019-10-20T10:39:52Z"
"","666","SOLR-13437: fork noggit code into Solr","- direct use of noggit is a forbidden API now - I can't remove the dependency because spatial4j uses it","closed","","noblepaul","2019-05-08T05:00:24Z","2019-05-16T01:10:28Z"
"","269","Added parameter sections for analytics facets.","- Added parameter sections for all of the facet types - Fixed the example analytics expression, since there was a mistake in one of the lines. - Changed the Strings section in Analytics-expression-sources.adoc to use and unordered list instead of an ordered list. - Changed the Titles of the mismatched pages to reflect their shortnames. (So I removed the 'Reference' at the end of each)","closed","","HoustonPutman","2017-10-30T21:44:05Z","2017-11-02T19:33:11Z"
"","114","SOLR-9513 A generic Solr authentication plugin to integrate with Hadoop","- Added a generic Solr authentication plugin to integrate with Hadoop - Added delegation tokens support - Added proxy users support  Currently the unit tests are using kerberos authentication handler in Hadoop. After Solr is updated to use Hadoop 3, these tests will be modified to use multi-auth support in Hadoop.","closed","","hgadre","2016-11-15T01:17:05Z","2016-12-19T17:16:19Z"
"","460","LUCENE-8497: refactor multi-term analysis handling","- Add `normalize` method to CharFilterFactory and TokenFilterFactory  The goal is to get rid of MultiTermAwareComponent interface, and instead use `normalize` method.  But as solr/core/src/java/org/apache/solr/schema/FieldTypePluginLoader.java depends on MultiTermAwareComponent interface, this patch still keeps it.","closed","","mayya-sharipova","2018-09-30T21:47:43Z","2018-11-19T16:50:25Z"
"","628","SOLR-11473: Make HDFSDirectoryFactory support other prefixes (besides hdfs:/)","* Uses Hadoop `Path` for `isAbsolute` check. * Adds test to ensure `isAbsolute` works correctly with non `hdfs://` prefixes. * Ensures that the Path scheme is set to disable the cache when getting from the filesystem.","closed","","risdenk","2019-03-29T21:58:07Z","2019-03-30T18:32:21Z"
"","617","SOLR-13342: Remove dom4j fromj Solr","* Removes dom4j from core dependencies * Adds to it velocity contrib * Replaces dom4j in test with Java xml handling * Updates licenses/notices that had referenced dom4j historically to their new versions.","closed","","risdenk","2019-03-22T21:20:32Z","2019-03-25T12:43:39Z"
"","174","Move Ukrainian dictionary to external dependency","* removes binary blob from lucene repository * uses newer and bigger dictionary * allows easy dictionary update with a version bump  I think it would make sense to push this into stable branches as well.","closed","","arysin","2017-03-26T01:57:34Z","2017-03-29T02:50:03Z"
"","612","SOLR-13335: Upgrade to velocity 2.0 and velocity-tools 3.0","* `SolrVelocityLogger` removed since logging with slf4j now * `contrib/velocity` no longer depends on `commons-collections` and `commons-lang`","closed","","risdenk","2019-03-19T20:19:04Z","2019-03-25T14:18:42Z"
"","461","SOLR-12814: Metrics history causing ""HttpParser URI is too large""",">8192 when many collections.  The fix was to change from `GET` to `POST`","closed","","janhoy","2018-10-02T20:38:39Z","2018-10-04T16:44:03Z"
"","495","LUCENE-8464: Implement ConstantScoreScorer#setMinCompetitiveScore","> We should make it so the iterator returns `NO_MORE_DOCS` after `setMinCompetitiveScore` is called with a value that is greater than the constant score.  See [LUCENE-8464](https://issues.apache.org/jira/browse/LUCENE-8464).","closed","","cbismuth","2018-11-08T16:45:09Z","2019-04-03T21:12:55Z"
"","497","LUCENE-8026: ExitableDirectoryReader does not instrument points","> This means it cannot interrupt range or geo queries.  See [LUCENE-8026](https://issues.apache.org/jira/browse/LUCENE-8026).","closed","","cbismuth","2018-11-12T12:55:27Z","2019-04-03T21:12:59Z"
"","499","LUCENE-8552: Optimize getMergedFieldInfos for one-segment FieldInfos","> FieldInfos.getMergedFieldInfos could trivially return the FieldInfos of the first and only LeafReader if there is only one LeafReader.  See [LUCENE-8552](https://issues.apache.org/jira/browse/LUCENE-8552).","closed","","cbismuth","2018-11-15T09:20:06Z","2019-04-03T21:12:58Z"
"","496","LUCENE-8463: Early-terminate queries sorted by SortField.DOC","> Currently TopFieldCollector only early-terminates when the search sort is a prefix of the index sort, but it could also early-terminate when sorting by doc id.  See [LUCENE-8463](https://issues.apache.org/jira/browse/LUCENE-8463).","closed","","cbismuth","2018-11-12T11:06:05Z","2019-04-03T21:13:00Z"
"","364","Branch 6x  . clzz.cast(object),Lost part of the data in a field of object。","### Env:  - solr-6.5.1 - jdk 1.8  ### Question :  - I got the query result from the solr server and tried to assign it to my java bean. After debugging, I found the problem code：```clzz cast(object)```,the object invoked a class named ""Article"",and has a member variables named “content”，it should got about 2000 bytes but only got about 500 bytes. - Is a bug with solr, or  where am I doing wrong? ，Please help me,thanks. ### Code: ``` java System.out.println(object); // debug in here，successfully got solr's return data,everything is fine. list.add(clzz.cast(object));  System.out.println(object); // debug in here，clzz.cast(object),Lost part of the data in a field of object。 ```","closed","","dingziyang","2018-04-27T05:56:47Z","2019-01-20T20:15:15Z"
"","605","[SOLR-13234] Fix tests for Turkish locales","### Description When`SolrExporterIntegrationTest.jvmMetrics` ran on a JVM with the Turkish locale, (test seed: 62880F3B9F140C89). The JVM metric for terminated thread-count has a dotless-i e.g. `termınated`. This causes the check for matching metrics to fail.    We could normalize the text in this case, however I think it's better to ensure we have the correct total number of JVM thread metrics rather than looking at Prometheus labels which maybe localized.","closed","","danyalprout","2019-03-11T22:19:05Z","2019-03-18T21:59:55Z"
"","224","Fix typo in javadocs","""be default"" should be ""by default""","closed","","AdamFrey","2017-08-01T16:30:19Z","2017-08-10T00:02:45Z"
"","663","Fix NPE at DistributedUpdateProcessorTest.testVersionAdd","","closed","","jefferyyuan","2019-05-05T03:54:20Z","2019-05-22T21:42:22Z"
"","661","Fix Object.wait forever in VersionBucket","","closed","","jefferyyuan","2019-05-02T20:38:16Z","2019-05-05T03:51:32Z"
"","655","SOLR-13414: SolrSchema - Avoid NPE if Luke returns field with no type defined","","closed","","risdenk","2019-04-25T17:58:03Z","2019-04-26T13:41:48Z"
"","653","SOLR-13425: Wrong color in horizontal definition list","","closed","","janhoy","2019-04-24T09:42:54Z","2019-04-25T14:01:30Z"
"","648","LUCENE-8766: Add Luwak as a lucene module","","closed","","romseygeek","2019-04-16T08:52:18Z","2019-09-04T08:49:39Z"
"","647","SOLR-12638: Added docs in the ref-guide for nested atomic updates","","closed","","moshebla","2019-04-15T12:08:13Z","2019-05-01T18:41:53Z"
"","646","SOLR-12371: Fix unintended security edit API caching in standalone mode","","closed","","janhoy","2019-04-14T22:56:45Z","2019-04-30T14:53:51Z"
"","645","SOLR-12121 Refresh JWK from IdP on invalid sig","","closed","","janhoy","2019-04-12T07:08:56Z","2019-04-12T08:15:23Z"
"","644","SOLR-13394: Change default GC from CMS to G1","","closed","","kesharee","2019-04-12T06:52:54Z","2019-06-13T00:35:59Z"
"","641","Add TimedVersionBucket","","closed","","jefferyyuan","2019-04-11T05:17:52Z","2019-05-02T20:27:44Z"
"","635","SOLR-13371 improve security chapters in refguide","","closed","","janhoy","2019-04-04T13:23:00Z","2019-06-10T21:46:26Z"
"","633","LUCENE-8753 UniformSplit PostingsFormat","","closed","","bruno-roustant","2019-04-03T14:54:29Z","2019-12-02T10:26:06Z"
"","631","LUCENE-8750: implement setMissingValue for ValueSource sortFields","","closed","","msokolov","2019-04-02T14:39:20Z","2020-03-18T03:31:02Z"
"","630","SOLR-13344: Admin UI inaccessible with RuleBasedAuthorizationPlugin","","closed","","janhoy","2019-03-30T23:08:03Z","2019-04-04T14:52:18Z"
"","629","SOLR-13359: Make UpdateHandler support other prefixes (besides hdfs:/)","","closed","","risdenk","2019-03-30T19:52:56Z","2019-03-31T14:48:03Z"
"","626","SOLR-13353: Add SolrCli AuthTool test","","closed","","risdenk","2019-03-28T18:08:47Z","2019-03-28T22:37:27Z"
"","623","SOLR-13351: Workaround for VELOCITY-908","","closed","","risdenk","2019-03-27T21:43:37Z","2019-03-28T13:27:00Z"
"","621","SOLR-13112: Upgrade jackson to 2.9.8","","closed","","risdenk","2019-03-25T14:37:03Z","2019-03-25T16:20:34Z"
"","599","SOLR-13307: Ensure HDFS tests clear System properties they set","","closed","","risdenk","2019-03-08T13:32:27Z","2019-03-11T15:23:17Z"
"","597","[SOLR-13272] feat(facet/interval): support json facet requests for interval facet","","closed","","apoorvprecisely","2019-03-04T13:34:39Z","2019-09-22T05:58:48Z"
"","593","SOLR-13272","","closed","","apoorvprecisely","2019-02-27T11:09:05Z","2019-05-08T09:27:18Z"
"","589","feat(facet/interval): support json facet request for interval facets","","closed","","apoorvprecisely","2019-02-26T12:15:58Z","2019-02-27T11:09:21Z"
"","588","feat(facet): support interval faceting for json facets","","closed","","apoorvprecisely","2019-02-26T09:48:42Z","2019-03-05T07:55:11Z"
"","583","SOLR-13151","","closed","","moshebla","2019-02-21T07:41:44Z","2019-02-25T16:04:10Z"
"","574","LUCENE-8292: Make TermsEnum fully abstract","","closed","","s1monw","2019-02-15T13:43:51Z","2019-02-15T16:33:03Z"
"","573","WIP: SOLR-13150","","closed","","moshebla","2019-02-14T17:45:53Z","2019-02-19T14:56:23Z"
"","572","fix grammar in streaming-expressions.adoc","","closed","","kgeis","2019-02-13T17:04:36Z","2019-02-14T18:48:25Z"
"","570","SOLR-13238 Fixed blob handler md5 padding issue","","closed","","jtwalraven","2019-02-09T16:41:10Z","2019-09-21T16:13:23Z"
"","567","SOLR-13229: Cleanup replicasMetTragicEvent after all exceptions","","closed","","tflobbe","2019-02-07T01:05:37Z","2019-02-15T22:51:39Z"
"","566","Set types in ZkController callables","","closed","","tflobbe","2019-02-07T00:57:37Z","2019-02-08T06:26:44Z"
"","564","prorated early termination","","closed","","msokolov","2019-02-05T12:48:54Z","2020-01-26T22:26:13Z"
"","562","Don't create a LeafCollector when the Scorer for the leaf is null","","closed","","msokolov","2019-02-04T13:12:46Z","2019-02-19T14:44:12Z"
"","560","SOLR-13213: Search Components cannot modify ""shards"" parameter","","closed","invalid,","janhoy","2019-02-03T23:52:56Z","2019-02-05T22:36:37Z"
"","559","SOLR-13180: Search Components cannot modify ""shards"" parameter","","closed","","janhoy","2019-02-03T23:46:28Z","2019-02-03T23:48:36Z"
"","557","Removed some unused variables from DistributedUpdateProcessor","","closed","","tflobbe","2019-02-02T00:57:24Z","2019-02-06T19:32:00Z"
"","554","SOLR-13190 Treat fuzzy term search errors as client errors","","closed","","madrob","2019-01-30T02:16:23Z","2019-12-17T21:25:04Z"
"","551","LUCENE-8662: Change TermsEnum.seekExact(BytesRef) to abstract + delegate seekExact(BytesRef) in FilterLeafReader.FilterTermsEnum","","closed","","jefferyyuan","2019-01-28T21:06:54Z","2019-02-08T23:10:39Z"
"","549","WIP:SOLR-13129","","closed","","moshebla","2019-01-27T17:18:10Z","2019-03-14T13:17:55Z"
"","548","LUCENE-8659 - upgrade Lucene/Solr to use OpenNLP 1.9.1","","closed","","tteofili","2019-01-26T12:11:45Z","2019-01-26T13:13:54Z"
"","543","LUCENE-8474: final cleanups and removal of RAMDirectory","","closed","","dweiss","2019-01-18T13:30:57Z","2020-02-15T17:49:43Z"
"","538","LUCENE-8640: added changes for the validation of valid dateString","","closed","","MighTguY","2019-01-17T01:32:33Z","2019-07-18T14:27:30Z"
"","537","LUCENE-8640: added changes for the validation of valid dateString","","closed","","MighTguY","2019-01-16T11:34:55Z","2019-01-17T01:35:36Z"
"","536","LUCENE-8643: Decrease test complexity in the default case. Exclude simple text codec.","","closed","","dweiss","2019-01-16T10:48:42Z","2020-02-15T17:49:10Z"
"","532","SOLR-13125","","open","","moshebla","2019-01-10T18:03:03Z","2019-01-27T09:32:04Z"
"","531","SOLR-12768","","closed","","moshebla","2019-01-01T15:07:54Z","2019-02-27T05:45:11Z"
"","528","SOLR-12955 2","","closed","","barrotsteindev","2018-12-13T20:21:25Z","2019-03-19T17:27:11Z"
"","524","LUCENE-8604: clean up TestRuleLimitSysouts and add an optional hard limit","","closed","","dweiss","2018-12-12T09:44:46Z","2019-01-19T01:47:13Z"
"","520","LUCENE-8596: The replacement of comments is a bug, in ""UserDictionary.java""","","closed","","mish26","2018-12-09T10:22:26Z","2019-12-21T19:17:14Z"
"","519","WIP: SOLR-12955: rebase and split changes to smaller commits","","closed","","barrotsteindev","2018-12-08T16:37:36Z","2018-12-13T20:22:08Z"
"","509","[SOLR-13019] Fix typo in MailEntityProcessor.java","","closed","","tommymh","2018-11-27T15:55:00Z","2018-12-04T13:53:00Z"
"","507","Update jira/gradle to the latest master","","closed","","diegoceccarelli","2018-11-25T16:03:42Z","2019-08-04T14:32:52Z"
"","506","SOLR-13014: URI Too Long with large streaming expressions in SolrJ","","closed","","janhoy","2018-11-24T20:44:57Z","2018-12-10T18:00:29Z"
"","504","SOLR-13008 Indent JSON/XML formatted field value if indent=true and using DocumentTransformer","","open","","epugh","2018-11-22T13:44:00Z","2020-03-23T15:58:30Z"
"","501","SOLR-5211","","closed","","moshebla","2018-11-18T13:19:13Z","2019-01-10T13:03:20Z"
"","493","SOLR-12964: Make use of DocValuesIterator.advanceExact() instead of the advance()/docID() pattern","","closed","","tpunder","2018-11-06T04:54:25Z","2019-01-18T23:41:25Z"
