"#","No","Issue Title","Issue Details","State","Labels","User name","created","Updated"
"","399","Update overview.html","合并原作者的更新","closed","","mezhou887","2013-11-03T15:26:21Z","2013-11-03T15:29:01Z"
"","16053","Minor CompositeCacheManager revision [SPR-11427]","**[Juergen Hoeller](https://jira.spring.io/secure/ViewProfile.jspa?name=juergen.hoeller)** opened **[SPR-11427](https://jira.spring.io/browse/SPR-11427?redirect=false)** and commented  * Clarify CompositeCacheManager's applicability * Add convenience constructor with given delegates * Fix getCacheNames implementation to never return duplicates    ---  **Affects:** 3.2.7, 4.0.1  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/d7591c6bd7d73e67f1c55fab83d2775b982f404a, https://github.com/spring-projects/spring-framework/commit/d550ffb37f27ae0e9b8abaf6d2b76ddc94c728fc  **Backported to:** [3.2.8](https://github.com/spring-projects/spring-framework/milestone/96?closed=1)","closed","type: enhancement,","spring-projects-issues","2014-02-13T16:37:44Z","2014-02-18T22:36:00Z"
"","16049","resolveFactoryMethodIfPossible should consider nonPublicAccessAllowed flag and SecurityManager scenario [SPR-11422]","**[Juergen Hoeller](https://jira.spring.io/secure/ViewProfile.jspa?name=juergen.hoeller)** opened **[SPR-11422](https://jira.spring.io/browse/SPR-11422?redirect=false)** and commented  In contrast to ConstructorResolver's actual factory method invocation algorithm, resolveFactoryMethodIfPossible - as used for annotation and return type introspection on an `@Bean` Method - doesn't consider the nonPublicAccessAllowed flag, and doesn't go the PrivilegedAction route in case of an active SecurityManager either. This should be made consistent.   ---  **Affects:** 3.2.7, 4.0.1  **Backported to:** [3.2.8](https://github.com/spring-projects/spring-framework/milestone/96?closed=1)","closed","type: bug,","spring-projects-issues","2014-02-12T14:39:42Z","2018-07-23T19:41:45Z"
"","16044","MarshallingView should explicitly skip BindingResult when searching for a model object [SPR-11417]","**[Juergen Hoeller](https://jira.spring.io/secure/ViewProfile.jspa?name=juergen.hoeller)** opened **[SPR-11417](https://jira.spring.io/browse/SPR-11417?redirect=false)** and commented  A couple of custom MarshallingView extensions do the very same thing: They explicitly skip BindingResult when searching for a model object.  http://syspeak.googlecode.com/svn/trunk/SysPeak/apps/MakerEAP/workflow/src/main/java/com/syspeak/modules/spring/web/servlet/view/xml/FilterMarshallingView.java http://my-channel-web.googlecode.com/svn/trunk/my-channel-web/src/com/winxuan/channel/support/view/xml/IgnoreBindingMarshalingView.java http://www.cnblogs.com/hoojo/archive/2011/04/29/2032609.html  There seems to be nothing wrong with doing that out of the box, since it's unlikely that somebody intends to render a BindingResult as XML...   ---  **Affects:** 3.2.7, 4.0.1  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/6f58491b9c5f7cda19dfbfb24dea9531b8f44eb6, https://github.com/spring-projects/spring-framework/commit/b223e6efecf0c2e4ca1b3f1631ef82e08d1a8710  **Backported to:** [3.2.8](https://github.com/spring-projects/spring-framework/milestone/96?closed=1)","closed","type: enhancement,","spring-projects-issues","2014-02-11T16:09:29Z","2014-02-18T22:36:01Z"
"","16043","Ignore container callback and marker interfaces for auto-proxy decisions [SPR-11416]","**[Juergen Hoeller](https://jira.spring.io/secure/ViewProfile.jspa?name=juergen.hoeller)** opened **[SPR-11416](https://jira.spring.io/browse/SPR-11416?redirect=false)** and commented  Spring's auto-proxy creation infrastructure currently switches to a target-class proxy only if it has been explicitly requested or if no interfaces are being implemented at all. We should be smarter here and ignore container callback and marker interfaces for that decision, falling back to a target-class proxy even when BeanFactoryAware, InitializingBean etc are the only interfaces being implemented.  ---  **Affects:** 4.0.1  **Issue Links:** - #14113 Test instances should not be proxied in the TestContext framework - #15905 Improve error reporting for issues related to `@Controller` types requiring AOP proxing  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/949338009bd38ccc3a42baa1b40adde70e3b96e8","closed","type: enhancement,","spring-projects-issues","2014-02-11T09:03:38Z","2019-01-13T06:55:55Z"
"","16040","Consistently avoid close() call on Servlet OutputStream [SPR-11413]","**[Juergen Hoeller](https://jira.spring.io/secure/ViewProfile.jspa?name=juergen.hoeller)** opened **[SPR-11413](https://jira.spring.io/browse/SPR-11413?redirect=false)** and commented  Next to MarshallingView (#16038), ResourceHttpRequestHandler and ShallowEtagHeaderFilter should not delegate to FileCopyUtils (which calls close() on the OutputStream) but rather to StreamUtils, leaving a chance for outer filters to add to the response still.  ---  **Affects:** 3.2.7, 4.0.1  **Issue Links:** - #16038 MarshallingView should not close response output stream  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/85e336e6dac773f7feba4d5903e423c302e41e9b, https://github.com/spring-projects/spring-framework/commit/5f1592a61a80f584c03196cfcd8d86ded2065696  **Backported to:** [3.2.8](https://github.com/spring-projects/spring-framework/milestone/96?closed=1)","closed","type: enhancement,","spring-projects-issues","2014-02-10T13:47:39Z","2019-01-11T21:28:16Z"
"","15985","Compatibility with JOpt 4.6 [SPR-11359]","**[Juergen Hoeller](https://jira.spring.io/secure/ViewProfile.jspa?name=juergen.hoeller)** opened **[SPR-11359](https://jira.spring.io/browse/SPR-11359?redirect=false)** and commented  JOpt 4.6 redeclared its nonOptionArguments() method from List\ to List, requiring us to select String arguments only as we do for regular option values already.   ---  **Affects:** 3.2.6, 4.0 GA  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/67e76e9a8d0cb9d1ab6e911be817eeff0a74a0f3, https://github.com/spring-projects/spring-framework/commit/1a2033eb4185deefcf9cd9b719e33384031cb017  **Backported to:** [3.2.7](https://github.com/spring-projects/spring-framework/milestone/95?closed=1)","closed","type: enhancement,","spring-projects-issues","2014-01-25T14:48:27Z","2014-01-28T13:07:13Z"
"","15981","Revisit need for Introspector.flushFromCaches call in CachedIntrospectionResults [SPR-11356]","**[Juergen Hoeller](https://jira.spring.io/secure/ViewProfile.jspa?name=juergen.hoeller)** opened **[SPR-11356](https://jira.spring.io/browse/SPR-11356?redirect=false)** and commented  As of JDK 7 and apparently also recent JDK 6 versions, java.beans.Introspector has a proper weak cache for BeanInfo objects. As a consequence, we can probably drop our immediate Introspector.flushFromCaches call in the CachedIntrospectionResults constructor - at least on recent JDKs -, not least of it all to avoid the locking implied by that call.  ---  **Affects:** 4.0 GA  **Issue Links:** - #13653 Improve the performance of BeanInfo lookups in CachedIntrospectionResults - #16438 CachedIntrospectionResults caching jar entries and creating big pressure on GC  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/87179b075be80a454f89d8bb78c962c118efd310, https://github.com/spring-projects/spring-framework/commit/defc1d31574ea6b3faa5ed84c4aa23c808b0c7cf","closed","type: enhancement,","spring-projects-issues","2014-01-24T06:54:05Z","2019-01-11T18:40:54Z"
"","15968","Unnecessary class loading in AspectJ RuntimeTestWalker [SPR-11344]","**[Juergen Hoeller](https://jira.spring.io/secure/ViewProfile.jspa?name=juergen.hoeller)** opened **[SPR-11344](https://jira.spring.io/browse/SPR-11344?redirect=false)** and commented  Within our AspectJ RuntimeTestWalker, the InstanceOfResidueTestVisitor resolves types via ClassUtils.forName(type.getName()). This can be become quite excessive and is fundamentally unnecessary, since the underlying AspectJ ReferenceType does hold the Class... It's just a bit buried.  The main problem is that a ClassLoader doesn't efficiently resolve classes that it loaded already. As a consequence, it cannot be treated as an efficient cache for class name -> Class. There is quite some lock contention going on there, at least on WebSphere's ClassLoader.  ---  **Affects:** 3.2.6, 4.0 GA  **Issue Links:** - #16124 CompoundClassLoader.loadClass is trying to load some framework class and comsuming all web container threads.  **Backported to:** [3.2.7](https://github.com/spring-projects/spring-framework/milestone/95?closed=1)","closed","type: enhancement,","spring-projects-issues","2014-01-22T08:25:02Z","2019-01-11T19:00:20Z"
"","15966","ResolvableType tests failing against OpenJDK 8 build 124 [SPR-11342]","**[Juergen Hoeller](https://jira.spring.io/secure/ViewProfile.jspa?name=juergen.hoeller)** opened **[SPR-11342](https://jira.spring.io/browse/SPR-11342?redirect=false)** and commented  ``` :spring-core:test  org.springframework.core.ResolvableTypeTests > resolveTypeVariableFromMethodParameterTypeWithImplementsType FAILED     java.lang.AssertionError at ResolvableTypeTests.java:754  org.springframework.core.ResolvableTypeTests > classWithGenericsAs FAILED     java.lang.AssertionError at ResolvableTypeTests.java:1125  org.springframework.core.ResolvableTypeTests > forClassWithGenerics FAILED     java.lang.AssertionError at ResolvableTypeTests.java:1119  org.springframework.core.ResolvableTypeTests > resolveFromClassWithGenerics FAILED     java.lang.AssertionError at ResolvableTypeTests.java:872  org.springframework.core.ResolvableTypeTests > resolveTypeVariableFromFieldTypeWithImplementsType FAILED     java.lang.AssertionError at ResolvableTypeTests.java:669  org.springframework.core.convert.TypeDescriptorTests > collectionNested FAILED     org.junit.ComparisonFailure at TypeDescriptorTests.java:652  org.springframework.core.convert.TypeDescriptorTests > collection FAILED     org.junit.ComparisonFailure at TypeDescriptorTests.java:636  org.springframework.core.convert.TypeDescriptorTests > map FAILED     org.junit.ComparisonFailure at TypeDescriptorTests.java:668  org.springframework.core.convert.TypeDescriptorTests > mapNested FAILED     org.junit.ComparisonFailure at TypeDescriptorTests.java:685  org.springframework.core.convert.support.DefaultConversionTests > collection FAILED     java.lang.AssertionError at DefaultConversionTests.java:641  org.springframework.core.convert.support.DefaultConversionTests > map FAILED     java.lang.AssertionError at DefaultConversionTests.java:664 ```    ---  **Affects:** 4.0.1  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/59604b1cd5a392501aa9c43fdb63b7bcfae617ce","closed","type: bug,","spring-projects-issues","2014-01-21T14:38:29Z","2014-01-28T13:07:20Z"
"","15917","Support for JSR-356 on WebLogic 12.1.3 [SPR-11293]","**[Juergen Hoeller](https://jira.spring.io/secure/ViewProfile.jspa?name=juergen.hoeller)** opened **[SPR-11293](https://jira.spring.io/browse/SPR-11293?redirect=false)** and commented  http://biemond.blogspot.co.at/2013/10/the-road-ahead-for-weblogic-12c.html  ---  **Issue Links:** - #15720 Compatibility with GlassFish 4.1 and Tyrus 1.8 (WebSocket 1.1) - #16973 Support for JSR-356 WebSockets on WebSphere Liberty Profile - #17825 Compatibility with WebLogic 12.2.1 / Tyrus 1.11  1 votes, 4 watchers","closed","type: enhancement,","spring-projects-issues","2014-01-07T13:00:41Z","2019-01-11T18:37:35Z"
"","15909","Upgrade Tiles2 TilesConfigurer class to Tiles 2.2.2 [SPR-11285]","**[Juergen Hoeller](https://jira.spring.io/secure/ViewProfile.jspa?name=juergen.hoeller)** opened **[SPR-11285](https://jira.spring.io/browse/SPR-11285?redirect=false)** and commented  A leftover from the Spring 4.0 mission: We need to get rid of the crazy amount of reflection that bridges between Tiles 2.1 and Tiles 2.2 in our TilesConfigurer class...   ---  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/0606c98277fc06d4c61642318f62958a8850b6c2, https://github.com/spring-projects/spring-framework/commit/5d3484c74a252fa714e67cbf74790ea592293c33","closed","type: enhancement,","spring-projects-issues","2014-01-05T14:11:39Z","2014-01-28T13:07:09Z"
"","15908","Full Quartz 2.2 compatibility, including LocalDataSourceJobStore [SPR-11284]","**[Juergen Hoeller](https://jira.spring.io/secure/ViewProfile.jspa?name=juergen.hoeller)** opened **[SPR-11284](https://jira.spring.io/browse/SPR-11284?redirect=false)** and commented  While we've had basic Quartz 2.2 support before, a few details were missing:  * LocalDataSourceJobStore's ConnectionProvider adapters need to provide an empty implementation of Quartz 2.2's new initialize method.  * SchedulerFactoryBean's ""schedulerContextMap"" needs to be explicitly declared with String keys, otherwise it can't be compiled against Quartz 2.2 (forward compatibility once we're dropping Quartz 1.x support). This doesn't hurt against older Quartz versions either, since the keys need to be Strings anyway.  ---  **Affects:** 3.2.6, 4.0 GA  **Issue Links:** - #15401 Spring + Quartz 2.2.0 Integration is Inconsistent - #15988 SchedulerAccessor 'globalJobListeners' and 'globalTriggerListeners' not working with 2.0.x and 2.1.x  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/38a8ace5bb32112706ec82cbd65e81307cc414c9, https://github.com/spring-projects/spring-framework/commit/c2459b4a616b3816aa67e6d34827aa5544d8c66a  **Backported to:** [3.2.7](https://github.com/spring-projects/spring-framework/milestone/95?closed=1)","closed","type: bug,","spring-projects-issues","2014-01-05T08:11:56Z","2019-01-11T18:37:54Z"
"","15890","EhCacheFactoryBean should not call set(Sampled)StatisticsEnabled on EhCache 2.7/2.8 [SPR-11265]","**[Juergen Hoeller](https://jira.spring.io/secure/ViewProfile.jspa?name=juergen.hoeller)** opened **[SPR-11265](https://jira.spring.io/browse/SPR-11265?redirect=false)** and commented  Statistics seem to be enabled by default as of EhCache 2.7, with the corresponding setter methods having been removed without notice.  Let's suppress the corresponding calls in EhCacheFactoryBean, assuming that statistics are on by default anyway, for a seamless upgrade path.   ---  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/f477a024ad1418b4db08e561497b9a59a56f3edd, https://github.com/spring-projects/spring-framework/commit/73d8f069fe660baac35b7ec437296998b5dcbfe8  **Backported to:** [3.2.7](https://github.com/spring-projects/spring-framework/milestone/95?closed=1)","closed","type: bug,","spring-projects-issues","2013-12-30T03:48:16Z","2014-01-28T13:07:11Z"
"","15887","Require Jackson 2.1+, Quartz 2.1.4+, EhCache 2.5+ [SPR-11262]","**[Juergen Hoeller](https://jira.spring.io/secure/ViewProfile.jspa?name=juergen.hoeller)** opened **[SPR-11262](https://jira.spring.io/browse/SPR-11262?redirect=false)** and commented  Jackson 2.1+ * removing deprecated Jackson 1.x support classes and deprecated code in MappingJackson2JsonView * Jackson 2.1 dates back to October 2012 (~2 years before Spring 4.1)  Quartz 2.1.4+ * removing reflective Quartz 1.x compatibility (deprecated already) * Quartz 2.1.4 dates back to April 2012 (~2.5 years before Spring 4.1)  EhCache 2.5+ * getting rid of deprecation warnings * EhCache 2.5 dates back to November 2011 (almost 3 years before Spring 4.1)  ---  **Issue Links:** - #16253 Fix broken tests in QuartzSupportTests (_**""is depended on by""**_) - #15739 Upgrade HttpComponentsHttpInvokerRequestExecutor to require Apache HttpComponents 4.3 - #15988 SchedulerAccessor 'globalJobListeners' and 'globalTriggerListeners' not working with 2.0.x and 2.1.x - #15394 Spring dependency injection for Jackson serializers - #17654 Require Jackson 2.6+, FreeMarker 2.3.21+, XStream 1.4.5+ - #18367 Require EhCache 2.10+ / 3.0 GA - #18182 SimpleTriggerFactoryBean and CronTriggerFactoryBean fail without jobDetail  0 votes, 5 watchers","closed","type: task,","spring-projects-issues","2013-12-29T14:58:43Z","2019-01-11T18:38:32Z"
"","15864","Upgrade embedded ASM version to 5.0.1 [SPR-11239]","**[Juergen Hoeller](https://jira.spring.io/secure/ViewProfile.jspa?name=juergen.hoeller)** opened **[SPR-11239](https://jira.spring.io/browse/SPR-11239?redirect=false)** and commented  Spring Framework 4.0 ships with a patched version of ASM 4.2, accepting the 1.8 bytecode level and allowing use with CGLIB 3. This needs to be upgraded to ASM 5.0 once available, for official Java 8 support by ASM itself.  ---  **Affects:** 4.0 GA  **Issue Links:** - #15851 Upgrade to CGLIB 3.1 and Objenesis 2.1 - #16279 Basic Java 8 bytecode compatibility for Spring 3.2.x through ASM 5.0.2","closed","type: enhancement,","spring-projects-issues","2013-12-17T01:31:56Z","2019-01-11T18:24:38Z"
"","15862","Support for JSR-356 on WildFly 8 / Undertow [SPR-11237]","**[Juergen Hoeller](https://jira.spring.io/secure/ViewProfile.jspa?name=juergen.hoeller)** opened **[SPR-11237](https://jira.spring.io/browse/SPR-11237?redirect=false)** and commented  According to recent tests, deploying onto WildFly 8.0 RC1 works fine in terms of classpath scanning and load-time weaving since the underlying JBoss VFS and ClassLoader APIs are compatible with JBoss AS 7.  However, we still need to research JSR-356 on WildFly and its underlying web server Undertow. Since we're talking about Servlet 3.1 within a Java EE 7 server here, this should be rather straightforward.   ---  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/5f2106046ccded1df2dc92821a6d12a06e26f949  0 votes, 5 watchers","closed","type: enhancement,","spring-projects-issues","2013-12-16T10:10:48Z","2014-01-28T13:07:20Z"
"","15861","Official JDK 8 GA support (following OpenJDK 8's GA on March 18th) [SPR-11236]","**[Juergen Hoeller](https://jira.spring.io/secure/ViewProfile.jspa?name=juergen.hoeller)** opened **[SPR-11236](https://jira.spring.io/browse/SPR-11236?redirect=false)** and commented  Compatibility with the actual OpenJDK 8 GA release. Also building the framework itself against OpenJDK 8 GA, and ideally upgrading to JDK 8 compatible versions of third-party libaries as likely to appear at that time.   --- No further details from [SPR-11236](https://jira.spring.io/browse/SPR-11236?redirect=false)","closed","type: task,","spring-projects-issues","2013-12-16T09:38:50Z","2014-03-26T22:34:08Z"
"","15851","Upgrade to CGLIB 3.1 and Objenesis 2.1 [SPR-11226]","**[Juergen Hoeller](https://jira.spring.io/secure/ViewProfile.jspa?name=juergen.hoeller)** opened **[SPR-11226](https://jira.spring.io/browse/SPR-11226?redirect=false)** and commented  CGLIB 3.1 got released last week. It only contains an ASM 4.2 upgrade (which we did ourselves in our repackaging) and error reporting improvements, so it's not essential. That said, we should nevertheless aim for tracking the latest there.  Objenesis 2.1 got released in October already, remaining largerly unnoticed. It contains a few TCK enhancements (which we don't really care about) and an OpenJDK-specific check (which we might care about). Again, let's aim for tracking the latest there, even if there is no strong need to upgrade yet.  ---  **Affects:** 4.0 GA  **Issue Links:** - #15864 Upgrade embedded ASM version to 5.0.1  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/26f1e05ffc47e26586f232a990d1eb938012af4a","closed","type: enhancement,","spring-projects-issues","2013-12-13T13:12:53Z","2019-01-11T18:27:22Z"
"","15746","What's New in 4.0 section in reference documentation [SPR-11120]","**[Juergen Hoeller](https://jira.spring.io/secure/ViewProfile.jspa?name=juergen.hoeller)** opened **[SPR-11120](https://jira.spring.io/browse/SPR-11120?redirect=false)** and commented  ---  **Sub-tasks:** - #15800 document new deprecations in the migration guide","closed","type: documentation,","spring-projects-issues","2013-11-25T07:50:17Z","2019-01-11T19:27:31Z"
"","15743","Reflect 4.0 core container refinements in reference documentation [SPR-11117]","**[Juergen Hoeller](https://jira.spring.io/secure/ViewProfile.jspa?name=juergen.hoeller)** opened **[SPR-11117](https://jira.spring.io/browse/SPR-11117?redirect=false)** and commented  * Generics-based autowiring * Ordered list/array injection with `@Autowired` (`@Order` on each element bean) * Lazy resolution proxies driven by `@Lazy` on injection point * Generalized condition model for bean definitions (`@Conditional` and co) * Attribute overriding with composable annotations    --- No further details from [SPR-11117](https://jira.spring.io/browse/SPR-11117?redirect=false)","closed","type: task,","spring-projects-issues","2013-11-25T07:44:26Z","2013-12-11T23:57:18Z"
"","15694","Support JCA 1.7 [SPR-11067]","**[Juergen Hoeller](https://jira.spring.io/secure/ViewProfile.jspa?name=juergen.hoeller)** opened **[SPR-11067](https://jira.spring.io/browse/SPR-11067?redirect=false)** and commented  Adding support for the JCA 1.7 getActivationName() method to Spring's MessageEndpointFactory implementations.   ---  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/e146e53d9b0ef70e6b75b0a1a7818c2392a2d5d1","closed","type: enhancement,","spring-projects-issues","2013-11-04T14:12:42Z","2013-12-03T15:15:36Z"
"","15903","Allow ObjectMapper to be modified within MappingJackson2MessageConverter [SPR-11279]","**[Josh Brackett](https://jira.spring.io/secure/ViewProfile.jspa?name=jbrackett)** opened **[SPR-11279](https://jira.spring.io/browse/SPR-11279?redirect=false)** and commented  MappingJackson2MessageConverter doesn't allow access to its internal ObjectMapper.  It would be easier to customize json serialization/deserialization if one could do so.   ---  **Affects:** 4.0 GA","closed","type: enhancement,","spring-projects-issues","2014-01-02T07:59:30Z","2014-01-28T13:07:20Z"
"","16010","Apache HttpComponents 4.3 required at runtime but not listed in migration guide [SPR-11383]","**[jose luis sanchez](https://jira.spring.io/secure/ViewProfile.jspa?name=muallin)** opened **[SPR-11383](https://jira.spring.io/browse/SPR-11383?redirect=false)** and commented  There's a missing dependency been upgraded, or at least, changed since spring 3.x.  Spring 4.x now uses commons-httpclient 4.3.x, as previous releases did not include CloseableHttpClient class :  Caused by: java.lang.NoClassDefFoundError: org/apache/http/impl/client/CloseableHttpClient at org.springframework.http.client.HttpComponentsClientHttpRequestFactory.\(HttpComponentsClientHttpRequestFactory.java:85) ~[spring-web-4.0.1.RELEASE.jar:4.0.1.RELEASE  ---  **Affects:** 4.0 GA, 4.0.1  **Reference URL:** https://github.com/spring-projects/spring-framework/wiki/Migrating-from-earlier-versions-of-the-spring-framework  **Issue Links:** - #15739 Upgrade HttpComponentsHttpInvokerRequestExecutor to require Apache HttpComponents 4.3  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/d55c22ec8555dc029ca2093781e79d933e457ed9, https://github.com/spring-projects/spring-framework/commit/f053f60630b3251500bb7ad321853d8679947e29","closed","type: documentation,","spring-projects-issues","2014-02-03T03:16:04Z","2019-01-11T19:11:46Z"
"","16041","ResolvableType.isAssignableFrom() failure for raw types [SPR-11414]","**[Jose Luis Martin](https://jira.spring.io/secure/ViewProfile.jspa?name=jlm)** opened **[SPR-11414](https://jira.spring.io/browse/SPR-11414?redirect=false)** and commented  Hi all,  When upgrading to Spring 4.0.0 I noticed failures when autowiring raw types.  I think that should be expected that if some Service service become autowired then a raw type declaration (Service service) should become autowired too.  I guess that it could be fixed checking for raw types in ResolvableType.getGenerics() and returning wildcards for all parameter types.  A proposal fix is in https://github.com/chelu/spring-framework/tree/resolvable-raw-types  Best regards,  Jose  ---  **Affects:** 4.0 GA  **Issue Links:** - #15875 Problem with autowiring of ""generic Beans"" (defined via RootBeanDefinition(s))","closed","in: core,","spring-projects-issues","2014-02-11T02:43:23Z","2019-01-12T16:35:22Z"
"","15975","Add support for @DeclareMixin Aspectj annotation in Spring AOP [SPR-11350]","**[Jose Luis Martin](https://jira.spring.io/secure/ViewProfile.jspa?name=jlm)** opened **[SPR-11350](https://jira.spring.io/browse/SPR-11350?redirect=false)** and commented  Hi all,  The last week I made a post about this topic in spring-contrib group but it didn't get any attention, so I'm trying now directly here. (Sorry if it's inconvenient).  I have tried to add support for  `@DeclaringMixin` aspectj annotation with the following changes in framework classes:  - Add a new DeclareMixinAdvisor - Modify DelegatePerTargetObjectIntroductionInterceptor to use a Factory for creating delegates. This allow to reuse it  in DeclareMixinAdvisor. - Modify ReflectiveAspecjAdvisorFactory.getAdvices() to check for `@DeclareMixin` annotation. - Add a test case to AbstractAspectJAdvisorFactoryTests  Seem that is working and all test passes.  The branch is in https://github.com/chelu/spring-framework/tree/declare-mixin  The main drawback for this mixin is that it can only try to add all the interfaces of the delegate  because there isn't  guarantees to successful execute the factory method without knowing the target object in ctor.  Please, could someone check if this approach is acceptable?  I also created a micro library to add this feature without touching framework classes https://github.com/chelu/jdal/tree/master/aop  Best regards,  Jose   ---  **Affects:** 3.2.6, 4.0 GA  **Reference URL:** https://groups.google.com/forum/#!topic/spring-framework-contrib/6BMzbu_tetQ","closed","status: bulk-closed,","spring-projects-issues","2014-01-22T15:53:40Z","2019-01-12T02:46:14Z"
"","15954","Wrong assert in  AspectJAwareAdvisorAutoProxyCreator.setAspectJAdvisorFactory() [SPR-11330]","**[Jose Luis Martin](https://jira.spring.io/secure/ViewProfile.jspa?name=jlm)** opened **[SPR-11330](https://jira.spring.io/browse/SPR-11330?redirect=false)** and commented  Hi all  Now is asserting on member instead argument. Actually is  ``` public void setAspectJAdvisorFactory(AspectJAdvisorFactory aspectJAdvisorFactory) { 		Assert.notNull(this.aspectJAdvisorFactory, ""AspectJAdvisorFactory must not be null""); 		this.aspectJAdvisorFactory = aspectJAdvisorFactory; 	} ```  I supose that should be:  ``` public void setAspectJAdvisorFactory(AspectJAdvisorFactory aspectJAdvisorFactory) { 		Assert.notNull(aspectJAdvisorFactory, ""AspectJAdvisorFactory must not be null""); 		this.aspectJAdvisorFactory = aspectJAdvisorFactory; 	} ```  Best regards  Jose   ---  **Affects:** 3.2.6, 4.0 GA  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/f15a5fef8e424abaab41400cfadcc498f2363834, https://github.com/spring-projects/spring-framework/commit/59893d1f13290bd657b4a061ae9c67f4b6dc3427  **Backported to:** [3.2.7](https://github.com/spring-projects/spring-framework/milestone/95?closed=1)","closed","in: core,","spring-projects-issues","2014-01-19T02:59:00Z","2014-01-30T15:46:08Z"
"","15942","Incorrect example in section 9.9.2 [SPR-11318]","**[Jose Luis Martin](https://jira.spring.io/secure/ViewProfile.jspa?name=jlm)** opened **[SPR-11318](https://jira.spring.io/browse/SPR-11318?redirect=false)** and commented  Hi all,  At bottom of section **9.9.2 Using metadata-driven auto-proxying** there is the following example:  ```xml","closed","type: documentation,","spring-projects-issues","2014-01-15T18:39:51Z","2014-01-28T13:07:08Z"
"","15653","ConfigurationClass.validate() should allow for overloading in general or not at all [SPR-11025]","**[Jose Luis Martin](https://jira.spring.io/secure/ViewProfile.jspa?name=jlm)** opened **[SPR-11025](https://jira.spring.io/browse/SPR-11025?redirect=false)** and commented  When checking for overloaded methods, ConfigurationClass.validate() don't take in account overloaded methods from superclasses, so a invalid configuration class with overloaded methods obtained by inheritance bypass the check.  ---  **Affects:** 4.0 M3  **Issue Links:** - #15616 JavaConfig Bean overriding with addition - #15620 `@Bean` overriding does not pick up metadata from most specific method - #16340 Fix/optimize handling of `@Bean` method override regression with return type narrowing on JDK 8  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/935bd25b09143f4987b7d9fb78cefc1df0e61f4b","closed","type: enhancement,","spring-projects-issues","2013-10-23T12:33:57Z","2019-01-13T06:57:40Z"
