"#","No","Issue Title","Issue Details","State","Labels","User name","created","Updated"
"","1505","合并更新","合并更新","closed","","fqyee","2017-08-24T03:03:21Z","2017-08-24T06:42:22Z"
"","20937","Compatibility with JDK 11 [SPR-16391]","**[Juergen Hoeller](https://jira.spring.io/secure/ViewProfile.jspa?name=juergen.hoeller)** opened **[SPR-16391](https://jira.spring.io/browse/SPR-16391?redirect=false)** and commented  JDK 11 is currently scheduled for September 2018. Not expecting any major changes beyond JDK 10 from our perspective, we should be able to fully support it in the 5.1 line already. Ideally our framework build would be able to run on JDK 8, 9, 10 as well as 11, even if our own test efforts will focus on JDK 8 and 11 (as the official long-term support branches) at that point.  ---  **Issue Links:** - #18941 Compatibility with JDK 9 GA (_**""depends on""**_) - #20936 Compatibility with JDK 10 (_**""depends on""**_) - #20944 Upgrade to ASM 6.2 (_**""depends on""**_) - #21800 Upgrade to ASM 7.0 (_**""depends on""**_) - #20414 MethodHandles.Lookup.defineClass for CGLIB class definition purposes (_**""depends on""**_) - #21515 Classpath scanning does not work in tests using the module path - #21633 Classpath scanning on inner classes fails against JDK 11 bytecode level - #21630 Classification of ClassCastExceptions doesn't work in JDK 11 (OpenJDK) - [DATACMNS-1373](https://jira.spring.io/browse/DATACMNS-1373) Align class loading in ClassGeneratingEntityInstantiator with ClassGeneratingPropertyAccessorFactory  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/93bb78ec235c691a1a092cb6b6c19c236deaa5ab, https://github.com/spring-projects/spring-framework/commit/50949415d71dea9ff07d4f5d2ad85732e46918a0  2 votes, 13 watchers","closed","type: task,","spring-projects-issues","2018-01-16T19:56:17Z","2019-01-11T15:27:58Z"
"","20936","Compatibility with JDK 10 [SPR-16390]","**[Juergen Hoeller](https://jira.spring.io/secure/ViewProfile.jspa?name=juergen.hoeller)** opened **[SPR-16390](https://jira.spring.io/browse/SPR-16390?redirect=false)** and commented  JDK 10 is currently in early access, scheduled for GA in late March: http://openjdk.java.net/projects/jdk/10/  Our Spring Framework master build is known to be compatible with JDK 10 EA already. Let's double-check against JDK 10 GA for Spring Framework 5.0.5.  ---  **Issue Links:** - #18941 Compatibility with JDK 9 GA (_**""depends on""**_) - #20937 Compatibility with JDK 11 (_**""is depended on by""**_) - #20945 Upgrade to Kotlin 1.3 - #20944 Upgrade to ASM 6.2  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/28ea718d2d62a43bd54a5795f5c511284508df15  0 votes, 5 watchers","closed","type: task,","spring-projects-issues","2018-01-16T19:47:49Z","2019-01-11T15:28:06Z"
"","20935","Support for Jackson 3 [SPR-16389]","**[Juergen Hoeller](https://jira.spring.io/secure/ViewProfile.jspa?name=juergen.hoeller)** opened **[SPR-16389](https://jira.spring.io/browse/SPR-16389?redirect=false)** and commented  Jackson 3 is currently in development, becoming a 5.1 or 5.2 topic for us.  ---  **Issue Links:** - #19492 Support for Jackson 2.9","open","type: enhancement,","spring-projects-issues","2018-01-16T19:38:28Z","2020-08-24T17:29:06Z"
"","20934","Upgrade to RxJava 2.2 [SPR-16388]","**[Juergen Hoeller](https://jira.spring.io/secure/ViewProfile.jspa?name=juergen.hoeller)** opened **[SPR-16388](https://jira.spring.io/browse/SPR-16388?redirect=false)** and commented  RxJava 2.2 is currently scheduled for end of June, just in time for our 5.1 RC1.  https://github.com/ReactiveX/RxJava/milestones  ---  **Issue Links:** - #19628 Deprecate RxJava 1 in favor of RxJava 2 - #20056 Upgrade to RxJava 1.3 & 2.1 - #20932 Upgrade to Reactor Core 3.2  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/821ab62492a36450ab2b04e15a686641f78a3243","closed","type: task,","spring-projects-issues","2018-01-16T19:34:14Z","2019-01-11T15:15:38Z"
"","20932","Upgrade to Reactor Core 3.2 [SPR-16386]","**[Juergen Hoeller](https://jira.spring.io/secure/ViewProfile.jspa?name=juergen.hoeller)** opened **[SPR-16386](https://jira.spring.io/browse/SPR-16386?redirect=false)** and commented  https://spring.io/blog/2018/01/16/sneak-peek-at-reactor-core-3-2-with-milestone-1  ---  **Issue Links:** - #19881 Upgrade to Reactor Core 3.1 Milestone - #20931 Upgrade to Reactor Core 3.1.3 (including Reactive Streams 1.0.2) - #20934 Upgrade to RxJava 2.2 - #21693 Upgrade to Reactor Californium RC1 - #20933 Upgrade to Reactor Netty 0.8  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/a18cfd71b99c38a77cefbf9a7864fe6ddae18963","closed","in: core,","spring-projects-issues","2018-01-16T18:42:26Z","2019-01-11T15:15:45Z"
"","20931","Upgrade to Reactor Core 3.1.3 (including Reactive Streams 1.0.2) [SPR-16385]","**[Juergen Hoeller](https://jira.spring.io/secure/ViewProfile.jspa?name=juergen.hoeller)** opened **[SPR-16385](https://jira.spring.io/browse/SPR-16385?redirect=false)** and commented  Since we're currently on Reactor Bismuth snapshots, let's use this ticket for the upgrade to Reactor Core 3.1.3 proper (which includes Reactive Streams 1.0.2) in time for Spring Framework 5.0.3.  ---  **Issue Links:** - #20108 Upgrade to Reactor 3.1 RC1 (including Reactive Streams 1.0.1) - #20932 Upgrade to Reactor Core 3.2 - #20933 Upgrade to Reactor Netty 0.8  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/aee8a9c97b263db3fd8d495bdaacb03af46eaec2","closed","in: core,","spring-projects-issues","2018-01-16T18:41:25Z","2019-01-11T15:15:25Z"
"","20920","CollectionUtils.lastElement for common Set/List extraction [SPR-16374]","**[Juergen Hoeller](https://jira.spring.io/secure/ViewProfile.jspa?name=juergen.hoeller)** opened **[SPR-16374](https://jira.spring.io/browse/SPR-16374?redirect=false)** and commented  There is a recurring need for extracting the last element of a given `Set` or `List`, usually leading to a similar implementation pattern - and sometimes suboptimal variants thereof. A common `CollectionUtils.lastElement` delegate improves proper reuse as well as readability.   ---  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/06e6386dc9d99498930314927cbaecd2a0766093","closed","in: core,","spring-projects-issues","2018-01-12T17:22:09Z","2018-01-23T10:05:11Z"
"","20850","Support for Hibernate ORM 5.3 [SPR-16303]","**[Juergen Hoeller](https://jira.spring.io/secure/ViewProfile.jspa?name=juergen.hoeller)** opened **[SPR-16303](https://jira.spring.io/browse/SPR-16303?redirect=false)** and commented  Hibernate ORM 5.3 is currently in preparation, finally supporting JPA 2.2. Let's pick it up for our Spring Framework 5.1 release for some deeper integration (e.g. #20852), while continuing Hibernate ORM 5.0-5.2 support at runtime (not least of it all for compatibility with WildFly 10/11 and JBoss EAP 7.0/7.1).  ---  **Issue Links:** - #20852 Support Hibernate 5.3's ManagedBeanRegistry for dependency injection (_**""depends on""**_) - #22049 Upgrade to Hibernate ORM 5.4 (_**""is depended on by""**_) - #18899 Support for Hibernate ORM 5.2 - #18061 Compatibility with Bean Validation 2.0 and JPA 2.2 - #20425 Compatibility with EclipseLink 2.7 - #21226 Upgrade framework build to JPA 2.2 and JTA 1.3 - #21540 LocalSessionFactoryBean and HibernateTransactionManager for JPA EntityManagerFactory setup - #20972 Deprecate outdated HibernateTemplate operations in favor of lambdas - #21111 ClassUtils.getUserClass should support ByteBuddy-generated proxies (e.g. from Hibernate 5.3) - #21494 Propagate read-only status to Hibernate Session through setDefaultReadOnly  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/e0ccbcbb66d37e8d64cbaa4a4b5273bc74103700  3 votes, 9 watchers","closed","type: enhancement,","spring-projects-issues","2017-12-14T19:58:43Z","2019-01-11T15:24:11Z"
"","20784","Upgrade to Gradle 4.4(.1) [SPR-16237]","**[Juergen Hoeller](https://jira.spring.io/secure/ViewProfile.jspa?name=juergen.hoeller)** opened **[SPR-16237](https://jira.spring.io/browse/SPR-16237?redirect=false)** and commented  Gradle 4.4 is at RC4 already, so probably GA by the time of our 5.0.3 release in late December.  ---  **Affects:** 5.0.2  **Issue Links:** - #20629 Upgrade to Gradle 4.3(.1) - #21020 Upgrade to Gradle 4.8(.1)  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/425a999d5e3b98ea7e607b2b100e1aa567e372d4, https://github.com/spring-projects/spring-framework/commit/d198626618b0cc744de9a11ad13c328e8e69a2ff","closed","type: task,","spring-projects-issues","2017-11-28T16:01:47Z","2019-01-11T13:29:54Z"
"","20773","Nullability inconsistency in DataAccessUtils requiredSingleResult vs requiredUniqueResult [SPR-16225]","**[Juergen Hoeller](https://jira.spring.io/secure/ViewProfile.jspa?name=juergen.hoeller)** opened **[SPR-16225](https://jira.spring.io/browse/SPR-16225?redirect=false)** and commented  In our `DataAccessUtils` helper, `requiredSingleResult` and `requiredUniqueResult` differ in their nullability declarations. There is no good reason for this; either both of them need to declare a non-null return value or both have to expect `null` values in their input collections.  ---  **Affects:** 5.0.1  **Issue Links:** - #20099 Introduce null-safety of Spring Framework API  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/b1c657fa4b81bc0d6ca9289beddc7b2c35d41457, https://github.com/spring-projects/spring-framework/commit/723b2b19a667b37f516c3b4ba1e91cc5235c3d6e","closed","type: bug,","spring-projects-issues","2017-11-22T11:57:51Z","2019-01-11T13:30:32Z"
"","20767","Deprecate Castor support [SPR-16219]","**[Juergen Hoeller](https://jira.spring.io/secure/ViewProfile.jspa?name=juergen.hoeller)** opened **[SPR-16219](https://jira.spring.io/browse/SPR-16219?redirect=false)** and commented  Following the deprecation (and subsequent removal) of XMLBeans support back in 4.2, let's also deprecate Castor support. While Castor isn't officially retired yet, there is very low activity in recent years: only one release in the past four years (!), and that one is 1.5 years old already.  We'll keep Castor support around for the time being but won't be actively maintaining it anymore. As of 5.1 or 5.2, we're going to remove `CastorMarshaller` and co completely.  ---  **Issue Links:** - #17979 Deprecate XMLBeans support  **Backported to:** [4.3.13](https://github.com/spring-projects/spring-framework/milestone/162?closed=1)","closed","type: task,","spring-projects-issues","2017-11-20T20:57:30Z","2019-01-11T13:31:35Z"
"","20763","SqlParameterSourceUtils.createBatch with Collection support [SPR-16215]","**[Juergen Hoeller](https://jira.spring.io/secure/ViewProfile.jspa?name=juergen.hoeller)** opened **[SPR-16215](https://jira.spring.io/browse/SPR-16215?redirect=false)** and commented  As indicated in the sample code for #20687 and also in our reference documentation, `SqlParameterSourceUtils` should really have a `createBatch(Collection)` variant in order to avoid manual array adaptation. That new variant could support `Map` as well as bean values, and it also makes sense to revise the plain `Object[]` variant that way (and turn into a vararg).  ---  **Issue Links:** - #20687 Doc: ParameterMetaData.getParameterType performance on Oracle 12c - #20908 SqlParameterSource needs method for extracting parameter names  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/a58ef88f1df3e391ee78f89d67af6a168687bb1d, https://github.com/spring-projects/spring-framework/commit/a8b48848b9354c277f032c35a0adf1ea5cbef50a","closed","type: enhancement,","spring-projects-issues","2017-11-18T22:40:51Z","2019-01-11T13:31:28Z"
"","20740","Consistent and efficient access to BeanDefinition argument values [SPR-16192]","**[Juergen Hoeller](https://jira.spring.io/secure/ViewProfile.jspa?name=juergen.hoeller)** opened **[SPR-16192](https://jira.spring.io/browse/SPR-16192?redirect=false)** and commented  Starting with a nullability mismatch between `AbstractBeanDefinition.getConstructorArgumentValues/getPropertyValues` and its corresponding setters (which should get addressed for the Kotlin bean DSL), it turns out that all such access can be optimized through the introduction of `hasConstructorArgumentValues/hasPropertyValues` methods, never enforcing the creation of those holders objects unless actually necessary. The same applies to `getMethodOverrides`.  ---  **Issue Links:** - #12149 Reduce footprint due to BeanDefinitions - #20347 Make getters and setters null-safety consistent  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/b5cedd43eb2b70510729696554bbc1f99003ac10","closed","in: core,","spring-projects-issues","2017-11-13T20:41:56Z","2019-01-11T13:26:00Z"
"","20733","End of first-class JDK 6 support [SPR-16185]","**[Juergen Hoeller](https://jira.spring.io/secure/ViewProfile.jspa?name=juergen.hoeller)** opened **[SPR-16185](https://jira.spring.io/browse/SPR-16185?redirect=false)** and commented  As indicated by #20731, JDK 6 is severely outdated and effectively unmaintained in the meantime. The official end of of commercial JDK 6 support is coming up soon, with Oracle (http://www.oracle.com/technetwork/java/eol-135779.html) as well as IBM (https://developer.ibm.com/wasdev/docs/end-java-se-6-go/).  We'll have to join the club there, simply documentating that Spring Framework 4.3.x users are expected to be on recent patch releases of JDK 7, 8 or 9 these days. Let's roll this into 4.3.13's documentation and also blog about it around that time, officially declaring the end of first-class JDK 6 support on our end.  To be clear, we'll keep tolerating JDK 6 at runtime in the entire Spring Framework 4.3.x line, even in upcoming maintenance releases for the next few years. We just won't test on JDK 6 ourselves anymore and won't work around any JDK 6 specific issues, asking people to upgrade to JDK 7+ instead.  ---  **Issue Links:** - #19713 Upgrade to CGLIB 3.2.5 - #20159 Upgrade to Objenesis 2.6 for Google App Engine Standard on Java 8 and for better JDK 9 support - #20731 SettableListenableFuture set has a race on Java6 (and old versions of Java7)  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/ffbaa26b4f91e912a3957af6bbcc12d17eb920ab","closed","type: documentation,","spring-projects-issues","2017-11-10T12:46:12Z","2019-01-11T13:26:22Z"
"","20708","MockHttpServletResponse.getDateHeader fails with NPE for non-existing header [SPR-16160]","**[Juergen Hoeller](https://jira.spring.io/secure/ViewProfile.jspa?name=juergen.hoeller)** opened **[SPR-16160](https://jira.spring.io/browse/SPR-16160?redirect=false)** and commented  `MockHttpServletResponse.getDateHeader` doesn't check for the existence of the corresponding header and ends up calling `DateFormat.parse` with a `null` value. Aligned with `HttpServletRequest.getDateHeader()`, it should simply return -1 in such a case.  ---  **Affects:** 4.3.12, 5.0.1  **Issue Links:** - #20686 MockHttpServletRequest with Host: set builds wrong getRequestURL() - #20220 Consider using ZonedDateTime in HttpHeaders  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/a75dd2dd3e8be9cc7fa239a68d1a10e86096bafb, https://github.com/spring-projects/spring-framework/commit/80a0cf71f4b7d244e1832656a76810d4c79b3f1a, https://github.com/spring-projects/spring-framework/commit/dc0a934c998cc329bda3a4a76bc3290e3518546f  **Backported to:** [4.3.13](https://github.com/spring-projects/spring-framework/milestone/162?closed=1)","closed","type: bug,","spring-projects-issues","2017-11-05T14:35:42Z","2019-01-11T13:26:46Z"
"","20705","Upgrade to Mockito 2.11 [SPR-16157]","**[Juergen Hoeller](https://jira.spring.io/secure/ViewProfile.jspa?name=juergen.hoeller)** opened **[SPR-16157](https://jira.spring.io/browse/SPR-16157?redirect=false)** and commented  Mockito 2.11 contains an API revision for `InvocationContainer` which we'll have to adapt to in our `MockitoUtils`. It also strictly validates exception signatures now, so we have to fix a few unit tests which apply undeclared checked exceptions for certain mock methods.  ---  **Issue Links:** - #19446 Upgrade to Mockito 2.2","closed","type: task,","spring-projects-issues","2017-11-03T19:18:50Z","2019-01-11T13:27:35Z"
"","20656","DefaultResponseErrorHandler.hasError doesn't tolerate unknown status codes [SPR-16108]","**[Juergen Hoeller](https://jira.spring.io/secure/ViewProfile.jspa?name=juergen.hoeller)** opened **[SPR-16108](https://jira.spring.io/browse/SPR-16108?redirect=false)** and commented  While the backport for #20529 addressed several issues, it unfortunately missed `DefaultResponseErrorHandler.hasError` which should simply return `false` for unknown status codes.  ---  **Affects:** 4.3.12  **Issue Links:** - #20529 RestTemplate doesn't consistently tolerate unknown HTTP status codes - #20918 RestTemplate.ResponseEntityResponseExtractor doesn't tolerate unknown status codes - #21971 RestTemplate does not throw exception for custom error codes - #21145 DefaultResponseErrorHandler wastes the body of a response with an unknown status  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/d963597ec076da41a238659271ada292f3540275, https://github.com/spring-projects/spring-framework/commit/ab19c227d39da9c0a6b09992734d2cf1848ef92e","closed","type: bug,","spring-projects-issues","2017-10-24T13:28:33Z","2019-01-11T13:16:42Z"
"","20655","Compatibility with OpenPDF as alternative to iText 2.1.7 [SPR-16107]","**[Juergen Hoeller](https://jira.spring.io/secure/ViewProfile.jspa?name=juergen.hoeller)** opened **[SPR-16107](https://jira.spring.io/browse/SPR-16107?redirect=false)** and commented  OpenPDF is an actively maintained, liberally licensed fork of 2009's iText 2.1.7 (which turned AGPL afterwards): https://github.com/LibrePDF/OpenPDF  Since our `AbstractPdf(Stamper)View` classes work fine with OpenPDF as well, let's explicitly declare compatibility there.  ---  **Reference URL:** https://github.com/LibrePDF/OpenPDF  **Issue Links:** - #20899 Replace iText 2.1.7 dependency with OpenPDF 1.0.5  **Backported to:** [4.3.13](https://github.com/spring-projects/spring-framework/milestone/162?closed=1)","closed","type: task,","spring-projects-issues","2017-10-24T10:09:58Z","2019-01-11T13:16:36Z"
"","20644","Avoid temporary String creation in StringUtils.starts/endsWithIgnoreCase [SPR-16095]","**[Juergen Hoeller](https://jira.spring.io/secure/ViewProfile.jspa?name=juergen.hoeller)** opened **[SPR-16095](https://jira.spring.io/browse/SPR-16095?redirect=false)** and commented  Along the lines of https://github.com/spring-projects/spring-framework/pull/1574, `StringUtils.endsWithIgnoreCase` as well as {startsWithIgnoreCase}} can be reimplemented towards use of `String.regionMatches` without any temporary String creation.   ---  **Affects:** 4.3.12, 5.0 GA  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/99d39eb2ee49ebebf1e856c7c284d35a602db66a, https://github.com/spring-projects/spring-framework/commit/75ec973bae4b06bd6aed18463507c22170e73dca, https://github.com/spring-projects/spring-framework/commit/5d41e0f0121d710cf2e0f90fac3920057004d254  **Backported to:** [4.3.13](https://github.com/spring-projects/spring-framework/milestone/162?closed=1)","closed","type: enhancement,","spring-projects-issues","2017-10-22T12:13:07Z","2017-10-24T16:24:07Z"
"","20629","Upgrade to Gradle 4.3(.1) [SPR-16080]","**[Juergen Hoeller](https://jira.spring.io/secure/ViewProfile.jspa?name=juergen.hoeller)** opened **[SPR-16080](https://jira.spring.io/browse/SPR-16080?redirect=false)** and commented  There's an RC for Gradle 4.3 in the meantime, so in all likelihood it'll be GA in time for our 5.0.2 release in November. However, Gradle 4.4 is scheduled for mid November already, so we might wait for that right away... and possibly only upgrade for 5.0.3 or even just 5.1?  ---  **Affects:** 5.0.1  **Issue Links:** - #20535 Upgrade to Gradle 4.2(.1) - #20784 Upgrade to Gradle 4.4(.1)  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/423af674cda54a257832d22391c05e4dff9f39ec","closed","type: task,","spring-projects-issues","2017-10-16T21:44:52Z","2019-01-11T13:10:43Z"
"","20626","Upgrade to AspectJ 1.9 RC1 [SPR-16077]","**[Juergen Hoeller](https://jira.spring.io/secure/ViewProfile.jspa?name=juergen.hoeller)** opened **[SPR-16077](https://jira.spring.io/browse/SPR-16077?redirect=false)** and commented  Since Spring Framework 5.0 GA builds with AspectJ 1.9 beta 7, we need to resolve that dependency to AspectJ 1.9 RC1 in Spring Framework 5.0.1 (and to AspectJ 1.9 GA later on).  ---  **Affects:** 5.0 GA  **Issue Links:** - #20525 Upgrade to AspectJ 1.9 beta 7 - #18941 Compatibility with JDK 9 GA - #21227 Upgrade to AspectJ 1.9 GA  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/a4f8ce75538c9c4148ed31bc77cc60ca0a1f9b5c","closed","in: core,","spring-projects-issues","2017-10-16T15:06:40Z","2019-01-11T13:11:05Z"
"","20618","Support for reactive relational database access [SPR-16069]","**[Juergen Hoeller](https://jira.spring.io/secure/ViewProfile.jspa?name=juergen.hoeller)** opened **[SPR-16069](https://jira.spring.io/browse/SPR-16069?redirect=false)** and commented  As per JavaOne 2017, a Reactive JDBC API is ""targeted for a near future release, Java 10 or equivalent"" (see https://events.rainfocus.com/catalog/oracle/oow17/catalogjavaone17?search=CON1491). Let's pick this up in a programmatic form once available, with Spring Data providing its repository model on top of it.   ---  **Reference URL:** https://events.rainfocus.com/catalog/oracle/oow17/catalogjavaone17?search=CON1491  12 votes, 19 watchers","closed","status: superseded,","spring-projects-issues","2017-10-13T14:27:36Z","2019-01-30T15:40:00Z"
"","20569","Streamline and reduce Kotlin delegates [SPR-16020]","**[Juergen Hoeller](https://jira.spring.io/secure/ViewProfile.jspa?name=juergen.hoeller)** opened **[SPR-16020](https://jira.spring.io/browse/SPR-16020?redirect=false)** and commented  With #20432 leading to yet another need for a Kotlin-specific parameter declaration check, let's take the opportunity to streamline our Kotlin support code: Specifically, we can unify the detection of Kotlin's optional parameters in `MethodParameter.isOptional()`, reduce `BeanUtils.findPrimaryConstructor` to Kotlin semantics (for reuse in `AutowiredAnnotationBeanPostProcessor` as well as data class construction), and finally introduce a common `KotlinDetector` delegate with an `isKotlinType(Class)` check.  ---  **Affects:** 5.0 RC4  **Issue Links:** - #20232 Kotlin class instantiation with optional parameters and default values - #20402 Add support for Kotlin autowired constructor with optional parameters - #20432 Revisit handling of missing fields (without default values) for immutable data classes - #21825 GenericApplicationContext.registerBean should support non-default constructors  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/ec345bf162285e397df774bdc2ad756e3aba155a","closed","in: core,","spring-projects-issues","2017-09-27T22:28:22Z","2019-01-11T14:14:02Z"
"","20566","Consistent configurer access in WebMvcConfigurationSupport [SPR-16017]","**[Juergen Hoeller](https://jira.spring.io/secure/ViewProfile.jspa?name=juergen.hoeller)** opened **[SPR-16017](https://jira.spring.io/browse/SPR-16017?redirect=false)** and commented  `ContentNegotiationConfigurer` and other configurers used in `WebMvcConfigurationSupport` should get more explicitly narrowed to that purpose and not make any compromises beyond that field of use.  ---  **Affects:** 4.3.11  **Issue Links:** - #20527 ChannelRegistration.setInterceptors is misnamed  **Backported to:** [4.3.12](https://github.com/spring-projects/spring-framework/milestone/161?closed=1)","closed","type: task,","spring-projects-issues","2017-09-27T14:44:24Z","2019-01-11T14:15:20Z"
"","20556","Upgrade to Reactor Bismuth-RELEASE [SPR-16007]","**[Juergen Hoeller](https://jira.spring.io/secure/ViewProfile.jspa?name=juergen.hoeller)** opened **[SPR-16007](https://jira.spring.io/browse/SPR-16007?redirect=false)** and commented  Reactor 3.1 is finally GA :-)  ---  **Affects:** 5.0 RC4  **Issue Links:** - #20108 Upgrade to Reactor 3.1 RC1 (including Reactive Streams 1.0.1)  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/3133f87c1472205f00e617cc7137821a030bac76","closed","type: task,","spring-projects-issues","2017-09-25T19:27:45Z","2019-01-11T14:15:39Z"
"","20545","Build against EE 8 API level wherever possible [SPR-15996]","**[Juergen Hoeller](https://jira.spring.io/secure/ViewProfile.jspa?name=juergen.hoeller)** opened **[SPR-15996](https://jira.spring.io/browse/SPR-15996?redirect=false)** and commented  While we're building against several final EE 8 APIs in 5.0 RC4 already - Servlet 4.0 (#20434), JPA 2.2 (#20425), Bean Validation 2.0 (#20363), JSON Binding 1.0 (#20149) -, a few of them are still left: namely JAXB 2.3, JAX-WS 2.3, and also the latest maintenance versions of Common Annotations (1.3.1) and the Interceptor API (1.2.1). Let's close that gap for 5.0 GA.  ---  **Affects:** 5.0 RC4  **Issue Links:** - #20149 Use Apache Johnzon 1.1 for JSON-B integration tests (_**""depends on""**_) - #20363 Compatibility with Hibernate Validator 6.0 GA (_**""depends on""**_) - #20425 Compatibility with EclipseLink 2.7 (_**""depends on""**_) - #20434 Upgrade to Servlet API 4.0 for MVC (PushBuilder and Servlet mocks) (_**""depends on""**_) - #18941 Compatibility with JDK 9 GA  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/65f556c0e2dd9c3e3c7055e4356d2772d2721de9","closed","type: task,","spring-projects-issues","2017-09-24T14:20:44Z","2019-01-11T18:22:24Z"
"","18941","Compatibility with JDK 9 GA [SPR-15992]","**[Juergen Hoeller](https://jira.spring.io/secure/ViewProfile.jspa?name=juergen.hoeller)** opened **[SPR-15992](https://jira.spring.io/browse/SPR-15992?redirect=false)** and commented  JDK 9 GA is available now. Let's double-check our compatibility story and also upgrade our JDK 9 CI build to it.  ---  **Reference URL:** http://www.oracle.com/technetwork/java/javase/downloads/jdk9-downloads-3848520.html  **Issue Links:** - #20245 Compatibility with JDK 9 release candidate (_**""depends on""**_) - #20936 Compatibility with JDK 10 (_**""is depended on by""**_) - #20937 Compatibility with JDK 11 (_**""is depended on by""**_) - #18289 Stable module names for Spring Framework jars on JDK 9 module path - #19083 Upgrade to ASM 6.0 - #19148 Document Spring recommendations/restrictions for Java 9 module setups - #20525 Upgrade to AspectJ 1.9 beta 7 - #20545 Build against EE 8 API level wherever possible - #20626 Upgrade to AspectJ 1.9 RC1 - #21227 Upgrade to AspectJ 1.9 GA","closed","type: task,","spring-projects-issues","2017-09-22T17:01:08Z","2019-01-11T18:22:00Z"
"","20537","Upgrade to Hessian 4.0.51 [SPR-15987]","**[Juergen Hoeller](https://jira.spring.io/secure/ViewProfile.jspa?name=juergen.hoeller)** opened **[SPR-15987](https://jira.spring.io/browse/SPR-15987?redirect=false)** and commented  Hessian 4.0.51 is now on Maven Central. It has a new whitelist/blacklist feature to secure the deserialization process and the manifest includes a Java 9 module name.  ---  **Issue Links:** - #16023 Upgrade Hessian from 4.0.7 to 4.0.38","closed","type: task,","spring-projects-issues","2017-09-21T10:15:16Z","2019-01-11T18:23:42Z"
"","20527","ChannelRegistration.setInterceptors is misnamed [SPR-15976]","**[Juergen Hoeller](https://jira.spring.io/secure/ViewProfile.jspa?name=juergen.hoeller)** opened **[SPR-15976](https://jira.spring.io/browse/SPR-15976?redirect=false)** and commented  While refactoring the `ChannelRegistration` code a bit for #20514, I've noticed that `ChannelRegistration.setInterceptors` is misnamed since it actually **adds** interceptors to the channel's current list. I've therefore deprecated it in favor of a fluently named `interceptors(...)` method which is documented to add to the list.  ---  **Issue Links:** - #20514 TaskExecutorRegistration.getTaskExecutor() overrides executor properties of a provided ThreadPoolTaskExecutor - #20566 Consistent configurer access in WebMvcConfigurationSupport  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/d11bd64e0d9bc4388d462dfd7cc42f537cb7caf4, https://github.com/spring-projects/spring-framework/commit/ac9cfefaffb78cb26c3a755f4594b1a113a97144  **Backported to:** [4.3.12](https://github.com/spring-projects/spring-framework/milestone/161?closed=1)","closed","type: bug,","spring-projects-issues","2017-09-19T11:34:38Z","2019-01-11T18:08:51Z"
"","20525","Upgrade to AspectJ 1.9 beta 7 [SPR-15974]","**[Juergen Hoeller](https://jira.spring.io/secure/ViewProfile.jspa?name=juergen.hoeller)** opened **[SPR-15974](https://jira.spring.io/browse/SPR-15974?redirect=false)** and commented  We're currently building against AspectJ 1.9 beta 6 for JDK 9 compatibility in our test suite. It'd be great to get out of beta there for our 5.0 GA release.  If AspectJ 1.9 remains in pre-release stage for some further time, we'll have to separate the version that we're exposing in the `spring-aspects` POM (downgraded to 1.8.10) from the one that we use in our framework build (latest 1.9 milestone), eventually catching up once AspectJ 1.9 goes GA.  ---  **Affects:** 5.0 RC4  **Issue Links:** - #19586 Pointcut evaluation fails against AbstractHandlerMethodMapping$MappingRegistry with AspectJ 1.8.10 - #20391 spring-aspects should remain on AspectJ 1.8.9 by default (since aspectjrt 1.8.10 requires Java 7+) - #18941 Compatibility with JDK 9 GA - #18412 Upgrade to AspectJ 1.9 beta 3 (for build compatibility with JDK 9 build 95+) - #15898 Spring 4.0.0.RELEASE depends on aspectjweaver 1.8.0.M1 not found in Maven Central - #20626 Upgrade to AspectJ 1.9 RC1","closed","in: core,","spring-projects-issues","2017-09-18T22:31:35Z","2019-01-11T18:08:30Z"
