"#","No","Issue Title","Issue Details","State","Labels","User name","created","Updated"
"","1471","refactor redundancy code in spring-core/src/main/java/org/springframe…","…work/util/CommonsLogWriter.java","closed","status: superseded,","qcq","2017-07-07T16:09:59Z","2021-04-27T11:09:57Z"
"","19722","XmlExpectationsHelper.assertXmlEqual missing ""regardless of order"" case [SPR-15156]","**[Matthew Depue](https://jira.spring.io/secure/ViewProfile.jspa?name=dolendupes)** opened **[SPR-15156](https://jira.spring.io/browse/SPR-15156?redirect=false)** and commented  `XmlExpectationsHelper.assertXmlEqual` does not work ""regardless of order"" as stated in the JavaDoc and as was supported in 4.x.  #18615 shows an example of using the XMLUnit `DiffBuilder` with a `NodeMatcher` that seems to have not made it into the current code.  However, my local fix uses `ElementSelectors.byNameAndText` instead of just `ElementSelectors.byName`.  ```java public void assertXmlEqual(String expected, String actual) throws Exception { 		Diff diffSimilar = DiffBuilder.compare(expected).withTest(actual) 				.withNodeMatcher(new DefaultNodeMatcher(ElementSelectors.byNameAndText)) 				.ignoreWhitespace().ignoreComments() 				.checkForSimilar() 				.build(); 		if (diffSimilar.hasDifferences()) { 			AssertionErrors.fail(""Body content "" + diffSimilar.toString()); 		} 	} ```  There is also a unit test missing, something along the lines of the attached file is needed.  ---  **Affects:** 5.0 M4  **Attachments:** - [XmlExpectationsHelperTests.java](https://jira.spring.io/secure/attachment/23685/XmlExpectationsHelperTests.java) (_3.19 kB_)  **Issue Links:** - #18615 XMLUnit 2.x support","closed","type: bug,","spring-projects-issues","2017-01-17T21:38:12Z","2019-01-11T15:30:33Z"
"","19736","Improve the logging documentation [SPR-15170]","**[Matt Sicker](https://jira.spring.io/secure/ViewProfile.jspa?name=jvz)** opened **[SPR-15170](https://jira.spring.io/browse/SPR-15170?redirect=false)** and commented  The current logging documentation references Log4j 1.x which is EOL. I'd like to add some updated docs for the logging section for Log4j 2.x and integration with SLF4J, a commonly used logging facade outside of this specific project.  I have a pull request here: https://github.com/spring-projects/spring-framework/pull/1279   ---  **Reference URL:** https://github.com/spring-projects/spring-framework/pull/1279  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/f9a4856c3b4a3a0a6d41d5d4e40e795bf3249c73, https://github.com/spring-projects/spring-framework/commit/3e155736287cc8fffaeb7590a2a0e9e484b5d10c","closed","in: core,","spring-projects-issues","2017-01-20T06:01:05Z","2017-01-25T14:18:14Z"
"","20116","o/s/mail/javamail mime.types has duplicate image/jpeg entries [SPR-15557]","**[Matt Magoffin](https://jira.spring.io/secure/ViewProfile.jspa?name=msqr)** opened **[SPR-15557](https://jira.spring.io/browse/SPR-15557?redirect=false)** and commented  While investigating #20105 I noticed the `org/springframework/mail/javamail/mime.types` resource has two entries for the `*image/jpeg*` type:  1. [Line 29](https://github.com/spring-projects/spring-framework/blob/babbf6e8710ab937cd05ece20270f51490299270/spring-context-support/src/main/resources/org/springframework/mail/javamail/mime.types#L29) 2. [Line 72](https://github.com/spring-projects/spring-framework/blob/babbf6e8710ab937cd05ece20270f51490299270/spring-context-support/src/main/resources/org/springframework/mail/javamail/mime.types#L72)  The second one has one less file extension mapping than the first; I notice the [o/s/http/mime.types](https://github.com/spring-projects/spring-framework/blob/f0a43e5d5c506a2ffec5654dac6886e23d940dda/spring-web/src/main/resources/org/springframework/http/mime.types#L1550) file's `image/jpeg` entry is comparable to the second mapping so perhaps the first mapping should be removed?  ---  **Affects:** 4.3.7  **Issue Links:** - #20105 o/s/mail/javamail mime.types PNG mapped to image/x-png  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/e835f4d0258b8b3067cd5d121e5826247a69b88e, https://github.com/spring-projects/spring-framework/commit/f80b2d9a945fabb097aaea71b6cceecb4219d760","closed","in: core,","spring-projects-issues","2017-05-16T18:45:54Z","2019-01-11T17:07:29Z"
"","20105","o/s/mail/javamail mime.types PNG mapped to image/x-png [SPR-15546]","**[Matt Magoffin](https://jira.spring.io/secure/ViewProfile.jspa?name=msqr)** opened **[SPR-15546](https://jira.spring.io/browse/SPR-15546?redirect=false)** and commented  I have an app that ends up using Spring's `org.springframework.http.converter.ActivationMediaTypeFactory` which configured the `org/springframework/mail/javamail/mime.types` file with the Java Activation Framework. That file, however, resolves PNG images as the `*image/x-png*` image type, which I only noticed because my version of Safari (10.1; OS X) refuses to display images with that MIME type.  I believe the [official MIME type for PNG](https://www.w3.org/Graphics/PNG/) images is `*image/png*` and thus believe this file could be changed to reflect that, instead of `image/x-png`.  For what it's worth, I notice the `org/springframework/http/mime.types` file uses `image/png` already.  ---  **Affects:** 4.3.7  **Issue Links:** - #20116 o/s/mail/javamail mime.types has duplicate image/jpeg entries - #21219 Add cpp to mime.types as text/plain  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/e835f4d0258b8b3067cd5d121e5826247a69b88e, https://github.com/spring-projects/spring-framework/commit/f80b2d9a945fabb097aaea71b6cceecb4219d760","closed","in: core,","spring-projects-issues","2017-05-15T04:38:00Z","2019-01-11T17:08:16Z"
"","20260","WebClient fails to transform empty json array to emtpy flux [SPR-15703]","**[Marvin Schramm](https://jira.spring.io/secure/ViewProfile.jspa?name=marvinschramm)** opened **[SPR-15703](https://jira.spring.io/browse/SPR-15703?redirect=false)** and commented  The WebClient to consume a json api, the client seem to fail on transforming empty json array response to an empty flux.  Error Case PR https://github.com/spring-projects/spring-framework-issues/pull/159 Simple code example for demonstration. I will create an issue repository entry for this.  ```java @RestController public class TestController {       @RequestMapping(""/fail"")     public Flux fail() {         return WebClient.builder().baseUrl(""http://localhost:8080"")                 .build().get().uri(""/empty"")                 .accept(MediaType.APPLICATION_JSON)                 .exchange()                 .flux()                 .flatMap(clientResponse -> clientResponse.bodyToFlux(TestDTO.class));     }      @RequestMapping(""/success"")     public Flux sucess() {         return WebClient.builder().baseUrl(""http://localhost:8080"")                 .build().get().uri(""/single"")                 .accept(MediaType.APPLICATION_JSON)                 .exchange()                 .flux()                 .flatMap(clientResponse -> clientResponse.bodyToFlux(TestDTO.class));     }      @RequestMapping(""/empty"")     public List emptyArray() {         return Collections.emptyList();     }      @RequestMapping(""/single"")     public List singleItem() {         return Collections.singletonList(new TestDTO(""1""));     }      public static class TestDTO {         private String id;          @JsonCreator         public TestDTO(@JsonProperty(""id"") String id) {             this.id = id;         }          @JsonProperty(""id"")         public String getId() {             return id;         }     } }  ```  ---  **Issue Links:** - #20238 WebClient's handling of empty bodies seems broken (_**""duplicates""**_)","closed","in: web,","spring-projects-issues","2017-06-26T08:54:45Z","2019-01-12T16:45:07Z"
"","19621","AutoProxyRegistrar throws NullPointer on @kotlin.Metadata Annotation [SPR-15055]","**[Marvin Schramm](https://jira.spring.io/secure/ViewProfile.jspa?name=marvinschramm)** opened **[SPR-15055](https://jira.spring.io/browse/SPR-15055?redirect=false)** and commented  When using a simple spring boot application with both mixed Java And Kotlin files The Kotlin Plugin seems to introduce a new Annotation for some classes. ""`@kotlin`.Metadata""  When starting the Spring Boot Project the AutoProxyRegistrar.java#L63 is not able to resolve the annotation metadata and will throw a NullPointerException. In my case, this only happens when i use the `@EnableCaching` Annotation (i think when not using it, the AutoProxyRegistrar class is not invoked)  1. Repository For This is here    https://github.com/spring-projects/spring-framework-issues/pull/145  Only those two classes and a single dependency is needed to reproduce this issue  ``` @EnableCaching @Configuration open class CacheConfiguration {     //this can be empty. when removing the @EnableCaching Annotation everything works } ```  ``` @SpringBootApplication public class Application {      public static void main(String[] args) {         SpringApplication.run(Application.class, args);     } } ```  ``` group = 'org.springframework.issues' version = '1.0.0.SNAPSHOT'  buildscript {     ext {         kotlin_version = '1.0.5-2'         springBootVersion = '1.4.3.RELEASE'     }     repositories {         jcenter()         mavenCentral()     }     dependencies {         classpath(""org.springframework.boot:spring-boot-gradle-plugin:${springBootVersion}"")         classpath(""org.jetbrains.kotlin:kotlin-gradle-plugin:${kotlin_version}"")     } }  apply plugin: 'java' apply plugin: 'eclipse' apply plugin: 'kotlin' apply plugin: 'org.springframework.boot' apply plugin: 'idea'  repositories {     maven { url 'http://repo.spring.io/snapshot' }     mavenCentral() }  dependencies {     compile(group: 'org.springframework.boot', name: 'spring-boot-starter') }  [compileJava, compileTestJava]*.options*.compilerArgs = ['-Xlint:all']  sourceCompatibility = 1.8 targetCompatibility = 1.8 ```  P.S. I am sorry if this is more are Spring-Boot and not Spring Framework issue. It was not clear for me where I should report this issue.   ---  **Affects:** 4.3.5, 5.0 M3  **Reference URL:** http://stackoverflow.com/questions/41334909/spring-boot-kotlin-autoproxyregistrar-causes-nullpointer-exception","closed","type: bug,","spring-projects-issues","2016-12-26T20:01:42Z","2016-12-30T13:33:15Z"
"","19651","Cannot configure Jackson used in ReactiveWeb [SPR-15085]","**[Marty Pitt](https://jira.spring.io/secure/ViewProfile.jspa?name=martypitt)** opened **[SPR-15085](https://jira.spring.io/browse/SPR-15085?redirect=false)** and commented  I can't seem to configure the ObjectMapper used by the Jackson2JsonEncoder in Spring 5 M4.  I'm using Spring boot, in case that's relevant.  The issue seems to be that `WebReactiveConfigurationSupport` instantiates a new `Jackson2JsonEncoder`, (Line 485 - addDefaultHttpMessageWriters) which - in turn - instantiates it's own `Jackson2ObjectMapperBuilder`, rather than using the one made availabe on the spring context.  This means that any configuration that was defined on the `Jackson2ObjectMapperBuilder` is lost.   ---  **Affects:** 5.0 M4","closed","in: web,","spring-projects-issues","2017-01-03T13:45:18Z","2019-01-12T16:45:17Z"
"","19649","Improve WebFlux exception logging [SPR-15083]","**[Marty Pitt](https://jira.spring.io/secure/ViewProfile.jspa?name=martypitt)** opened **[SPR-15083](https://jira.spring.io/browse/SPR-15083?redirect=false)** and commented  When a Rest controller's `@RequestBody` params can't be deserialized because of incorrect JSON, the error is lost through the reactive chain.  Specifically, when Jackson throws an exception during deserialization, the exception is lost.   In my specific example, this was a Kotlin class, and I didn't pass a value for a required param. However, I suspect the same issue would occur with a malformed date, data type mismatch, etc.  A meaningful exception is thrown from Jackson (I see it caught in Jackson2JsonDecoder, line 121:  ```java catch (IOException ex) {     return Flux.error(new CodecException(""Error while reading the data"", ex)); } ```  However, when this makes it's way back up to FluxMapFuseable, and into the Reactive land, this somehow gets lost, and the below exception is what we end up with.  It'd be great to see the original exception from Jackson be made available somehow, and - ideally - this result in a 4xx error.  Stack trace below:  ```java java.lang.IllegalStateException: Failed to invoke controller with resolved arguments: [0][type=reactor.core.publisher.FluxOnAssembly][value={ operator : ""OnAssembly"" }] on method [public reactor.core.publisher.Mono io.fullyloaded.conductor.plans.PlanController.addThing(io.fullyloaded.conductor.plans.Thing2)] 	at org.springframework.web.reactive.result.method.InvocableHandlerMethod.lambda$invoke$0(InvocableHandlerMethod.java:112) ~[spring-web-reactive-5.0.0.BUILD-20170101.132107-475.jar:5.0.0.BUILD-SNAPSHOT] 	at reactor.core.publisher.MonoThenMap$MonoThenApplyMain.onNext(MonoThenMap.java:98) ~[reactor-core-3.0.4.RELEASE.jar:3.0.4.RELEASE] 	at reactor.core.publisher.FluxOnAssembly$OnAssemblySubscriber.onNext(FluxOnAssembly.java:316) ~[reactor-core-3.0.4.RELEASE.jar:3.0.4.RELEASE] 	at reactor.core.publisher.Operators$MonoSubscriber.complete(Operators.java:990) ~[reactor-core-3.0.4.RELEASE.jar:3.0.4.RELEASE] 	at reactor.core.publisher.MonoWhen$MonoWhenCoordinator.signal(MonoWhen.java:231) ~[reactor-core-3.0.4.RELEASE.jar:3.0.4.RELEASE] 	at reactor.core.publisher.MonoWhen$MonoWhenSubscriber.onNext(MonoWhen.java:275) ~[reactor-core-3.0.4.RELEASE.jar:3.0.4.RELEASE] 	at reactor.core.publisher.FluxOnAssembly$OnAssemblySubscriber.onNext(FluxOnAssembly.java:316) ~[reactor-core-3.0.4.RELEASE.jar:3.0.4.RELEASE] 	at reactor.core.publisher.FluxPeekFuseable$PeekFuseableSubscriber.onNext(FluxPeekFuseable.java:173) ~[reactor-core-3.0.4.RELEASE.jar:3.0.4.RELEASE] 	at reactor.core.publisher.FluxOnAssembly$OnAssemblySubscriber.onNext(FluxOnAssembly.java:316) ~[reactor-core-3.0.4.RELEASE.jar:3.0.4.RELEASE] 	at reactor.core.publisher.FluxDefaultIfEmpty$DefaultIfEmptySubscriber.onNext(FluxDefaultIfEmpty.java:86) ~[reactor-core-3.0.4.RELEASE.jar:3.0.4.RELEASE] 	at reactor.core.publisher.FluxOnAssembly$OnAssemblySubscriber.onNext(FluxOnAssembly.java:316) ~[reactor-core-3.0.4.RELEASE.jar:3.0.4.RELEASE] 	at reactor.core.publisher.FluxSwitchIfEmpty$SwitchIfEmptySubscriber.onNext(FluxSwitchIfEmpty.java:68) ~[reactor-core-3.0.4.RELEASE.jar:3.0.4.RELEASE] 	at reactor.core.publisher.FluxOnAssembly$OnAssemblySubscriber.onNext(FluxOnAssembly.java:316) ~[reactor-core-3.0.4.RELEASE.jar:3.0.4.RELEASE] 	at reactor.core.publisher.FluxResume$ResumeSubscriber.onNext(FluxResume.java:71) ~[reactor-core-3.0.4.RELEASE.jar:3.0.4.RELEASE] 	at reactor.core.publisher.FluxOnAssembly$OnAssemblySubscriber.onNext(FluxOnAssembly.java:316) ~[reactor-core-3.0.4.RELEASE.jar:3.0.4.RELEASE] 	at reactor.core.publisher.Operators$MonoSubscriber.complete(Operators.java:990) ~[reactor-core-3.0.4.RELEASE.jar:3.0.4.RELEASE] 	at reactor.core.publisher.MonoSingle$SingleSubscriber.onComplete(MonoSingle.java:161) ~[reactor-core-3.0.4.RELEASE.jar:3.0.4.RELEASE] 	at reactor.core.publisher.FluxOnAssembly$OnAssemblySubscriber.onComplete(FluxOnAssembly.java:327) ~[reactor-core-3.0.4.RELEASE.jar:3.0.4.RELEASE] 	at reactor.core.publisher.FluxMapFuseable$MapFuseableSubscriber.onComplete(FluxMapFuseable.java:150) ~[reactor-core-3.0.4.RELEASE.jar:3.0.4.RELEASE] 	at reactor.core.publisher.FluxOnAssembly$OnAssemblySubscriber.onComplete(FluxOnAssembly.java:327) ~[reactor-core-3.0.4.RELEASE.jar:3.0.4.RELEASE] 	at reactor.core.publisher.FluxFlatMap$FlatMapMain.checkTerminated(FluxFlatMap.java:798) ~[reactor-core-3.0.4.RELEASE.jar:3.0.4.RELEASE] 	at reactor.core.publisher.FluxFlatMap$FlatMapMain.drainLoop(FluxFlatMap.java:558) ~[reactor-core-3.0.4.RELEASE.jar:3.0.4.RELEASE] 	at reactor.core.publisher.FluxFlatMap$FlatMapMain.drain(FluxFlatMap.java:538) ~[reactor-core-3.0.4.RELEASE.jar:3.0.4.RELEASE] 	at reactor.core.publisher.FluxFlatMap$FlatMapMain.onComplete(FluxFlatMap.java:531) ~[reactor-core-3.0.4.RELEASE.jar:3.0.4.RELEASE] 	at reactor.core.publisher.FluxOnAssembly$OnAssemblySubscriber.onComplete(FluxOnAssembly.java:327) ~[reactor-core-3.0.4.RELEASE.jar:3.0.4.RELEASE] 	at org.springframework.http.server.reactive.AbstractListenerReadPublisher$State.onAllDataRead(AbstractListenerReadPublisher.java:331) ~[spring-web-5.0.0.BUILD-20170101.132107-532.jar:5.0.0.BUILD-SNAPSHOT] 	at org.springframework.http.server.reactive.AbstractListenerReadPublisher.onAllDataRead(AbstractListenerReadPublisher.java:86) ~[spring-web-5.0.0.BUILD-20170101.132107-532.jar:5.0.0.BUILD-SNAPSHOT] 	at org.springframework.http.server.reactive.ServletServerHttpRequest$RequestBodyPublisher$RequestBodyPublisherReadListener.onAllDataRead(ServletServerHttpRequest.java:250) ~[spring-web-5.0.0.BUILD-20170101.132107-532.jar:5.0.0.BUILD-SNAPSHOT] 	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:361) ~[tomcat-embed-core-8.5.6.jar:8.5.6] 	at org.apache.coyote.http11.Http11Processor.service(Http11Processor.java:784) ~[tomcat-embed-core-8.5.6.jar:8.5.6] 	at org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:66) ~[tomcat-embed-core-8.5.6.jar:8.5.6] 	at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:802) ~[tomcat-embed-core-8.5.6.jar:8.5.6] 	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1410) ~[tomcat-embed-core-8.5.6.jar:8.5.6] 	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:49) ~[tomcat-embed-core-8.5.6.jar:8.5.6] 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142) ~[na:1.8.0_65] 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617) ~[na:1.8.0_65] 	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61) ~[tomcat-embed-core-8.5.6.jar:8.5.6] 	at java.lang.Thread.run(Thread.java:745) ~[na:1.8.0_65] 	Suppressed: reactor.core.publisher.FluxOnAssembly$OnAssemblyException:  Assembly trace from producer [reactor.core.publisher.MonoError] : 	reactor.core.publisher.Mono.error(Mono.java:274) 	org.springframework.web.reactive.result.method.InvocableHandlerMethod.lambda$invoke$0(InvocableHandlerMethod.java:112) 	reactor.core.publisher.MonoThenMap$MonoThenApplyMain.onNext(MonoThenMap.java:98) 	reactor.core.publisher.Operators$MonoSubscriber.complete(Operators.java:990) 	reactor.core.publisher.MonoWhen$MonoWhenCoordinator.signal(MonoWhen.java:231) 	reactor.core.publisher.MonoWhen$MonoWhenSubscriber.onNext(MonoWhen.java:275) 	reactor.core.publisher.FluxPeekFuseable$PeekFuseableSubscriber.onNext(FluxPeekFuseable.java:173) 	reactor.core.publisher.FluxDefaultIfEmpty$DefaultIfEmptySubscriber.onNext(FluxDefaultIfEmpty.java:86) 	reactor.core.publisher.FluxSwitchIfEmpty$SwitchIfEmptySubscriber.onNext(FluxSwitchIfEmpty.java:68) 	reactor.core.publisher.FluxResume$ResumeSubscriber.onNext(FluxResume.java:71) 	reactor.core.publisher.Operators$MonoSubscriber.complete(Operators.java:990) 	reactor.core.publisher.MonoSingle$SingleSubscriber.onComplete(MonoSingle.java:161) 	reactor.core.publisher.FluxMapFuseable$MapFuseableSubscriber.onComplete(FluxMapFuseable.java:150) 	reactor.core.publisher.FluxFlatMap$FlatMapMain.checkTerminated(FluxFlatMap.java:798) 	reactor.core.publisher.FluxFlatMap$FlatMapMain.drainLoop(FluxFlatMap.java:558) 	reactor.core.publisher.FluxFlatMap$FlatMapMain.drain(FluxFlatMap.java:538) 	reactor.core.publisher.FluxFlatMap$FlatMapMain.onComplete(FluxFlatMap.java:531) 	org.springframework.http.server.reactive.AbstractListenerReadPublisher$State.onAllDataRead(AbstractListenerReadPublisher.java:331) 	org.springframework.http.server.reactive.AbstractListenerReadPublisher.onAllDataRead(AbstractListenerReadPublisher.java:86) 	org.springframework.http.server.reactive.ServletServerHttpRequest$RequestBodyPublisher$RequestBodyPublisherReadListener.onAllDataRead(ServletServerHttpRequest.java:250) 	org.apache.coyote.http11.Http11Processor.service(Http11Processor.java:784) 	org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:66) 	org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:802) Composition chain until failing Operator : 	|_	Mono.error(InvocableHandlerMethod.java:112)  ```    ---  **Affects:** 5.0 M4  **Referenced from:** commits https://github.com/spring-projects/spring-boot/commit/e399cf691888f311bbe886ff61703ca54004e0ca","closed","type: enhancement,","spring-projects-issues","2017-01-02T14:11:08Z","2020-06-18T00:34:38Z"
"","20064","AbstractFlashMapManager.isFlashMapForRequest does not inspect forwarded request coherently [SPR-15505]","**[Martin Svorc](https://jira.spring.io/secure/ViewProfile.jspa?name=svorcmar)** opened **[SPR-15505](https://jira.spring.io/browse/SPR-15505?redirect=false)** and commented  `org.springframework.web.servlet.support.AbstractFlashMapManager` never matches a FlashMap if the request is forwarded after redirect.  The original URI is obtained using `String requestUri = getUrlPathHelper().getOriginatingRequestUri(request);`, which seems to be used to handle forwarded request.  The actual request params are on the other hand obtained using `ServletUriComponentsBuilder.fromRequest(request).build().getQueryParams()`, which returns the query parameters of the **forwarded** request (which differ from the originating request parameters) unlike in case of the URI.  The result is that the subsequent code never matches the FlashMap for the given forwarded request even though it should.   ---  **Affects:** 4.3.1  **Referenced from:** pull request https://github.com/spring-projects/spring-framework/pull/1422, and commits https://github.com/spring-projects/spring-framework/commit/34f1712d59047fa322551d1453994d2044b68a75, https://github.com/spring-projects/spring-framework/commit/bf83e4e8612512ef51272d8a7dd8533686e8a4e4, https://github.com/spring-projects/spring-framework/commit/e0a7b074ed95f278b782e159436f053d659e28ab","closed","type: bug,","spring-projects-issues","2017-05-02T10:21:08Z","2017-06-07T20:04:28Z"
"","20278","Memory Leak due to not pruning factoryBeanObjectCache when closing the ApplicationContext [SPR-15722]","**[Marten Deinum](https://jira.spring.io/secure/ViewProfile.jspa?name=mdeinum)** opened **[SPR-15722](https://jira.spring.io/browse/SPR-15722?redirect=false)** and commented  For our, on Spring Boot based, project we have quite some integration tests. Some of these integration tests create a new application context due to custom configuration or the use of `@MockBean`.  To limit the number of cached contexts (as they are fairly large) we decided to reduce the number of cached context by setting the `spring.test.context.cache.maxSize` property to something less then 32.  However we noticed that after running some tests we were leaking memory. After fixing some issues with our own code (static references to the app context). We still noticed a leak.  After some digging we noticed that, amongst others, the `JobRepositoryFactoryBean` from Spring Batch kept hanging around. Which in turn had a reference to our `JpaTransactionManager`, which held on to the `EntityManagerFactory` all in all leaking around 50MB. Multiple this by a factor 30 and it starts to add up.  Some further digging lead to the discovery that a `FactoryBean` that doesn't implement `DisposableBean` or doesn't create instances which themselves are a `DisposableBean` they never get cleaned.  Our workaround is now to call `getObject` on the `FactoryBean` ourself. Which disables the registration of the `FactoryBean` and thus doesn't need to be cleaned up anymore. However would be nice if such a work-around wouldn't be needed.   ---  **Affects:** 4.3.9","closed","in: core,","spring-projects-issues","2017-06-30T18:17:38Z","2017-07-20T12:33:00Z"
"","20259","AsyncHandlerInterceptor doesn't have a default method [SPR-15702]","**[Marten Deinum](https://jira.spring.io/secure/ViewProfile.jspa?name=mdeinum)** opened **[SPR-15702](https://jira.spring.io/browse/SPR-15702?redirect=false)** and commented  Looking at the `HandlerInterceptor` that has all methods implemented as `default` methods. However the `AsyncHandlerInterceptor` method isn't defined as a `default` method. Would be nice if this could be done as well.  Shouldn't this also deprecate the `HandlerInterceptorAdapter` as was done with the `WebMvcConfigurerAdapter`?   ---  **Affects:** 5.0 RC2  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/155a1c6c71c9ea06b58c2be49d6e3ed4db51c700","closed","type: enhancement,","spring-projects-issues","2017-06-25T12:05:45Z","2017-07-24T07:51:14Z"
"","20285","use own classloader to load spring ioc container [SPR-15729]","**[MarkGuan](https://jira.spring.io/secure/ViewProfile.jspa?name=markguan)** opened **[SPR-15729](https://jira.spring.io/browse/SPR-15729?redirect=false)** and commented  I want to load spring container using my own classloader like that, !屏幕快照 2017-07-03 上午11.01.13.png|thumbnail!  It does not work if this spring container also has a inner spring container(dependent on a jar which use spring to load beans) : !屏幕快照 2017-07-03 上午11.07.06.png|thumbnail!  Ifound inner spring container use Thread.currentThread.getContextClassLoader() to get its classloader. So inner spring container can not find spring bean xml file using ClassPathXmlApplicationContext: !屏幕快照 2017-07-02 下午8.03.40.png|thumbnail!  Then I use setContextClassLoader method to solve this problem like that, !屏幕快照 2017-07-03 上午11.09.03.png|thumbnail! This loader is my own classloader which is created like a fatjar classloader from spring boot.  But this solution may have some side effect because it changes the context classloader of main thread. Will spring ioc provide function to let us set our own classloader in multilayered spring container?   ---  **Affects:** 4.3.6  **Attachments:** - [屏幕快照 2017-07-02 下午8.03.40.png](https://jira.spring.io/secure/attachment/25024/%E5%B1%8F%E5%B9%95%E5%BF%AB%E7%85%A7+2017-07-02+%E4%B8%8B%E5%8D%888.03.40.png) (_68.04 kB_) - [屏幕快照 2017-07-03 上午11.01.13.png](https://jira.spring.io/secure/attachment/25026/%E5%B1%8F%E5%B9%95%E5%BF%AB%E7%85%A7+2017-07-03+%E4%B8%8A%E5%8D%8811.01.13.png) (_55.88 kB_) - [屏幕快照 2017-07-03 上午11.07.06.png](https://jira.spring.io/secure/attachment/25025/%E5%B1%8F%E5%B9%95%E5%BF%AB%E7%85%A7+2017-07-03+%E4%B8%8A%E5%8D%8811.07.06.png) (_18.29 kB_) - [屏幕快照 2017-07-03 上午11.09.03.png](https://jira.spring.io/secure/attachment/25023/%E5%B1%8F%E5%B9%95%E5%BF%AB%E7%85%A7+2017-07-03+%E4%B8%8A%E5%8D%8811.09.03.png) (_29.04 kB_)","closed","type: enhancement,","spring-projects-issues","2017-07-03T03:14:28Z","2017-07-07T18:42:59Z"
"","20396","BeanDefinitionBuilder method arguments not annotated with @Nullable [SPR-15841]","**[Mark Paluch](https://jira.spring.io/secure/ViewProfile.jspa?name=mp911de)** opened **[SPR-15841](https://jira.spring.io/browse/SPR-15841?redirect=false)** and commented  `BeanDefinitionBuilder` declares `setInitMethodName`, `setDestroyMethodName` and `setScope` methods that do not accept `@Nullable` arguments.  Forwarding values from a given `BeanDefinition` requires warning suppression or additional code to satisfy null checks:  ```java class CassandraCqlClusterParser extends AbstractBeanDefinitionParser {  	@Override 	protected AbstractBeanDefinition parseInternal(Element element, ParserContext parserContext) {  		BeanDefinitionBuilder builder = …;  		if (parserContext.isNested()) {  			// warning is raised in the next line 			builder.setScope(parserContext.getContainingBeanDefinition().getScope()); 		}  		return …; 	} } ```  ---  **Affects:** 5.0 RC3  **Issue Links:** - #20099 Introduce null-safety of Spring Framework API - #20347 Make getters and setters null-safety consistent  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/09f5c71374a45c2e8d2f72c0503c72161eccdf98","closed","type: enhancement,","spring-projects-issues","2017-08-01T11:43:18Z","2019-01-11T17:40:41Z"
"","20255","Allow CompletableFuture creation via ListenableFuture [SPR-15696]","**[Mark Paluch](https://jira.spring.io/secure/ViewProfile.jspa?name=mp911de)** opened **[SPR-15696](https://jira.spring.io/browse/SPR-15696?redirect=false)** and commented  ### Overview  Right now, adoption from `ListenableFuture` to `CompletableFuture` is quite cumbersome as it requires callback registrations for success and failure results. To ease adoption it would be great if `ListenableFuture` could provide a `default` `toCompletableFuture` method.  ### Motivation  Spring Data for Apache Cassandra and Spring Kafka statically declare `ListenableFuture` on their user-facing APIs. Spring Framework 5 and Spring Data for Apache Cassandra 2 are both based on Java 8 so adding a convenience method improves dev experience and require less boilerplate code within user code.   ---  **Affects:** 5.0 RC2  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/87430f3cd30b401fbb10cf212cb437ff41b058f6","closed","type: enhancement,","spring-projects-issues","2017-06-23T17:50:37Z","2017-07-24T07:51:15Z"
