"#","No","Issue Title","Issue Details","State","Labels","User name","created","Updated"
"","814","Add missing super.httpMethods(); in OkHttpClientHttpRequestFactoryTes…","…ts.httpMethods()","closed","","izeye","2015-06-07T09:53:59Z","2015-06-15T16:18:13Z"
"","17541","Generics support improvement for core.convert.support.GenericConversionService [SPR-12948]","**[Byron Ellacott](https://jira.spring.io/secure/ViewProfile.jspa?name=bje)** opened **[SPR-12948](https://jira.spring.io/browse/SPR-12948?redirect=false)** and commented  The type signature for `addConverter` would be more convenient for Java 8 lambda syntax sugar if the types were connected:  ```java public  void addConverter(Class sourceType, Class targetType, Converter converter) { ```  This would allow, eg:  ```java         import java.time.Period;          foo.addConverter(String.class, Period.class, Period::parse) ```  The current signature means the type of the third argument cannot be inferred by the compiler, so lambdas must be explicit:  ```java foo.addConverter(String.class, Period.class, (String s) -> Period.parse(s)); ```  Note that even in this form, the lambda argument must be explicitly typed.   ---  **Reference URL:** https://github.com/spring-projects/spring-framework/blob/master/spring-core/src/main/java/org/springframework/core/convert/support/GenericConversionService.java#L106  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/8a691590041eb8295d48f27e84e0e08a160a711e","closed","type: enhancement,","spring-projects-issues","2015-04-22T17:52:52Z","2016-04-06T08:38:15Z"
"","17836","Validator.validate method that calls nested class validate() gets wrong object in childs error.entity validation [SPR-13245]","**[Bruce Edge](https://jira.spring.io/secure/ViewProfile.jspa?name=bedge42)** opened **[SPR-13245](https://jira.spring.io/browse/SPR-13245?redirect=false)** and commented  I'm implementing a Validator for a class with a nested array of children objects and the child validator is failing because the context in which the child validator runs contains the parent's reference in the Error.entity instead of the child's.  I'm following the docs here: http://docs.spring.io/spring/docs/current/spring-framework-reference/html/validation.html  My data model, a parent Collection object with a child Collectionitem list.  ```java public class Collection {     private String name;     private List items; }  public class CollectionItem {    private String title; } ```  My Collection parent and CollectionItem child validators:  ```java @Component public class CollectionValidator implements Validator {  	@Override 	public boolean supports(Class clazz) { 		return Collection.class.equals(clazz); 	}         // DI for nested object validator        @Autowired CollectionItemValidator collectionItemValidator;          @Override 	public void validate(Object obj, Errors errors) { 		ValidationUtils.rejectIfEmpty(errors, ""name"", ""empty"", ""missing""); 		try {                        errors.pushNestedPath(""items""); 			for(CollectionItem collectionItem : collection.getItems()) {  // Validate each Collectionitem object 				ValidationUtils.invokeValidator(collectionItemValidator, collectionItem, errors); 			} 		} 		finally { 			errors.popNestedPath(); 		} 	} }  @Component public class CollectionItemValidator implements Validator { 	@Override 	public boolean supports(Class clazz) { 		return CollectionItem.class.equals(clazz); 	} 	@Override 	public void validate(Object obj, Errors e) {                          // The Error e.entity here has the wrong (parent) object in it when called from                 // ValidationUtils.invokeValidator(collectionItemValidator, collectionItem, errors);                // Therefore ""title"" is never found, as the parent Collection object does not have a ""title"" field. 		ValidationUtils.rejectIfEmpty(e, ""title"", ""empty"", ""missing"") 	} } ```  The problem is that when the child items array is validated and CollectionItemValidator.validate() is called for each ColectionItem by ValidationUtils.invokeValidator(collectionItemValidator...) , the Error e.entity passed into the child validator is a still the parent Collection, not the child CollectionItem object, so the check for a ""title"" field always fails because ValidationUtils.rejectIfEmpty is looking at the parent rather than the child object in the errors.getFieldValue(field);:  ```java 	public static void rejectIfEmpty( 			Errors errors, String field, String errorCode, Object[] errorArgs, String defaultMessage) { 		Object value = errors.getFieldValue(field); .... ```  is using the parent Collection object in the errors.getFieldValue(), so it never finds the field as only the child has a ""title"" field, the parent does not.  Note that the ValidationUtils  ```java 	public static void invokeValidator(Validator validator, Object obj, Errors errors, Object... validationHints) {  ```  has the right obj in the args, the problem is that the errors.entity is never updated to point to the child element.   ---  **Affects:** 4.2 RC2  1 votes, 2 watchers","closed","status: bulk-closed,","spring-projects-issues","2015-07-16T16:09:20Z","2019-01-12T02:26:54Z"
"","17859","Allow @JsonView to be used on meta-annotations on Rest methods [SPR-13268]","**[Bruce Brouwer](https://jira.spring.io/secure/ViewProfile.jspa?name=bruce.brouwer)** opened **[SPR-13268](https://jira.spring.io/browse/SPR-13268?redirect=false)** and commented  `JsonViewResponseBodyAdvice` should use Spring's meta-annotation support for determining the serialization view class to be used.  Having this would allow me to create my own `@View` annotation that could be used on my REST methods.  ``` @Target({ ElementType.FIELD, ElementType.METHOD, ElementType.TYPE, ElementType.PARAMETER }) @Retention(RetentionPolicy.RUNTIME) @JsonView public @Interface View {   Class value();    public interface Summary {}   public interface Detail {} }  @RestController public class MyController {    @RequestMapping(""/myResources"")   @View(View.Summary.class)   public List list() {      // return stuff   } } ```  Right now it seems to be finding the `@JsonView` annotation, but it doesn't apply the value to it, leaving it empty which causes an `IllegalArgumentException`.  Also notice that `@JsonView` takes a `Class[]` array for the value, while I would like my `@View` to take a single `Class` value. It would be good if `JsonViewResponseBodyAdvice` was flexible enough to allow for this mismatch. I did try making my `@View`'s value defined as a `Class[]` array, but it still did not work.  ---  **Affects:** 4.1.5  **Issue Links:** - #11815 Integrate Jackson `@JsonView` - #17106 Jackson `@JsonView` deserialization support for request bodies","closed","status: bulk-closed,","spring-projects-issues","2015-07-22T08:15:35Z","2019-01-13T05:39:35Z"
"","17279","No Response Body when using custom HttpMessageConverter with @ResponseBody annotated Controller Advice method [SPR-12680]","**[Brian May](https://jira.spring.io/secure/ViewProfile.jspa?name=brian.may)** opened **[SPR-12680](https://jira.spring.io/browse/SPR-12680?redirect=false)** and commented  I have a controller advice method which is annotated with `@ResponseBody`. I have also defined an HttpMessageConverter supporting the returned type and text/csv, application/csv content types. I have confirmed that the message converter writeInternal method is being invoked, but writing to the stream from HttpOutputMessage.getBody() does not produce anything in the response body.  Returning the same object from a rest controller produces the expected response body.   ---  **Affects:** 4.1.4  **Reference URL:** http://stackoverflow.com/questions/28237983/no-response-body-with-httpmessageconverter-invoked-by-controlleradvice/28262535#28262535","closed","status: invalid,","spring-projects-issues","2015-02-01T04:25:46Z","2019-01-12T05:24:46Z"
"","17964","Create new annotation to set ""Link"" HTTP header for resource hints [SPR-13383]","**[Brian Clozel](https://jira.spring.io/secure/ViewProfile.jspa?name=bclozel)** opened **[SPR-13383](https://jira.spring.io/browse/SPR-13383?redirect=false)** and commented  The new [Resource Hints](http://w3c.github.io/resource-hints/) spec is still a W3C draft but is already [partially implemented in popular browsers](https://www.chromestatus.com/features#resource hints).  A new Controller/handler level annotation could help applications leverage this feature, even when the handler response is not a `ResponseEntity` return type (indeed, in this case, `ResponseEntity` already has builder methods for leveraging HTTP response headers).  The following code:  ```java @Controller public class MyController {    @RequestMapping(""/home"")   @Link(url=""https://example.com"", rel=""preconnect"")   public String home() {     //...     return ""home"";   } } ```  would result in an additional HTTP header in the handler response:  ``` Link: ; rel=preconnect ```  ---  **Affects:** 4.2 GA  **Reference URL:** http://w3c.github.io/resource-hints/  **Issue Links:** - #14179 Annotation that can control the HTTP response headers","closed","type: enhancement,","spring-projects-issues","2015-08-23T05:24:35Z","2019-01-11T18:18:47Z"
"","17963","VersionResourceResolver should add ETag headers when resolving resources [SPR-13382]","**[Brian Clozel](https://jira.spring.io/secure/ViewProfile.jspa?name=bclozel)** opened **[SPR-13382](https://jira.spring.io/browse/SPR-13382?redirect=false)** and commented  `VersionStrategy` and `VersionResourceResolver` can resolve resources using version strings. Those resources are then served without using this version information to set the `ETag` header.  The `VersionResourceResolver` should by default add this header value as this is valuable for HTTP clients. It should also provide an optional configuration setting to disable that behavior.  ---  **Affects:** 4.2 GA  **Issue Links:** - #18390 Preserve HTTP headers when caching resources in CachingResourceResolver  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/190eb6ace1acc03e2805dd25f16bc2359195821e","closed","type: enhancement,","spring-projects-issues","2015-08-23T05:10:00Z","2019-01-11T18:18:39Z"
"","17960","Quote if necessary Etags set with ResponseEntity builder API [SPR-13378]","**[Brian Clozel](https://jira.spring.io/secure/ViewProfile.jspa?name=bclozel)** opened **[SPR-13378](https://jira.spring.io/browse/SPR-13378?redirect=false)** and commented  Using `ResponseEntity`'s builder API like the following throws an `IllegalArgumentException` because the ETag is not quoted `""foo""` nor a weak ETag `W/""foo""`:  ```java ResponseEntity responseEntity = ResponseEntity.ok().eTag(""foo"").build(); ```    ---  **Affects:** 4.2 GA  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/88405be8a5953e6541a3821fdeace125492f3764","closed","type: enhancement,","spring-projects-issues","2015-08-22T06:27:20Z","2015-09-01T11:38:23Z"
"","17854","Add a new ResultMatcher for date formats in HTTP headers [SPR-13263]","**[Brian Clozel](https://jira.spring.io/secure/ViewProfile.jspa?name=bclozel)** opened **[SPR-13263](https://jira.spring.io/browse/SPR-13263?redirect=false)** and commented  HTTP headers such as `""Expires""`, `""Last-Modified""` all use date strings like `""Tue, 21 Jul 2015 10:00:00 GMT""`.  A new `ResultMatcher` should be useful to test those date headers using a long timestamp:  ```java this.mockMvc.perform(get(""/persons/1"").header(""If-Modified-Since"", now))   .andExpect(status().isNotModified())   .andExpect(header().dateValue(""Last-Modified"", timestamp)); ```  ---  **Affects:** 4.2 RC3  **Issue Links:** - #16531 MockHttpServletResponse.setDateHeader does not perform date formatting  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/cf2aed9d005686a7955c2ccfd42c07526b24fbd3","closed","type: enhancement,","spring-projects-issues","2015-07-22T02:03:13Z","2019-01-11T18:02:57Z"
"","17844","Document changes about HTTP cache header defaults in migration docs [SPR-13253]","**[Brian Clozel](https://jira.spring.io/secure/ViewProfile.jspa?name=bclozel)** opened **[SPR-13253](https://jira.spring.io/browse/SPR-13253?redirect=false)** and commented  ---  **Affects:** 4.2 RC3  **Issue Links:** - #16413 Server-side HTTP caching improvements","closed","in: web,","spring-projects-issues","2015-07-20T08:31:44Z","2019-01-11T18:03:38Z"
"","17843","Reset Pragma header in WebContentGenerator when caching resources [SPR-13252]","**[Brian Clozel](https://jira.spring.io/secure/ViewProfile.jspa?name=bclozel)** opened **[SPR-13252](https://jira.spring.io/browse/SPR-13252?redirect=false)** and commented  When using Spring Security or any other servlet filter setting the pragma HTTP header, applications may write inconsistent responses with caching `Cache-Control` headers and ""no-cache"" `Pragma` headers.  The resource handling code path should make sure that this header is not set.  ---  **Affects:** 4.2 RC3  **Reference URL:** https://github.com/spring-projects/spring-framework/pull/840  **Issue Links:** - #16413 Server-side HTTP caching improvements - #18625 Reset Expires header in WebContentGenerator when caching resources  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/15fe8279e6342dcd5cd52d59052c77d2159bff6b, https://github.com/spring-projects/spring-framework/commit/09e3fc40e5c24a9e10e807f892e1158ba16680d1, https://github.com/spring-projects/spring-framework/commit/ed34ea48764d65665f2ba4cceda7add50d15b152","closed","type: bug,","spring-projects-issues","2015-07-20T08:24:21Z","2019-01-11T18:03:28Z"
"","17832","PathResourceResolver should not resolve ""/"" as a JAR resource [SPR-13241]","**[Brian Clozel](https://jira.spring.io/secure/ViewProfile.jspa?name=bclozel)** opened **[SPR-13241](https://jira.spring.io/browse/SPR-13241?redirect=false)** and commented  This [StackOverflow question](http://stackoverflow.com/questions/31182261/thymeleaf-at-syntax-returns-empty-if-i-include-resourceurlencodingfilter/) demonstrates an issue with resource handling.  The following problem can be reproduced by: * adding at least one webjar resource on classpath * configuring it as a resource location * using the `ResourceUrlProvider` to resolve `""/""`  Doing so will call the resource chain to resolve this URL as an existing resource. Even if ""/"" is not a resource _per se_, folders within JARs are resolved as **existing and readable** resources, translating `""/""` into `""""` and thus breaking the root application link.   ---  **Affects:** 4.1.7  **Reference URL:** https://github.com/quwahara/stackoverflow-questions-31182261  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/daf94ea576b3d1b781e5d5db855538a97b1a1417, https://github.com/spring-projects/spring-framework/commit/064abad9d872253dd5a9d68795e4b03543cd4112, https://github.com/spring-projects/spring-framework/commit/106cce58cc32ef5afcbe17cf6bb18e325591a1be, https://github.com/spring-projects/spring-framework/commit/3a4085a286a4212c25cb95d9c595b33c0f28bb29  **Backported to:** [4.1.8](https://github.com/spring-projects/spring-framework/milestone/132?closed=1)","closed","type: bug,","spring-projects-issues","2015-07-16T10:23:54Z","2015-07-31T02:39:16Z"
"","17800","Make RedirectViews use RESPONSE_STATUS_ATTRIBUTE as a response status if defined [SPR-13208]","**[Brian Clozel](https://jira.spring.io/secure/ViewProfile.jspa?name=bclozel)** opened **[SPR-13208](https://jira.spring.io/browse/SPR-13208?redirect=false)** and commented  With #16413, many defaults regarding HTTP caching policies have been updated to the latest standards.  By default, `RedirectViews` have `http10Compatible` set to `true`, which means that they use HTTP 302 as a default HTTP response status. Setting this property to `false` make `RedirectViews` use HTTP 303 by default.  Now when set to false, RedirectViews don't use the `RESPONSE_STATUS_ATTRIBUTE` request attribute as a response HTTP if it is available. Both configuration choices should behave the same regarding to this request attribute.  ---  **Affects:** 4.1.7  **Reference URL:** https://jira.spring.io/browse/SPR-13197?focusedCommentId=117313&page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel#comment-117313  **Issue Links:** - #17789 Support `@ResponseStatus` with RedirectView  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/8e566026e0bf46f1c7b7ca2e38a37d2bee3a941e","closed","type: enhancement,","spring-projects-issues","2015-07-07T07:05:32Z","2019-01-13T05:39:58Z"
"","17768","Avoid reading (empty) RequestBody for HTTP methods that aren't expected to have a body [SPR-13176]","**[Brian Clozel](https://jira.spring.io/secure/ViewProfile.jspa?name=bclozel)** opened **[SPR-13176](https://jira.spring.io/browse/SPR-13176?redirect=false)** and commented  #17376 introduced the ability for a RequestBodyAdvice to turn empty input into some default value by iterating over all converters even when the body is empty. In some cases existing code that implicitly relies on the previous behavior (i.e. not looping over converters when the body is empty) may be affected.  For example consider the following from the referenced Boot ticket:  ```java @RequestMapping(value = ""/test"", method = [RequestMethod.GET, RequestMethod.POST]) public Person test(@RequestBody(required = false) Person person) {        //... } ```  The above is arguably not ideal way to declare request mappings since GET requests should not have a body and they don't typically have a content-type (the `required=false` attribute is somewhat used as a workaround instead of creating a separate handler method for GET requests). In this scenario, previously Spring MVC would exit early due to the null body + required=false. Currently however it loops over converters, it picks application/octet-stream by default, and since no converter can handle that, it results in an `HttpMediaTypeNotSupportedException`.  ---  **Affects:** 4.2 RC1  **Reference URL:** https://github.com/spring-projects/spring-boot/issues/3313  **Issue Links:** - #18068 `@RequestBody` required parameter is ignored allowing null payloads (_**""is duplicated by""**_) - #18434 Spring Controller is not able to detect empty string ("""") as a string object in RequestBody  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/3272a3b8badc29fd6f6022476dfb0124fbfeca85, https://github.com/spring-projects/spring-framework/commit/244c95b076542b112ab884392ebfbc9ab6dd8db0","closed","type: enhancement,","spring-projects-issues","2015-06-30T09:52:55Z","2019-01-13T05:40:11Z"
"","17609","StringIndexOutOfBoundsException in ResourceUrlEncodingFilter [SPR-13018]","**[Brian Clozel](https://jira.spring.io/secure/ViewProfile.jspa?name=bclozel)** opened **[SPR-13018](https://jira.spring.io/browse/SPR-13018?redirect=false)** and commented  When trying to encode an empty URL value for an application that has a configured servlet contextpath, the ResourceUrlEncodingFilter throws a StringIndexOutOfBoundsException.  ---  **Affects:** 4.1.6  **Reference URL:** https://github.com/aberasarte/spring-resource-handling/commit/c21e87256829ac184a88365071dc94cdffc598d0  **Issue Links:** - #18420 Regression: ResourceUrlEncodingFilter can throw StringIndexOutOfBoundsException with relative URL  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/71c3e4e4ee2d0cf206fd733a424b6afb83254f13, https://github.com/spring-projects/spring-framework/commit/51c941ca11e3006faaaeda45a71ba549481a4a19","closed","type: bug,","spring-projects-issues","2015-05-13T01:10:14Z","2019-01-11T16:05:32Z"
"","17604","Fix maven dependency scope conflicts in Gradle build [SPR-13013]","**[Brian Clozel](https://jira.spring.io/secure/ViewProfile.jspa?name=bclozel)** opened **[SPR-13013](https://jira.spring.io/browse/SPR-13013?redirect=false)** and commented  The build currently fails with:  ``` * What went wrong: Execution failed for task ':spring-orm:install'. > Could not publish configuration 'archives'    > Could not write to file '/opt/bamboo-home/xml-data/build-dir/SPR-PUB-JOB1/spring-orm/build/poms/pom-default.xml'.  Caused by: org.gradle.api.UncheckedIOException: Could not write to file '/opt/bamboo-home/xml-data/build-dir/SPR-PUB-JOB1/spring-orm/build/poms/pom-default.xml'.         at org.gradle.internal.IoActions$TextFileWriterIoAction.execute(IoActions.java:115) ...  Caused by: org.gradle.api.InvalidUserDataException: The configuration to scope mapping is not unique. The following configurations have the same priority: [org.gradle.api.artifacts.maven.Conf2ScopeMapping@46b852c, org.gradle.api.artifacts.maven.Conf2ScopeMapping@59d2e9ae] ```  While trying to write the pom.xml file, gradle is mapping all dependencies to versions + scope for the spring-orm module. I this case, it's finding several mappings for the same dependency and throws an Exception.  [Ensuring unique priority in our gradle plugin](https://github.com/spring-projects/spring-framework/blob/9d6c38bd54fe8931ee73fbb7a076625deb934e28/buildSrc/src/main/groovy/org/springframework/build/gradle/MergePlugin.groovy#L136) should fix the situation.   ---  **Reference URL:** https://github.com/spring-projects/spring-framework/blob/9d6c38bd54fe8931ee73fbb7a076625deb934e28/buildSrc/src/main/groovy/org/springframework/build/gradle/MergePlugin.groovy#L136  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/58d8a81b16540cfd7a716373f55ac00e8e9fa39b","closed","type: task,","spring-projects-issues","2015-05-11T07:47:07Z","2015-05-26T01:14:36Z"
"","17425","document groovy markup templating in reference doc [SPR-12829]","**[Brian Clozel](https://jira.spring.io/secure/ViewProfile.jspa?name=bclozel)** opened **[SPR-12829](https://jira.spring.io/browse/SPR-12829?redirect=false)** and commented   ---  **Affects:** 4.1.5  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/ba48d6489ff5b01ca656cceba19414b6eb404ebb","closed","type: task,","spring-projects-issues","2015-03-18T03:17:44Z","2015-06-30T15:26:32Z"
"","17401","Document XML attributes in mvc:resource-chain element [SPR-12804]","**[Brian Clozel](https://jira.spring.io/secure/ViewProfile.jspa?name=bclozel)** opened **[SPR-12804](https://jira.spring.io/browse/SPR-12804?redirect=false)** and commented   --- No further details from [SPR-12804](https://jira.spring.io/browse/SPR-12804?redirect=false)","closed","type: task,","spring-projects-issues","2015-03-11T02:39:05Z","2015-06-30T10:41:36Z"
