"#","No","Issue Title","Issue Details","State","Labels","User name","created","Updated"
"","1232","4.0.x","我需要源码","closed","","lianyiwuming","2016-11-08T08:10:53Z","2016-11-08T08:19:59Z"
"","1206","Replace J2EE with Java EE","String with version 5 the name of Java Platform, Enterprise Edition changed from J2EE to Java EE. However a lot of the documentation still uses the term J2EE.  This commit includes the following changes: - replace J2EE with Java EE where appropriate  This is not a blind search and replace. The following occurrences remain unchanged: - references to old J2EE releases, most notably 1.3 and 1.4. - references to ""Expert One-On-One J2EE Design and Development"" - references to ""Core J2EE patterns"" - XML namespaces - package names  I did sign and agree to the CLA.  Issue: SPR-14811","closed","","marschall","2016-10-14T14:25:40Z","2016-10-15T08:56:28Z"
"","1246","ThreadPoolExecutorFactoryBean add ability to prestart threads","Sometimes you want the executor given by ThreadPoolExecutorFactoryBean to be already hot. Thread initialization can be accomplished with MethodInvokingBean, but that is a little bit tricky.","closed","type: enhancement,","fededonna","2016-11-25T20:46:31Z","2021-11-24T13:03:37Z"
"","1259","SPR-14990 - Update JdbcUtils to improve enum support","Since we have StringToEnumConverter and IntegerToEnumConverter in shared DefaultConversionService, BeanPropertyRowMapper supports Enum now, but there is a little problem with jdbc 4.1 rs.getObject(index,type), if type is Enum it will always return null, actually we need String or Integer here, use rs.getObject(index) is fine.","closed","","quaff","2016-12-07T06:48:41Z","2016-12-08T16:15:57Z"
"","1083","Fix ambiguous static import","Since there is also a method org.mockito.Matchers.startsWith(String prefix), so the method startsWith(String) is ambiguous for the type TestPropertySourceUtilsTests, and as I don't know which one you want to use, so I just change the static import for org.hamcrest.CoreMatchers.containsString to use org.hamcrest.CoreMatchers.startsWith explicitly.  I have signed and agree to the terms of the Spring Individual Contributor License Agreement.","closed","","nkjackzhang","2016-06-17T04:05:20Z","2016-06-17T08:22:29Z"
"","1085","Fix ambiguous static import","Since there is also a method org.mockito.Matchers.startsWith(String prefix), so the method  startsWith(String) is ambiguous for the type TestPropertySourceUtilsTests, and as I don't know which one you want to use, so I just change the static import for  org.hamcrest.CoreMatchers.containsString to use org.hamcrest.CoreMatchers.startsWith explicitly.  I have signed and agree to the terms of the Spring Individual Contributor License Agreement.","closed","","nkjackzhang","2016-06-17T08:51:11Z","2016-06-17T15:20:23Z"
"","1063","Upgrade to moneta 1.1","See SPR-14296","closed","","eddumelendez","2016-05-20T22:59:51Z","2016-05-26T20:11:53Z"
"","1071","Support X-Forwarded-Prefix in ForwardedHeaderFilter","See SPR-14270","closed","","eddumelendez","2016-06-01T09:59:55Z","2016-06-01T21:25:07Z"
"","1098","SPR-13826 - Move to JDBC 4.1","See SPR-13826","closed","","eddumelendez","2016-07-04T21:11:14Z","2016-07-12T10:17:26Z"
"","1104","SPR-14443 -Autowired method ordering in AutowiredAnnotationBeanPostProcessor","See https://jira.spring.io/browse/SPR-14443. At now, it's impossible to predict order of autowired methods calls. But there are use cases when a creation of ordered beans is unwanted. For example, the code snippet at https://jira.spring.io/browse/SPR-14443 tried to inject different beans for each autowired method. Without that, I have to inject all the beans into the component class that looks bad. As a workaround I can create ordered beans but this approach has a bean creation overhead.  I have signed and agree to the terms of the Spring Individual Contributor License Agreement.","closed","","dimitrovchi","2016-07-09T05:27:50Z","2016-08-10T19:05:02Z"
"","1225","Escape (( and )) to prevent asciidoc processing","See http://asciidoctor.org/docs/user-manual/#user-index.","closed","","ejain","2016-10-27T01:36:00Z","2016-10-27T06:50:46Z"
"","1227","SPR-14304 Removes makeAccessible from convert","Removes ReflectionUtils.makeAccessible from convert in ObjectToObjectConverter, as method returned from getValidatedMember will nevere be private.  Issue: SPR-14304","closed","","LinkedList","2016-10-30T17:38:18Z","2016-10-31T06:51:26Z"
"","1180","formatting fix","Removed unnecessary quotation marks that caused improper rendering of in-line code.","closed","","kosmaty","2016-09-19T07:43:21Z","2016-09-19T12:58:51Z"
"","1146","Expose aliases for beans when constructing json.","Related to: https://jira.spring.io/browse/SPR-14632","closed","","ptahchiev","2016-08-26T11:58:40Z","2016-08-26T17:52:57Z"
"","1142","Refactored SseEvent to ServerSideEvent","Refactored mutable SseEvent class into immutable ServerSideEvent with builder.","closed","","poutsma","2016-08-25T12:17:08Z","2016-08-25T12:39:01Z"
"","1218","SPR-14818 - Add exception MissingServletRequestHeaderException","Reason : I am implementing a Restful API and needed to add a custom header value to all responses.  Some endpoint contained required request headers and wanted to customize the output for the specific situation of missing header values, by handling a more specific exception than ServletRequestBindingException.  General usage benefit: This is more consistent with the implementation of required request parameters.  There exists a MissingServletRequestParameterException for the specific situation of missing required request parameters.  A more specific exception is beneficial.  Issue: SPR-14818  I have agreed to the ICLA.","closed","","AustinSong","2016-10-24T00:19:03Z","2018-07-23T13:48:03Z"
"","1172","corrected punctuation in ""PropertySource abstraction"" chapter","Punctuation was broken in TIP section in ""PropertySource abstraction"" chapter - everything was rendered in single line.","closed","","kosmaty","2016-09-14T08:33:53Z","2016-09-14T09:08:26Z"
"","1093","iterate over all negociated content-type before returning a 406","Proposal to fix issue #SPR-14411  Signed-off-by: Mathieu POUSSE m.mathieu.pousse@gmail.com","closed","","mathieu-pousse","2016-06-28T12:08:01Z","2016-06-28T12:42:13Z"
"","1194","Handle async operation events","Problem: The following exception is observed when there is async operation timeout:   ``` java.lang.IllegalStateException: It is invalid to call isReady() when the response has not been put into non-blocking mode     at org.apache.coyote.Response.isReady(Response.java:616) ~[tomcat-embed-core-8.5.5.jar:8.5.5]     at org.apache.catalina.connector.OutputBuffer.isReady(OutputBuffer.java:677) ~[tomcat-embed-core-8.5.5.jar:8.5.5]     at org.apache.catalina.connector.CoyoteOutputStream.isReady(CoyoteOutputStream.java:155) ~[tomcat-embed-core-8.5.5.jar:8.5.5]     at org.springframework.http.server.reactive.ServletServerHttpResponse$ResponseBodyProcessor.isWritePossible(ServletServerHttpResponse.java:169) ~[spring-web-5.0.0.BUILD-SNAPSHOT.jar:5.0.0.BUILD-SNAPSHOT] ```  Current Implementation: The async operation events sent by the web container are not propagated to the internal implementation. When timeout/error happens and if the application does not complete the async operation, the web container will complete it. At that point if the application tries to read/write, the operation will fail with an exception (above) that there is not async operation started.  Proposed Solution: When there is an async operation timeout or the async operation failed to complete, calls to - AbstractRequestBodyPublisher.onError, - AbstractResponseBodyProcessor.onError, - AbstractResponseBodyFlushProcessor.onError  will be made. As a result of these calls the async operation will be completed and no more invocations of read/write will be made.","closed","","violetagg","2016-10-03T15:41:35Z","2016-10-13T20:34:57Z"
"","1174","Consider servlet context path in path matching","Prior to this commit, the reactive HttpRequestPathHelper used the path as returned from HttpRequest.getURI().getRawPath() as lookup path. However, when running in a servlet environment, this lookup path represents the entire path (including servlet context), which is not desirable.  This commit adds a getPath() method to HttpRequest, defaulting to return getURI().getRawPath(), but with an override in ServletServerHttpRequest to return the proper lookup path (obtained from UrlPathHelper).  Issue: SPR-14714","closed","","poutsma","2016-09-14T11:07:06Z","2016-09-16T19:28:16Z"
"","1199","SPR-14597: Resolve absolute resource links in ResourceTransformers","Prior to this commit, `ResourceTransformer` implementations would resolve internal links to other resources: both relative and absolute request paths. For relative request paths, those transformers would call `ResourceTransformerSupport.resolveUrlPath` with the resource path, as provided in the original file. This can cause problems when a `CachingResourceResolver` is configured in the resolver chain, because this resolver is caching resources, deriving the cache key from the given resource path — this can cause collisions for cases like this:  ``` resources/ |--foo/ |  |--foo.css (imports style.css) |  |--style.css |--bar/ |  |--bar.css (imports style.css) |  |--style.css ```  The first ""style.css"" resolved resource is then cached and will be given to any request asking for ""style.css"".  To avoid those issues, this commit improves the `ResourceTransformer` implementations to calculate the absolute request path before asking the chain to resolve the resource URL, thus avoiding duplications. The resource chain will be then asked to resolve ""/foo/style/css"" or ""/bar/style.css"".  Issue: SPR-14597","closed","","bclozel","2016-10-07T21:01:08Z","2016-10-11T16:48:30Z"
"","1255","SPR-12031 Support @ContextConfiguration at method level","Prior Spring TestContext Framework had not supported @ContextConfiguration annotation on the method-level.  This commit enables @ContextConfiguration and @ContextHierarchy to be the method-level annotations. Now TCF will emit fully configured throw-away TestContext for the particular test method.  Issue: [SPR-12031](https://jira.spring.io/browse/SPR-12031)","closed","","fdesu","2016-12-06T13:35:29Z","2017-06-12T19:02:10Z"
"","1055","MockMvcWebConnection stores cookies from response","Previously MockMvcWebConnection did not update the cookie manager with the cookies from MockHttpServletResponse. This meant that newly added cookies are not saved to the cookie manager and thus are not presented in the next request.  This commit ensures that MockMvcWebConnection stores the response cookies in the cookie manager.  Issue: [SPR-14265](https://jira.spring.io/browse/SPR-14265)","closed","","rwinch","2016-05-11T05:16:22Z","2016-05-31T16:57:50Z"
