"#","No","Issue Title","Issue Details","State","Labels","User name","created","Updated"
"","882","SPR-13545: fix for nullpointer when receiving a request with an inval…","…id transport type  Tagging @nstarke who wrote the fuzzer that found the issue.","closed","","benkiefer","2015-10-07T02:51:34Z","2015-10-07T09:59:39Z"
"","18420","Regression: ResourceUrlEncodingFilter can throw StringIndexOutOfBoundsException with relative URL [SPR-13847]","**[Dallas Hopewell](https://jira.spring.io/secure/ViewProfile.jspa?name=dallas)** opened **[SPR-13847](https://jira.spring.io/browse/SPR-13847?redirect=false)** and commented  I have a web application that is throwing the following exception after updating from Spring Framework version 4.1.7 to 4.2.4  ``` Caused by java.lang.StringIndexOutOfBoundsException: String index out of range: -3   java.lang.String.substring(String.java:1967)   org.springframework.web.servlet.resource.ResourceUrlEncodingFilter$ResourceUrlEncodingResponseWrapper.encodeURL(ResourceUrlEncodingFilter.java:80)   javax.servlet.http.HttpServletResponseWrapper.encodeURL(HttpServletResponseWrapper.java:76)   javax.servlet.http.HttpServletResponseWrapper.encodeURL(HttpServletResponseWrapper.java:76)   org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.encodeURL(SaveContextOnUpdateOrErrorResponseWrapper.java:118)   javax.servlet.http.HttpServletResponseWrapper.encodeURL(HttpServletResponseWrapper.java:76)   org.apache.taglibs.standard.tag.common.core.UrlSupport.doEndTag(UrlSupport.java:117)   org.apache.jsp.WEB_002dINF.jsp.tasks.context_jsp._jspx_meth_c_005furl_005f0(context_jsp.java:400)   org.apache.jsp.WEB_002dINF.jsp.tasks.context_jsp._jspService(context_jsp.java:153) ```  The part of the JSP where the error occurs is: -  ```  ```  The problem seems to be when the javax.servlet.http.HttpServletResponseWrapper#encodeURL(String) method is invoked with a 'relative' URL path including a query string, and that query string index in the URL path is less than the number of characters in the web application's context path then the exception is thrown.  ---  **Affects:** 4.2.4  **Attachments:** - [SPR13847.java](https://jira.spring.io/secure/attachment/23255/SPR13847.java) (_4.28 kB_)  **Issue Links:** - #17956 ResourceUrlProvider should only consider paths and not request parameters - #17609 StringIndexOutOfBoundsException in ResourceUrlEncodingFilter - #21069 StringIndexOutOfBoundsException when rewriting links in CSS resources","closed","type: bug,","spring-projects-issues","2016-01-07T10:00:54Z","2019-01-14T04:40:43Z"
"","18365","Support global separator in  [SPR-13792]","**[Corrado Alesso](https://jira.spring.io/secure/ViewProfile.jspa?name=namero999)** opened **[SPR-13792](https://jira.spring.io/browse/SPR-13792?redirect=false)** and commented  `` should support a property **_separator_** that will apply globally to the inner `` tags so that it won't be necessary to replicate this information on all the inner tags, assuming the format of the scripts is the same. In any case, script-level separator support should not be removed, so that specific overrides can be set as needed.  Please see gist here https://gist.github.com/namero999/ef3d5fb82200a930e9f6  In the context of this ticket, documentation at http://docs.spring.io/spring-framework/docs/current/spring-framework-reference/html/jdbc.html#jdbc-intializing-datasource should be updated accordingly as well.   ---  **Affects:** 4.2.3  **Reference URL:** https://gist.github.com/namero999/ef3d5fb82200a930e9f6  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/714ae2684c4f97b8fcae564afbc48d94bc76a544","closed","type: enhancement,","spring-projects-issues","2015-12-14T15:01:04Z","2016-04-06T08:38:13Z"
"","18431","FastByteArrayOutputStream$FastByteArrayInputStream behaves incorrectly when no data is available [SPR-13858]","**[Cornelius Riemenschneider](https://jira.spring.io/secure/ViewProfile.jspa?name=cri)** opened **[SPR-13858](https://jira.spring.io/browse/SPR-13858?redirect=false)** and commented  The read(byte[] b, int off, int len) method of FastByteArrayOutputStream$FastByteArrayInputStream returns 0 instead of -1 in the condition of this.currentBuffer == null. The correct return value would be -1, as the read() method already does. This breaks for example StreamUtils.copy(), which never leaves the loop.  The issue is fixed by replacing if (this.currentBuffer == null) { // this stream doesn't have any data in it return 0; }  with if (this.currentBuffer == null) { // this stream doesn't have any data in it return -1; }   ---  **Affects:** 4.2.4  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/5d4547d34305ae980cc69f8df625772403bbbe1a, https://github.com/spring-projects/spring-framework/commit/8516de62e3ee3ee86af2e0349cfac4f692b2f92c","closed","in: core,","spring-projects-issues","2016-01-11T17:56:11Z","2016-02-25T09:36:35Z"
"","18405","wrong example given at section 17.4 Handler mappings [SPR-13832]","**[Constantino Cronemberger](https://jira.spring.io/secure/ViewProfile.jspa?name=ccronemberger)** opened **[SPR-13832](https://jira.spring.io/browse/SPR-13832?redirect=false)** and commented  The example given at:  http://docs.spring.io/spring/docs/3.2.16.RELEASE/spring-framework-reference/htmlsingle/#mvc-handlermapping  Does not work.  I had to remove the id from the bean declaration for it to work:  \ \ \ \ \ \ \   ---  **Affects:** 3.2.16  **Backported to:** [3.2.17](https://github.com/spring-projects/spring-framework/milestone/105?closed=1)","closed","type: documentation,","spring-projects-issues","2015-12-30T12:27:18Z","2016-04-06T08:38:11Z"
"","18429","Custom httpstatus codes [SPR-13856]","**[Constantin Baer](https://jira.spring.io/secure/ViewProfile.jspa?name=constantinbaer)** opened **[SPR-13856](https://jira.spring.io/browse/SPR-13856?redirect=false)** and commented  Because of the hardcoded HttpStatus.valueOf(code) in .getStatusCode() in AbstractClientHttpResponse, it is not possible to add your own costum http-statuscodes to the rest-interface. I wished there would be an easy method to add new statuscodes.   --- No further details from [SPR-13856](https://jira.spring.io/browse/SPR-13856?redirect=false)","closed","type: enhancement,","spring-projects-issues","2016-01-11T13:10:45Z","2019-01-13T20:43:33Z"
"","18427","Src of spring-web-4.2.3 release does not matches the actual class.file code [SPR-13854]","**[Constantin Baer](https://jira.spring.io/secure/ViewProfile.jspa?name=constantinbaer)** opened **[SPR-13854](https://jira.spring.io/browse/SPR-13854?redirect=false)** and commented  The source of the class RestTemplate in spring-web-4.2.3 does not match the actual code. While debugging, myRestTemplate.exchange(uri, method, entity, clazz); jumps to line 466 instead of 470 which is the methods line in the source. The source and classfiles where loaded via gradle and mavenrepository http://mvnrepository.com/artifact/org.springframework/spring-web/4.2.3.RELEASE   ---  **Reference URL:** http://mvnrepository.com/artifact/org.springframework/spring-web/4.2.3.RELEASE","closed","status: invalid,","spring-projects-issues","2016-01-11T10:19:29Z","2019-01-12T05:23:14Z"
"","18772","Java 8 default methods not detected as bean properties [SPR-14198]","**[Conor Gallagher](https://jira.spring.io/secure/ViewProfile.jspa?name=cjbooms)** opened **[SPR-14198](https://jira.spring.io/browse/SPR-14198?redirect=false)** and commented  As the title suggests, Spring 4.2.5.RELEASE cannot inject into Java 8 default methods via xml context files.  I have thrown together a simple example on GitHub to demonstrate how this fails:  ```java     void setSomeDate(LocalDate localDate);      default void setSomeDateInDayMonthYear(String dayMonthYear) {         setSomeDate(LocalDate.parse(dayMonthYear, DateTimeFormatter.ofPattern(""dd/MM/yyyy"")));     } ```  An egregious workaround is to reference the default method from the implementation as follows:  ```java @Override public void setSomeDateInDayMonthYear(String dayMonthYear) {     SomeInterface.super.setSomeDateInDayMonthYear(dayMonthYear); } ```  Also referenced on SO: http://stackoverflow.com/questions/30477367/spring-4-cannot-execute-java-8-default-methods  ---  **Affects:** 4.2.5  **Reference URL:** https://github.com/cjbooms/spring-default-methods  **Issue Links:** - #15547 `@Bean` on Java 8 default methods in interfaces - #21516 CachedIntrospectionResults should build complete descriptor for setter/getter across interface hierarchy - #20869 CachedIntrospectionResults should use BeanInfoFactory when introspecting implemented interfaces  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/ce2f28da49d1e300d81589d70b38d39b450aefee","closed","type: enhancement,","spring-projects-issues","2016-04-21T10:55:29Z","2019-01-13T05:26:09Z"
"","18270","Regression: Spring on WildFly causing ClassNotFoundException in ASM when deployed outside of EAR [SPR-13695]","**[cns-web](https://jira.spring.io/secure/ViewProfile.jspa?name=cns-web)** opened **[SPR-13695](https://jira.spring.io/browse/SPR-13695?redirect=false)** and commented  Hi, the problem affects my deployment since 4.2.3 (in 4.2.2 everything worked fine)..  See the reference url for the description with stack:  Short summary - EAR on Wildfly which has dependency to spring module - Spring module is deployed within the wildfly modules folder (not bundled with the deployment ear!)  Reason for the CNFE: - getClass().getClassLoader()  called in context of spring-jar for classes which are in the deployment EAR. ->> Different classloader  If you need any additional info i will provide.  ---  **Affects:** 4.2.3  **Reference URL:** https://github.com/spring-projects/spring-framework/commit/8c4b8d253a79c4d349b09c14202e7a8ee96a0ca1#commitcomment-14416143  **Issue Links:** - #17913 Unable to intercept methods with mixed enum types as varargs  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/20a286b4d68bec210456751b496c9b174e7ca287","closed","in: core,","spring-projects-issues","2015-11-17T09:20:46Z","2019-01-11T19:25:18Z"
"","18735","MappingJackson2HttpMessageConverter should not always log a warning [SPR-14163]","**[Claes Mogren](https://jira.spring.io/secure/ViewProfile.jspa?name=claes.mogren@gmail.com)** opened **[SPR-14163](https://jira.spring.io/browse/SPR-14163?redirect=false)** and commented  We have a project that registers both a MappingJackson2HttpMessageConverter and a ProtobufHttpMessageConverter to our RestTemplate. This works fine, but every time we de-serialize a JSON body into a protobuf we get something like:  2016-04-13 13:22:30.760  WARN [app-service] 15947 --- [AppClient-1] .c.j.MappingJackson2HttpMessageConverter : Failed to evaluate deserialization for type [simple type, class com.company.product.component.protobuf.Client$Configurations]: com.fasterxml.jackson.databind.JsonMappingException: Can not find a (Map) Key deserializer for type [simple type, class com.google.protobuf.Descriptors$FieldDescriptor]  It can of course be hidden by setting logging.level.org.springframework.http.converter.json: 'ERROR' in our application.yml, but it's not the solution.  ---  **Affects:** 4.1.7  **Reference URL:** https://github.com/spring-projects/spring-framework/blob/master/spring-web/src/main/java/org/springframework/http/converter/json/AbstractJackson2HttpMessageConverter.java#L156  **Issue Links:** - #16030 Log caught exception in MappingJackson2HttpMessageConverter - #15886 MappingJackson2(Http)MessageConverter should be more verbose in canRead/canWrite checks (on Jackson 2.3) - #20141 Poor diagnostics when Jackson cannot deserialise an application/json payload due to a missing deserialiser - #21486 AbstractJackson2HttpMessageConverter incorrectly logs at WARN level after upgrading to Jackson 2.9  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/62ce9afe3a0f24910744ab45947ed8e350bae6ca, https://github.com/spring-projects/spring-framework/commit/bf3cadb90810fc93e356f3148bc3f98adf098797, https://github.com/spring-projects/spring-framework/commit/e3667467f627bc60e4e72df766facec66d37ec86, https://github.com/spring-projects/spring-framework/commit/5f4e838f4165f99ac6166a14e8ce6afcc39a5ba0, https://github.com/spring-projects/spring-framework/commit/334b4a99b05cfaf3b09910a0f502770a3917eeab","closed","type: enhancement,","spring-projects-issues","2016-04-13T12:05:44Z","2019-01-11T16:36:03Z"
"","18828","Doc: UriComponentsBuilder does not encode query parameters [SPR-14256]","**[Christopher Smith](https://jira.spring.io/secure/ViewProfile.jspa?name=w_c_smith)** opened **[SPR-14256](https://jira.spring.io/browse/SPR-14256?redirect=false)** and commented  `UriComponentsBuilder` does not encode query parameters, expecting them to be encoded by the client already. The documentation does not indicate one way or another whether pre-encoding is necessary, and it would be helpful to note that it is.   ---  **Affects:** 4.3 RC1","closed","status: declined,","spring-projects-issues","2016-05-06T08:26:58Z","2021-09-15T17:52:05Z"
"","18741","MockWebResponseBuilder can't handle null domain in cookie [SPR-14169]","**[Christopher Smith](https://jira.spring.io/secure/ViewProfile.jspa?name=w_c_smith)** opened **[SPR-14169](https://jira.spring.io/browse/SPR-14169?redirect=false)** and commented  This is a regression from 4.2, and any tests that set a cookie without explicitly setting the domain will fail when the setting request is made.  As part of the resolution for #18623, `MockWebResponseBuilder` was retrofitted in f5a5a81 to send the cookie on a round trip through HtmlUnit's `Cookie` class. The constructor for `Cookie` throws an exception if the cookie's domain is not set, as is rather typical with custom cookies and is acceptable per RFC 6265 5.3.  This seems to be a bug in HtmlUnit, but the Spring implementation should, if it's going to use the HtmlUnit algorithm as a utility, ensure that the domain is set to the domain of the request (e.g., `localhost`) if not otherwise specified in the `javax.servlet.http.Cookie`.  ---  **Affects:** 4.3 RC1  **Issue Links:** - #18623 MockHttpServletResponse should convert Cookies into Set-Cookie header  **Referenced from:** pull request https://github.com/spring-projects/spring-framework/pull/1044","closed","type: bug,","spring-projects-issues","2016-04-14T03:31:57Z","2019-01-11T16:36:22Z"
"","18668","DelegatingWebMvcConfiguration#addFormatters fires before autowiring [SPR-14096]","**[Christopher Smith](https://jira.spring.io/secure/ViewProfile.jspa?name=w_c_smith)** opened **[SPR-14096](https://jira.spring.io/browse/SPR-14096?redirect=false)** and commented  In migrating some MockMvc tests, I ran into a problem where the `DomainClassConverter` was not being called properly to resolve an `@PathVariable` for a repository entity; I'm explicitly importing `SpringDataWebConfiguration` (Commons 1.11.2) into my test configuration to register it.  On debugging, I found that the `DelegatingWebMvcConfiguration#addFormatters()` method is being called (from `mvcConversionService()`) before `configurers` is autowired, but only in my new tests. In my old tests, the field autowiring happens first, then `addFormatters()` is called, and everything is happy.  Every single version included is identical except for an upgrade from Geb 0.10 to 0.13.  What's particularly strange is that in `SpringDataWebConfiguration`, the `conversionService` field is annotated with `@Qualifier(""mvcConversionService"")`. In the passing test, the field appears to be wired (with a `DependencyObjectFactory`) **before** the bean method is invoked (the runtime class is enhanced, and it's difficult to determine actual field values in Eclipse; a watchpoint on the field hangs indefinitely), meaning that the configuration class is available as a configurer before `addFormatters()` is called. It seems that this **shouldn't** work because of the circular dependency, but then in that case the configuration would **always** fail.  After rummaging around in the stack trace, it appears that the difference lies in how one of my configuration classes is imported; if the test class includes it directly as a configuration, I'm okay; if it's included through a series of `@Import` directives, `mvcConversionService()` is evaluated before autowiring and the conversion fails at runtime.  This inconsistency appears to indicate a semantic bug in the autowiring handling for `DelegatingWebMvcConfiguration`, since `required = false` seems to be interpreted as ""it's okay to start calling `@Bean` methods on this class before this field is wired"", when it's actually intended to indicate ""it's okay if this field doesn't have any matching beans"" (which should be represented by an empty collection anyway).  I don't know if there's a non-breaking way to actually specify this, but if at all possible the (possibly-empty) collection of configurers should be autowired on `DelegatingWebMvcConfiguration` before its bean method start getting invoked.   ---  **Affects:** 4.2.4  **Referenced from:** commits https://github.com/spring-projects/spring-framework-issues/commit/a4af21a494ce80edd94eebb79d6fe08f7e4a5139, https://github.com/spring-projects/spring-framework-issues/commit/006cd886b068d3aaaff8630f881ffb0731a167be","closed","in: core,","spring-projects-issues","2016-03-30T01:41:00Z","2019-01-11T16:31:59Z"
"","18638","MockMvcWebConnection should share CookieManager with HtmlUnit driver [SPR-14066]","**[Christopher Smith](https://jira.spring.io/secure/ViewProfile.jspa?name=w_c_smith)** opened **[SPR-14066](https://jira.spring.io/browse/SPR-14066?redirect=false)** and commented  While working on the other side of #18623 (trying to explicitly set a cookie as a given and then loading a page, expecting the controller to see the cookie's value), I discovered that the `MockMvcWebConnection` used by the HtmlUnit driver maintains a completely separate copy of `WebClient` with its own state. This is presumably because the `DelegatingWebConnection` operates as a sort of decorator.  However, this means that any cookies set in the `driver.manage().addCookie()` (or equivalent) are simply missing from the context used to issue local MockMvc requests.  The connection object should, when creating the delegate `WebClient`, use the same `CookieManager` as the parent `WebClient`.  This code, inserted in `setup()`, appears to induce the expected behavior:  ```java WebClient topLevelWebClient = driver.@webClient CookieManager topLevelCookieManager = topLevelWebClient.cookieManager  (topLevelWebClient.webConnection as DelegatingWebConnection).@connections     .findAll { DelegatingWebConnection.DelegateWebConnection connection ->         connection.delegate instanceof MockMvcWebConnection     }.each { (it.@delegate as MockMvcWebConnection).@webClient.cookieManager = topLevelCookieManager } ```  ---  **Affects:** 4.2.5  **Issue Links:** - #18837 MockMvcWebConnection should update cookie manager with MockHttpServletResponse cookies  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/411ff8450fbf386b5a88f01777ab1e49aaa33a8d, https://github.com/spring-projects/spring-framework/commit/4a6c2dbb159e2b41b1d87c38078da55490a801c0, https://github.com/spring-projects/spring-framework/commit/7d96ad1f6ece5534092ff537d9f89f914a9c2566","closed","type: enhancement,","spring-projects-issues","2016-03-17T12:45:17Z","2019-01-11T14:41:38Z"
"","18623","MockHttpServletResponse should convert Cookies into Set-Cookie header [SPR-14051]","**[Christopher Smith](https://jira.spring.io/secure/ViewProfile.jspa?name=w_c_smith)** opened **[SPR-14051](https://jira.spring.io/browse/SPR-14051?redirect=false)** and commented  When a cookie is set on a `MockHttpServletResponse` via `addCookie(Cookie)`, the cookie goes into the internal list of cookies, but the response does not convert a list of cookies into a header; none of the accessors, including `getHeaderNames()` and `containsHeader()`, responds with the expected `Set-Cookie` header.  This was probably overlooked when MockMvc results were inspected directly for cookies, but the HtmlUnit driver treats the servlet response as ordinary HTTP and does not apply special handling. Therefore, under Selenium tests, cookies are silently discarded.  (A possible workaround would be to have the `MockMvcWebConnection` translate the cookies, but this seems like a special-casing of what should be conforming to the general contract that `addCookie` actually outputs the cookie.)  ---  **Affects:** 4.2.5  **Issue Links:** - #18741 MockWebResponseBuilder can't handle null domain in cookie  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/f5a5a81e954ea069e5d6aaa2d6cb36e41af927d1","closed","type: enhancement,","spring-projects-issues","2016-03-14T19:21:45Z","2019-01-11T14:42:00Z"
"","18617","ModelAndView is replaced when a RedirectView is used [SPR-14045]","**[Christopher Smith](https://jira.spring.io/secure/ViewProfile.jspa?name=w_c_smith)** opened **[SPR-14045](https://jira.spring.io/browse/SPR-14045?redirect=false)** and commented  I have a `HandlerInterceptor` that is Doing Things for me based on the contents of the model I populate in a controller. I have a controller that returns a `ModelAndView` with a `RedirectView`, filling data into the model to be processed by the interceptor before the redirect fires.  However, the `ModelAndView` object is replaced by Spring between the controller return and the interceptor invocation (the objects have different IDs when inspected). The view is copied, but the model is discarded.  This appears to be a result of interactions between the handler's `ignoreDefaultModelOnRedirect` and the `ModelAndViewContainer`; even though a method that returns a `ModelAndView` is **not** using the ""default"" model, the returned model is discarded.  If a controller method returns an explicit model in a `ModelAndView`, then that model should be retained even when `ignoreDefaultModelOnRedirect` is set.  ---  **Affects:** 3.2.16, 4.2.5  **Issue Links:** - #17146 `@SessionAttributes` not populated when going directly to POST and redirecting while ignoreDefaultModelOnRedirect=true  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/9e3bb1e26f73893efb0af4d5acaa4489a716127c, https://github.com/spring-projects/spring-framework/commit/582864802e49f0cc47575be00194e4194d7b1dc5, https://github.com/spring-projects/spring-framework/commit/d7062f6291904b86b683cbffe537121506cbffcc  **Backported to:** [3.2.17](https://github.com/spring-projects/spring-framework/milestone/105?closed=1)","closed","type: bug,","spring-projects-issues","2016-03-11T21:02:21Z","2019-01-13T05:27:38Z"
"","18538","support HTTP status error pages on MockMvc [SPR-13966]","**[Christopher Smith](https://jira.spring.io/secure/ViewProfile.jspa?name=w_c_smith)** opened **[SPR-13966](https://jira.spring.io/browse/SPR-13966?redirect=false)** and commented  MockMvc does not run an actual servlet container but implements part of the stack for testing purposes. Currently, MockMvc does not support content in error responses; for example, a 403 or 404 status will result in an empty body.  With the new HtmlUnit driver support, it's very simple to write most functional tests in something like Spock+Geb, but tests that expect an error (e.g., ""Bob can't view Alice's document"") require dropping back into the MockMvc DSL because the driver only exposes the view content and not the status code.  I would like to be able to configure the MockMvc to serve HTML pages as error responses, similar to Boot's `ConfigurableEmbeddedServletContainer#addErrorPages(ErrorPage[])` so that I can use ordinary Selenium methods of identifying when I've encountered an error.   ---  **Affects:** 4.2.4","open","type: enhancement,","spring-projects-issues","2016-02-21T19:04:45Z","2019-01-14T02:22:44Z"
"","18136","ability to set response status on ModelAndView [SPR-13560]","**[Christopher Smith](https://jira.spring.io/secure/ViewProfile.jspa?name=w_c_smith)** opened **[SPR-13560](https://jira.spring.io/browse/SPR-13560?redirect=false)** and commented  I am supporting resource deletion under certain circumstances, but semantic preconditions (referential integrity) must be enforced, and if they aren't, I want to return a 422. This is fairly simple in a REST controller, but in an HTML controller, I want to send the user an HTML page describing the condition, along with the 422 status code.  I can programmatically set the status code for a REST response with a `ResponseEntity`, and I can statically set the status code for an HTML response with `@ResponseStatus`, but there's no mechanism for programmatically setting the status code when using a `ModelAndView`. I would like a status field on `ModelAndView` that I can set based on controller logic.  ---  **Affects:** 4.2.1  **Issue Links:** - #19362 ModelAndView's setStatus does not work for `@ExceptionHandler` methods  1 votes, 4 watchers","closed","type: enhancement,","spring-projects-issues","2015-10-09T17:45:59Z","2019-01-13T05:35:13Z"
"","18123","allow ResponseStatus on Controller class [SPR-13547]","**[Christopher Smith](https://jira.spring.io/secure/ViewProfile.jspa?name=w_c_smith)** opened **[SPR-13547](https://jira.spring.io/browse/SPR-13547?redirect=false)** and commented  I'm collecting our obsolete-and-redirected URLs into a single controller, and it would be convenient to be able to specify `@ResponseStatus(MOVED_PERMANENTLY)` on the class rather than on every method, as mappings and `@ResponseBody` can be.   ---  **Affects:** 4.2.1  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/73a794336cceb543098b73ae57cc0393bd401c00","closed","type: enhancement,","spring-projects-issues","2015-10-07T21:09:24Z","2016-04-06T08:38:14Z"
"","18101","HtmlUnitRequestBuilder doesn't handle query parameters without equals sign [SPR-13524]","**[Christopher Smith](https://jira.spring.io/secure/ViewProfile.jspa?name=w_c_smith)** opened **[SPR-13524](https://jira.spring.io/browse/SPR-13524?redirect=false)** and commented  Blank request parameters are used occasionally to conditionally turn on messages inside templates. For example, Spring Security uses `/login?error` to indicate that a username/password pair was incorrect. However, `HtmlUnitRequestBuilder` currently attempts to decode `null` values for query parameters which results in a `NullPointerException`. See the following stack trace for details.  ``` Caused by: java.lang.NullPointerException 	at java.net.URLDecoder.decode(URLDecoder.java:136) 	at org.springframework.test.web.servlet.htmlunit.HtmlUnitRequestBuilder.params(HtmlUnitRequestBuilder.java:365) 	at org.springframework.test.web.servlet.htmlunit.HtmlUnitRequestBuilder.buildRequest(HtmlUnitRequestBuilder.java:121) 	at org.springframework.test.web.servlet.MockMvc.perform(MockMvc.java:140) 	at org.springframework.test.web.servlet.htmlunit.MockMvcWebConnection.getResponse(MockMvcWebConnection.java:122) ```  Adding an equals sign with no content prevents the exception but shouldn't be required, especially since other Spring components generate redirects with this form.  ---  **Affects:** 4.2 GA  **Issue Links:** - #18113 UriComponentsBuilder interprets empty request parameters as null  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/283fc945722365eeb4986d3dbc503ff93b45e2b7, https://github.com/spring-projects/spring-framework/commit/61a46db10179b187d52edd2a0db67b97f2faab02","closed","type: bug,","spring-projects-issues","2015-09-30T16:05:53Z","2019-01-11T17:28:03Z"
"","18080","empty set in MVC @ModelAttribute is null [SPR-13502]","**[Christopher Smith](https://jira.spring.io/secure/ViewProfile.jspa?name=w_c_smith)** opened **[SPR-13502](https://jira.spring.io/browse/SPR-13502?redirect=false)** and commented  I am using checkboxes to bind to a `Set options` in my form class. When any of the boxes is checked, I get correct results, but if none is, then the set is null instead of empty.  I'm using Thymeleaf to bind the fields and have confirmed that the `_options: on` placeholder is being sent in the POST.   ---  **Affects:** 4.2.1","closed","type: enhancement,","spring-projects-issues","2015-09-24T18:52:15Z","2017-03-17T07:46:04Z"
"","18067","inject singleton constructor even if not annotated [SPR-13489]","**[Christopher Smith](https://jira.spring.io/secure/ViewProfile.jspa?name=w_c_smith)** opened **[SPR-13489](https://jira.spring.io/browse/SPR-13489?redirect=false)** and commented  When using constructor injection, the `AutowiredAnnotationBeanPostProcessor` requires that the intended constructor be annotated with `@Autowired` or `@Inject`. If a class has only one constructor (meaning, in particular, that it has **no** default constructor), the container should use that constructor even if it isn't annotated, since there is no possible ambiguity.  Since this logic is applicable only in the case of exactly one constructor, `determineCandidateConstructors` could short-circuit the selection logic if `rawCandidates.length == 1`.  ---  **Affects:** 4.2.1  **Issue Links:** - #16883 Make `@Autowired` optional on a single constructor of a class decorated with `@Component` (_**""duplicates""**_)  1 votes, 2 watchers","closed","type: enhancement,","spring-projects-issues","2015-09-23T04:27:07Z","2019-01-13T05:35:27Z"
"","18507","AbstractMarshaller's DocumentBuilderFactory instance may be used by several threads simultaneously [SPR-13935]","**[Christophe Sourisse](https://jira.spring.io/secure/ViewProfile.jspa?name=dosyfier)** opened **[SPR-13935](https://jira.spring.io/browse/SPR-13935?redirect=false)** and commented  Spring OXM provides an abstract support class - AbstractMarshaller - that helps discriminating between different Source / Result types when respectively unmarshalling / marshalling some data. When it has to deal with some DOMSource or DOMResult, this class may build an empty DOM Document (see AbstractMarshaller#marshalDomResult, line 252) if the source or the result doesn't have any initially. This is done by the 'buildDocument' method (line 131).  Problem: a single and non-synchronized DocumentBuilderFactory instance (lazy-initialized) is used to build document builders within this 'buildDocument' method. However, depending on the DocumentBuilderFactory implementation used, the considered instance may not be thread-safe and, thus, some issues may be observed when several calls are made simultaneously to the same Marshaller/Unmarshaller instance.  A possible correction would be to synchronize the use of the DocumentBuilderFactory within 'buildDocument' using the 'documentBuilderFactoryMonitor' monitor variable:  ```java protected Document buildDocument() {     // ...     DocumentBuilder documentBuilder;     synchronized (this.documentBuilderFactoryMonitor) {         if (this.documentBuilderFactory == null) {             this.documentBuilderFactory = createDocumentBuilderFactory();         }         documentBuilder = createDocumentBuilder(this.documentBuilderFactory);     }     // ... The document builder is ready for use ... } ```  Otherwise, it could be considered to instantiate a new document builder factory each time some is needed.  Could you please confirm the bug and handle it? Thanks.   ---  **Affects:** 3.2.16, 4.2.4  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/f61b9984474f73d4ceed95e5df24b3c3f76df73c, https://github.com/spring-projects/spring-framework/commit/ad103016eb56fa624518f319f83894da8f9ddc11, https://github.com/spring-projects/spring-framework/commit/5047e9062527b4bd754e7fc0f0ac85486512eb16  **Backported to:** [3.2.17](https://github.com/spring-projects/spring-framework/milestone/105?closed=1)","closed","type: bug,","spring-projects-issues","2016-02-09T21:51:07Z","2016-04-06T08:38:13Z"
"","18510","NumberToNumberConverterFactory should allow usage of AtomicInteger and AtomicLong as source. [SPR-13938]","**[Christoph Strobl](https://jira.spring.io/secure/ViewProfile.jspa?name=cstrobl)** opened **[SPR-13938](https://jira.spring.io/browse/SPR-13938?redirect=false)** and commented  `NumberUtils` used by `NumberToNumberConverterFactory` does not support converting `AtomicInteger` and `AtomicLong`.  Please consider alerting `NumberToNumber#convert(Number)` to something like:  ```java public T convert(Number source) {    if (source instanceof AtomicInteger) {      return NumberUtils.convertNumberToTargetClass(((AtomicInteger) source).get(), this.targetType);   }   if (source instanceof AtomicLong) {     return NumberUtils.convertNumberToTargetClass(((AtomicLong) source).get(), this.targetType);   }      return NumberUtils.convertNumberToTargetClass(source, this.targetType); } ```  ---  Related to: [DATAMONGO-1288](https://jira.spring.io/browse/DATAMONGO-1288)  ---  **Affects:** 4.1.9, 4.2.4  **Issue Links:** - [DATAMONGO-1288](https://jira.spring.io/browse/DATAMONGO-1288) Update.inc(String, Number) method fails to work with AtomicInteger","closed","type: enhancement,","spring-projects-issues","2016-02-11T13:05:33Z","2019-01-13T15:53:43Z"
